TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA
ISSC,6.1,7.474172185430464,0.18,20.00,1.2252741287590925, 31.23 
ISTB,51.3,undefined,None,,undefined,Not Found!
ISTR,21.05,undefined,1.27,N/A,undefined,Not Found!
ISUN,13.15,undefined,None,N/A,undefined, 292.74 
ITAC,9.93,undefined,None,,undefined,Not Found!
ITACU,11.12,undefined,None,,undefined,Not Found!
ITCI,31.8,-1090.4307284768213,-3.226,223.50,-34.290274480403184, -8.55 
ITI,6,14.528013245033115,0.259,30.00,2.4213355408388524, 197.54 
ITIC,165.83,378.8079470198675,20.8,4.00,2.284314943133736,Not Found!
ITMR,22.01,undefined,-0.9,N/A,undefined, -43.26 
ITOS,32.09,undefined,None,N/A,undefined, -21.72 
ITRI,87.12,-70.28344370860927,-1.44,25.00,-0.8067429259482239, 57.06 
ITRM,1.42,undefined,-2.166,N/A,undefined, -7.68 
ITRN,21.24,17.27655629139073,0.77,6.90,0.8133971888602038, 7.97 
IUS,34.4892,undefined,None,,undefined,Not Found!
IUSB,52.84,undefined,None,,undefined,Not Found!
IUSG,88.72,undefined,None,,undefined,Not Found!
IUSS,35.73,undefined,None,,undefined,Not Found!
IUSV,68.25,undefined,None,,undefined,Not Found!
IVA,14.03,undefined,None,,undefined, -11.5 
IVAC,5.58,0.96158940397351,0.04,8.00,0.17232785017446417, 17.23 
IXUS,69.51,undefined,None,,undefined,Not Found!
IZEA,4.25,-8.193907284768212,-0.304,10.00,-1.927978184651344, -19.64 
JACK,110.63,210.13700662251657,5.76,16.54,1.8994577114934157, 15.48 
JAGX,1.87,-109.5971523178808,-1.551,40.00,-58.60810284378652, -8.34 
JAKK,7.53,-146.33496688741724,-4.274,15.00,-19.43359454016165, 7.47 
JAMF,34.94,undefined,None,53.50,undefined, 220.29 
JAN,7.74,undefined,-3.952,N/A,undefined, -3.26 
JAZZ,166.66,122.35205298013244,4.22,11.40,0.7341416835481366, 14.7 
JBHT,161.42,201.86121854304642,4.74,20.73,1.2505341255299618, 15.02 
JBLU,19.64,211.8760264900662,-4.88,-38.30,10.787985055502352, -7.54 
JBSS,89.1,undefined,4.88,N/A,undefined, 11.19 
JCICU,9.89,undefined,None,,undefined,Not Found!
JCOM,117.83,92.198940397351,3.18,11.40,0.78247424592507, 11.6 
JCS,6.19,undefined,0.166,N/A,undefined, 68.36 
JCTCF,10.55,undefined,0.937,N/A,undefined, 6.65 
JD,78.71,95.46875231788081,4.861,4.98,1.2129177019169206, 14.65 
JFIN,9.38,undefined,0.6,N/A,undefined, 13.2 
JFU,1.74,undefined,None,-13.22,undefined, 0.51 
JG,4.38,undefined,-0.297,N/A,undefined, -14.7 
JJSF,157.77,3.2745033112582784,0.155,6.00,0.020754917356013678, 51.94 
JKHY,152.78,104.93603708609271,3.889,10.02,0.6868440704679455, 20.98 
JKI,185.966,undefined,None,,undefined,Not Found!
JNCE,10.02,undefined,-1.24,N/A,undefined, -7.68 
JOBS,62.45,41.5070940397351,2.473,3.02,0.6646452208124115, 21.44 
JOET,25.8859,undefined,None,,undefined,Not Found!
JOUT,134.96,222.38940397350993,6.784,14.00,1.6478171604439087, 11.74 
JRJC,11.85,undefined,-3.624,N/A,undefined, -1.4 
JRSH,6,undefined,0.241,N/A,undefined, 5.99 
JRVR,45.03,undefined,0.158,N/A,undefined, 71.85 
JSMD,65.8805,undefined,None,,undefined,Not Found!
JSML,66.13,undefined,None,,undefined,Not Found!
JUPW,5,undefined,None,,undefined, -22.53 
JVA,5.04,7.531721854304637,0.211,16.00,1.4943892568064756, 11.2 
JYAC,9.71,undefined,None,,undefined,Not Found!
JYNT,44.45,37.37086092715232,0.9,20.00,0.8407392784511208, 78.76 
KALA,7.2,-223.76360264900663,-1.992,68.60,-31.078278145695364, -4 
KALU,107.05,15.506066225165561,1.81,-2.62,0.14484882041256947, 14.14 
KALV,28.92,undefined,-2.117,N/A,undefined, -13.08 
KBAL,13.53,23.257350993377482,0.626,17.00,1.7189468583427556, 10.64 
KBNT,6.96,undefined,None,N/A,undefined, -15.09 
KBSF,4.74,undefined,-1.484,,undefined, 6.6 
KBWB,61.41,undefined,None,,undefined,Not Found!
KBWD,19.47,undefined,None,,undefined,Not Found!
KBWP,75.19,undefined,None,,undefined,Not Found!
KBWR,61.24,undefined,None,,undefined,Not Found!
KBWY,22.37,undefined,None,,undefined,Not Found!
KC,40.74,undefined,None,N/A,undefined, -61.17 
KDMN,4.14,undefined,-0.668,N/A,undefined, -5.53 
KDNY,17.3,undefined,None,9.00,undefined, -17.89 
KDP,34.54,23.359629139072858,0.93,8.74,0.676306576116759, 22.38 
KE,25.31,undefined,1.447,N/A,undefined, 7.83 
KELYA,21.72,-62.72476821192054,-1.832,15.00,-2.8878806727403568, -12.56 
KELYB,21.86,undefined,-1.832,,undefined, -12.56 
KEQU,12.07,undefined,-0.638,N/A,undefined, 144.39 
KERN,5.115,undefined,-1.785,N/A,undefined, -6.88 
KFFB,6.85,undefined,-1.505,N/A,undefined,Not Found!
KFRC,52.13,89.70463576158942,2.62,15.00,1.7207871813080646, 14.05 
KHC,39.2,2.374543046357616,0.29,-2.88,0.060575077713204487, 21.81 
KIDS,48,undefined,-1.824,N/A,undefined, -37.81 
KIN,4.54,-39.21754966887418,-0.555,40.00,-8.638226799311493, -11.94 
KINS,7.79,undefined,-0.057,N/A,undefined, 31.61 
KINZU,10.1,undefined,None,,undefined,Not Found!
KIRK,25.29,37.31986754966888,1.09,15.00,1.475676850520715, 14.65 
KLAC,299.41,309.6643218543047,8.743,15.81,1.0342484280895918, 25.11 
KLDO,8.35,undefined,-2.44,N/A,undefined, -3.9 
KLIC,44.34,57.634172185430465,1.388,20.00,1.299823459301544, 18.69 
KLXE,16.79,undefined,-57.756,N/A,undefined, -1.25 
KMDA,6.21,8.027814569536424,0.38,6.00,1.2927237632103743, 6.95 
KMPH,9.61,undefined,-3.205,N/A,undefined, -59.55 
KNDI,5.99,undefined,-0.126,N/A,undefined, 51.53 
KNSA,16.68,394.7149668874173,-2.61,-112.30,23.66396683977322, -5.31 
KNSL,163.77,132.50264900662253,3.87,15.00,0.8090776638372261,Not Found!
KNTE,29.2,undefined,None,N/A,undefined, -98.35 
KOD,119.45,-88.61046357615895,-2.91,12.40,-0.741820540612465, -39.27 
KOPN,9.04,-2.242251655629139,-0.054,20.00,-0.24803668756959504, -191.56 
KOSS,25.8,undefined,0.094,N/A,undefined, 368.55 
KPTI,10.65,86.51856953642387,-2.724,-30.30,8.123809346143085, -3.88 
KRBP,9.77,undefined,None,,undefined, -4.48 
KRKR,3.35,undefined,None,N/A,undefined, -5.1 
KRMA,28.79,undefined,None,,undefined,Not Found!
KRMD,3.51,undefined,None,N/A,undefined, 78.99 
KRNT,95.36,-9.993390728476824,-0.113,52.20,-0.10479646317614119, -1935.29 
KRNY,12.43,11.218543046357617,0.616,4.00,0.9025376545742251,Not Found!
KRON,28.58,undefined,None,N/A,undefined, -16.85 
KROS,59.22,undefined,None,N/A,undefined, -23.89 
KRTX,114.53,40.99109933774835,-1.901,-23.30,0.35790709279444993, -40.31 
KRUS,31.99,undefined,0.098,N/A,undefined, -18.47 
KRYS,71.19,undefined,-1.712,N/A,undefined, -40.78 
KSMT,9.91,undefined,None,,undefined,Not Found!
KSMTU,10.29,undefined,None,,undefined,Not Found!
KSPN,24.38,undefined,None,10.00,undefined, -1.65 
KTCC,8.07,undefined,0.521,N/A,undefined, 14.53 
KTOS,25.31,10.280264900662253,0.672,2.00,0.40617403795583773, 49.38 
KTRA,1.92,undefined,None,N/A,undefined, -2.13 
KURA,27.3,-69.96039337748344,-1.689,19.93,-2.5626517720689903, -13.45 
KVHI,12.38,-69.66715231788079,-1.242,30.00,-5.627395179150306, -21.07 
KXIN,3.16,undefined,-2.276,,undefined, 3.04 
KYMR,39.57,undefined,None,-14.90,undefined, -46.39 
KZIA,11.12,undefined,-1.07,N/A,undefined, -14.78 
KZR,6.56,undefined,-0.949,N/A,undefined, -3.9 
LACQ,11.88,undefined,0.377,,undefined, -61.38 
LAKE,26.83,94.84986754966889,3.519,10.00,3.535216830028658, 4.73 
LAMR,93.73,40.379470198675506,2.41,3.00,0.43080625412008433, 21.25 
LANC,180.74,81.59668874172186,4.87,3.00,0.45145893959124633, 22.66 
LAND,17.96,-5.336821192052981,-0.198,10.00,-0.29715040044838426, 26.15 
LANDM,25.58,undefined,None,,undefined,Not Found!
LANDO,25.55,undefined,None,,undefined,Not Found!
LARK,27.74,undefined,4.1,N/A,undefined,Not Found!
LASR,31.42,-30.850993377483448,-0.55,30.00,-0.9818903048212427, -166.31 
LATN,10.01,undefined,None,,undefined, -292.78 
LAUR,13.59,-100.31854304635763,-2.93,15.00,-7.3817912469726, -7.27 
LAWS,51.96,55.46622516556292,1.62,15.00,1.0674793141948213, 16.05 
LAZR,26.01,undefined,None,10.46,undefined,Not Found!
LAZY,18.21,75.99397350993378,1.557,25.00,4.173200082917835, 6.56 
LBAI,17.29,28.76026490066225,1.128,9.00,1.663404563369708,Not Found!
LBC,11.6,16.937086092715234,0.75,7.00,1.4600936286823478,Not Found!
LBRDA,149.27,-154.0326357615894,2.17,-57.22,-1.0319061818288295, 82.51 
LBRDK,154.855,undefined,2.17,N/A,undefined, 82.51 
LBTYA,26.09,181.5368900662252,-2.704,-54.58,6.958102340598896, 14.89 
LBTYB,27,undefined,-2.704,,undefined, 14.89 
LBTYK,25.99,undefined,-2.704,N/A,undefined, 14.89 
LCAP,9.79,undefined,None,,undefined, -3229.65 
LCAPU,10.1,undefined,None,,undefined, -3229.65 
LCNB,17.98,22.35695364238411,1.55,1.40,1.2434345741036767,Not Found!
LCUT,15.21,-3.8813245033112582,-0.144,10.00,-0.2551824131039617, 14.59 
LCY,10,undefined,None,,undefined, -2645.68 
LCYAU,10.49,undefined,None,,undefined, -2645.68 
LDEM,61.36,undefined,None,,undefined,Not Found!
LDSF,20.2532,undefined,None,,undefined,Not Found!
LE,25.47,13.702649006622519,0.33,20.00,0.5379917160040251, 14.38 
LECO,122.99,111.61430463576158,3.42,13.90,0.9075071520917277, 21.54 
LEDS,4.73,-19.603311258278147,-0.23,50.00,-4.144463268134914, 85.02 
LEGH,17.65,undefined,1.568,N/A,undefined, 9.31 
LEGN,28.29,undefined,None,N/A,undefined, -10.5 
LEGR,39.49,undefined,None,,undefined,Not Found!
LESL,22.72,undefined,None,20.10,undefined, 130.29 
LEVL,23.7,undefined,2.57,N/A,undefined,Not Found!
LEVLP,26.3,undefined,None,,undefined,Not Found!
LEXX,5.48,undefined,None,N/A,undefined, -7.25 
LFTR,9.84,undefined,None,,undefined,Not Found!
LFTRU,10.28,undefined,None,,undefined,Not Found!
LFUS,260.48,157.9993377483444,5.29,12.00,0.6065699391444426, 23.74 
LFVN,9.56,23.89403973509934,0.8,12.00,2.499376541328383, 5.56 
LGHL,4.6,undefined,None,,undefined, 13.09 
LGIH,144.76,433.7216953642384,12.76,14.83,2.996143239598221, 11.61 
LGND,153.71,-8.76619867549669,-0.184,24.20,-0.05703076361652912, 57.86 
LHCG,189.09,120.02150993377484,3.56,14.64,0.6347321906699183, 26.09 
LI,23.5,undefined,None,N/A,undefined, -1973.4 
LIFE,4.81,-55.475695364238405,-1.771,13.00,-11.533408599633765, -3.04 
LILA,13.59,undefined,-3.514,N/A,undefined, 18.6 
LILAK,13.75,-1154.5002649006622,-3.514,217.00,-83.96365562913907, 18.6 
LINC,6.66,50.9125165562914,1.487,15.00,7.644522005449159, 9.91 
LIND,18.12,-98.5432450331126,-2.019,25.00,-5.438368931187229, -19.94 
LIQT,7.93,-22.451655629139072,-0.46,25.00,-2.8312302180503246, -37.77 
LITE,85.74,81.98511258278145,2.436,14.60,0.9562061182969612, 13.16 
LIVE,27.3,undefined,4.543,N/A,undefined, 4.15 
LIVK,9.91,undefined,None,,undefined, -238.72 
LIVKU,10.53,undefined,None,,undefined, -238.72 
LIVN,74.6,-403.487284768212,-7.101,30.50,-5.408676739520269, -18.73 
LIVX,5.97,undefined,-0.54,N/A,undefined, -19.59 
LIXT,3.35,undefined,-0.29,N/A,undefined, -18.24 
LIZI,8,undefined,None,N/A,undefined, -28.31 
LJPC,4.61,-45.590119205298016,-1.442,13.20,-9.889396790737097, -4.19 
LKCO,1.45,undefined,-0.193,N/A,undefined, -13.55 
LKFN,70.47,88.94701986754967,3.3,10.00,1.262196961367244,Not Found!
LKQ,41.86,127.89139072847684,2.09,33.50,3.0552171698155, 13.01 
LLIT,9.08,undefined,-1.05,N/A,undefined, -25.01 
LLNW,3.62,-5.47814569536424,-0.16,15.00,-1.513299915846475, 52.53 
LMACU,10.74,undefined,None,,undefined,Not Found!
LMAT,46.79,10.152052980132453,1.04,-1.80,0.21697057021014005, 26.58 
LMB,11.23,29.896688741721857,0.72,20.00,2.662216272637743, 5.11 
LMBS,51.16,undefined,None,,undefined,Not Found!
LMFA,1.37,undefined,-1.105,,undefined,Not Found!
LMNL,4.1,undefined,None,N/A,undefined, -5.33 
LMNR,16.6,-28.76026490066225,-0.84,15.00,-1.7325460783531474, -47.02 
LMNX,31.9,11.127483443708611,0.325,15.00,0.34882393240465864, 19.63 
LMPX,16.07,undefined,-0.302,N/A,undefined, -49.61 
LMRK,12.32,12.725761589403975,0.647,5.00,1.032935193945128, 16.4 
LMST,15.73,16.60927152317881,1.2,1.00,1.0558977446394664,Not Found!
LNDC,10.7,-47.0071523178808,-1.744,10.00,-4.393191805409421, -13.65 
LNGR,27.1955,undefined,None,,undefined,Not Found!
LNSR,7.9,undefined,None,N/A,undefined, -2.83 
LNT,53.75,51.10119205298013,2.47,5.70,0.9507198521484675, 14.27 
LNTH,20.11,-1.0490066225165564,-0.25,-5.62,-0.05216343224846128, 64.95 
LOAN,5.85,undefined,0.439,N/A,undefined,Not Found!
LOB,67.32,undefined,1.43,N/A,undefined,Not Found!
LOCO,16.93,23.282119205298017,0.68,15.00,1.3751990079916134, 15.11 
LOGC,7.01,undefined,-1.286,N/A,undefined, -5.55 
LOGI,102.24,307.59514172185436,5.478,30.04,3.0085596803780748, 16.89 
LOOP,8.17,undefined,-0.668,N/A,undefined, -11.73 
LOPE,110.66,782.1291390728477,5.45,90.00,7.067857754137427, 14.38 
LORL,39.12,132.60026490066227,2.984,22.00,3.389577323636561, -106.77 
LOVE,54.2,-6.226291390728478,-0.111,30.00,-0.11487622492118962, 153.26 
LPCN,1.5,undefined,-0.38,N/A,undefined, -5.62 
LPLA,138.88,142.23888741721856,5.86,8.16,1.0241855372783595,Not Found!
LPRO,36.04,undefined,None,51.80,undefined, -68.14 
LPSN,51.29,-91.59940397350994,-1.633,30.00,-1.785911561191459, -53.11 
LPTH,2.92,undefined,0.047,N/A,undefined, 13.16 
LPTX,2.04,-5.5514887417218555,-0.634,-2.49,-2.7213180106479684, -2.46 
LQDA,2.62,undefined,-1.764,N/A,undefined, -0.91 
LQDT,17.35,-2.0668344370860927,0.173,-16.70,-0.11912590415481801, 46.35 
LRCX,548.03,923.2422675496689,20.136,22.97,1.6846564376944126, 22.13 
LRGE,49.4043,undefined,None,,undefined,Not Found!
LRMR,17.01,undefined,None,N/A,undefined, -4.22 
LSAQ,9.93,undefined,None,,undefined, -1201.56 
LSBK,15,undefined,0.77,N/A,undefined,Not Found!
LSCC,42.44,11.641059602649008,0.34,15.00,0.27429452409634797, 73.08 
LSTR,165.53,169.46190596026491,4.977,14.87,1.0237534341827157, 21.35 
LSXMA,44.5,10.722785430463574,-2.237,-11.79,0.24096147034749604, 77.86 
LSXMB,42.95,undefined,-2.237,N/A,undefined, 77.86 
LSXMK,44.56,-11.407218543046358,-2.237,-5.00,-0.25599682547231506, 77.86 
LTBR,7.01,undefined,-3.594,N/A,undefined, -2.48 
LTRN,19,undefined,None,N/A,undefined, -32.15 
LTRPA,6.05,undefined,-5.173,N/A,undefined, -3.66 
LTRX,4.45,-12.872185430463578,-0.31,20.00,-2.8926259394300176, 390.71 
LULU,306.21,164.88659072847682,4.261,18.06,0.5384755257126704, 42.09 
LUMO,13.06,undefined,None,15.20,undefined, -0.29 
LUNA,10.57,undefined,0.106,N/A,undefined, 43.55 
LUNG,49,-191.3672185430464,-3.165,33.00,-3.905453439654008, -97.71 
LUXA,10.1,undefined,None,,undefined,Not Found!
LUXAU,10.54,undefined,None,,undefined,Not Found!
LVHD,34.5471,undefined,None,,undefined,Not Found!
LWAY,6.1,5.579403973509934,0.207,10.00,0.9146563890999893, 10.47 
LX,10.09,7.578985430463575,0.479,2.36,0.7511382983611076, 18.55 
LXRX,6.05,-48.80211920529802,-0.53,54.70,-8.066465984346781, -17.26 
LYFT,63.57,374.353165562914,-5.615,-54.26,5.888833814109077, -12.29 
LYL,1.61,undefined,-0.223,,undefined, -3.94 
LYRA,11.33,undefined,None,-6.20,undefined, -3.7 
LYTS,8.35,13.226953642384109,0.271,25.00,1.5840663044771388, 12.94 
MAAC,9.7,undefined,None,,undefined,Not Found!
MAACU,10.01,undefined,None,,undefined,Not Found!
MACK,6.32,-4.642728476821192,-0.226,5.60,-0.7346089362058849, -24.26 
MACU,9.69,undefined,None,,undefined,Not Found!
MACUU,10.05,undefined,None,,undefined,Not Found!
MAGS,4.4,undefined,0.08,N/A,undefined, 15.02 
MANH,117.31,46.56423841059603,1.36,15.00,0.39693324022330606, 60.22 
MANT,86.7,56.325842384105975,2.967,4.53,0.649663695318408, 15.77 
MAR,146.57,0.4778807947019872,-0.82,-8.90,0.003260427063532696, 126.81 
MARA,34.2,-10.909668874172187,-0.128,50.00,-0.31899616591146746, -471.02 
MARK,2.26,undefined,-0.232,N/A,undefined, -15.03 
MARPS,5,undefined,0.184,N/A,undefined, 25.69 
MASI,225.95,123.04847682119205,4.14,11.90,0.5445827697330916, 41.16 
MASS,45.39,undefined,None,N/A,undefined, -103.5 
MAT,19.99,9.703311258278147,0.36,10.00,0.48540826704743106, 16.24 
MATW,38.5,5.470132450331127,-2.503,-10.00,0.14208136234626303, 33.71 
MAXN,29.17,undefined,None,N/A,undefined, -11.61 
MAYS,29.0413,undefined,-0.718,N/A,undefined, 1961.1 
MBB,108.54,undefined,None,,undefined,Not Found!
MBCN,21.53,undefined,1.3,N/A,undefined,Not Found!
MBII,2.18,undefined,-0.135,N/A,undefined, -25.71 
MBIN,39.7,undefined,5.77,N/A,undefined,Not Found!
MBINO,25.63,undefined,2.37,,undefined,Not Found!
MBINP,27.05,undefined,5.77,,undefined,Not Found!
MBIO,3.46,undefined,-1.141,N/A,undefined, -3.32 
MBNKP,24.6,undefined,None,,undefined,Not Found!
MBOT,8.25,undefined,-1.306,N/A,undefined, -3.95 
MBRX,3.9,undefined,-1.763,N/A,undefined, -4.81 
MBUU,79.45,116.44483443708609,3.401,15.00,1.4656366826568419, 15.45 
MBWM,32.21,65.1476821192053,2.71,8.00,2.022591807488522,Not Found!
MCBC,9.98,21.15496688741722,0.88,8.00,2.11973616106385,Not Found!
MCBS,15.36,undefined,1.41,N/A,undefined,Not Found!
MCEF,20.075,undefined,None,,undefined,Not Found!
MCFE,22.04,undefined,None,12.54,undefined, 32.83 
MCFT,26.88,-25.12079470198676,-0.932,10.00,-0.9345533743298646, -72.74 
MCHI,79.33,undefined,None,,undefined,Not Found!
MCHP,147.16,37.20680794701987,1.258,11.80,0.2528323453861095, 27.96 
MCHX,3.02,-28.48635761589404,-0.832,15.00,-9.432568746984781, -5.92 
MCMJ,9.93,undefined,None,,undefined, -238.72 
MCRB,19.37,204.24086092715237,-1.117,-134.00,10.544184869754897, -19.02 
MCRI,63.41,40.97682119205299,1.25,14.00,0.646220173348888, 41.31 
MDB,272.51,undefined,-4.526,N/A,undefined, -89.44 
MDCA,3.35,-70.56026490066226,-3.34,6.00,-21.062765641988733, 17.24 
MDGL,118.6,undefined,-13.093,N/A,undefined, -7.67 
MDGS,2.03,undefined,-69.94,,undefined, -2.98 
MDIA,3.59,undefined,None,,undefined, 31.47 
MDIV,16.04,undefined,None,,undefined,Not Found!
MDJH,4.12,undefined,0.094,,undefined, 41.18 
MDLZ,58.56,64.59622516556293,2.47,9.45,1.1030776155321538, 20.75 
MDNA,4.02,undefined,None,,undefined, -15.97 
MDRR,1.96,undefined,-1.737,N/A,undefined, -43.85 
MDRX,15.14,108.90582781456955,4.397,8.50,7.193251506906839, 19.38 
MDVL,14.73,undefined,None,N/A,undefined,Not Found!
MDWD,5,-53.430860927152324,-0.338,100.00,-10.686172185430465, -16.22 
MDWT,49.87,undefined,-4.884,N/A,undefined, 5.63 
MDXG,9.84,-26.363576158940397,-0.77,15.00,-2.679225219404512, -27.78 
MEDP,158.06,123.75480794701986,3.84,13.62,0.7829609512022008, 30.93 
MEDS,6.14,undefined,None,N/A,undefined, -79.13 
MEIP,3.53,-6.437403973509934,-0.526,-0.10,-1.823627187963154, -6.53 
MELI,1402.5,-3.380132450331126,-0.08,20.50,-0.0024100766134268277, 238.99 
MEOH,36.06,-111.64927152317883,-2.06,28.70,-3.09620830624456, 14.94 
MERC,14.16,-5.431901986754967,-0.262,5.73,-0.3836088973697011, 9.13 
MESA,13.24,3.0316291390728485,0.867,-6.10,0.22897501050399158, 6.78 
MESO,8.45,-72.63059602649007,-0.87,48.80,-8.595336807868648, -12.49 
METC,4.28,-2.2256423841059605,-0.12,4.23,-0.5200099028284955, 47.52 
METX,2.25,undefined,None,,undefined, -3.16 
MFH,6.6,undefined,None,,undefined, -745.58 
MFIN,7,-48.7212582781457,-1.423,15.00,-6.960179754020814,Not Found!
MFNC,13.89,34.23112582781457,1.27,10.00,2.464443904090322,Not Found!
MGEE,71.65,49.90649006622517,2.595,4.70,0.6965316129270783, 15.07 
MGI,5.98,-2.52635761589404,-0.102,8.50,-0.42246782874482275, -10.34 
MGIC,15.83,16.17743046357616,0.487,14.30,1.021947597193693, 13.23 
MGLN,93.59,157.0992317880795,14.976,-1.30,1.6785899325577465, 13.85 
MGNI,40.71,undefined,None,-32.20,undefined, 437.42 
MGNX,32.9,991.5988609271525,-2.474,-283.60,30.13978300690433, -13.64 
MGPI,60.44,81.04231788079471,2.367,15.00,1.3408722349568947, 15.7 
MGRC,79.06,112.12715231788081,4.16,10.00,1.4182538871474932, 9.35 
MGTA,12.74,undefined,-1.706,N/A,undefined, -6.13 
MGTX,14.62,-24.408781456953644,-1.537,2.40,-1.6695472952772672, -8.47 
MGYR,14.24,undefined,0.506,N/A,undefined,Not Found!
MHLD,3.22,27.77682119205298,0.93,12.00,8.62634198510962, 13.26 
MICT,2.17,undefined,-1.179,N/A,undefined, -32.58 
MIDD,164.68,97.73011920529802,3.76,9.34,0.5934546951985549, 23.44 
MIK,21.95,37.63556026490066,1.984,4.52,1.7146041122961577, 9.51 
MILN,39.32,undefined,None,,undefined,Not Found!
MIME,40.1,35.09276821192053,0.416,49.40,0.8751313768558735, 25.93 
MIND,2.3,-63.88887417218543,-1.866,15.00,-27.77777137921106, -5.64 
MIRM,18.28,undefined,-9.329,N/A,undefined, -3.29 
MIST,6.38,undefined,-2.301,N/A,undefined, -1.37 
MITK,14.425,7.498211920529801,0.219,15.00,0.5198067189275425, 22.5 
MITO,1.63,56.23112582781457,-0.83,-55.00,34.4976232072482, -2.31 
MKD,1.05,undefined,None,N/A,undefined, -2.97 
MKGI,3.96,undefined,-0.575,N/A,undefined, -10.36 
MKSI,171.08,207.59884768211919,6.33,14.01,1.2134606481302266, 18.71 
MKTX,497.71,216.96152317880794,7.85,10.47,0.4359195579329488, 46.25 
MLAB,244.5,undefined,-0.549,N/A,undefined, 50.49 
MLAC,9.84,undefined,None,,undefined, -1887.59 
MLACU,10.23,undefined,None,,undefined, -1887.59 
MLCO,20.22,5.679846357615896,-2.652,-9.97,0.2809023915734865, -38.7 
MLHR,40.67,-11.538198675496691,-0.134,50.60,-0.2837029425988859, 31.46 
MLND,2.23,undefined,-2.348,N/A,undefined, -0.05 
MLVF,18.85,undefined,0.278,N/A,undefined,Not Found!
MMAC,23.65,undefined,11.282,N/A,undefined,Not Found!
MMLP,2.43,-3.014582781456954,-0.171,3.60,-1.2405690458670593, 6.34 
MMSI,55.24,-5.245033112582782,-0.18,11.50,-0.09494991152394608, 34.25 
MMYT,31.38,-310.9718940397351,-3.738,48.60,-9.909875527078876, -8.48 
MNDO,2.73,undefined,0.27,N/A,undefined, 7.13 
MNKD,3.735,-16.512675496688743,-0.257,35.60,-4.421064390010373, -20.95 
MNOV,5.06,-12.95523178807947,-0.312,20.00,-2.560322487762741, -12.91 
MNPR,6.29,undefined,-0.421,N/A,undefined, -9.74 
MNRO,64,21.196490066225167,0.549,18.00,0.3311951572847682, 23.7 
MNSB,20.69,undefined,1.85,N/A,undefined,Not Found!
MNSBP,26.0759,undefined,None,,undefined,Not Found!
MNST,88.79,91.73562913907287,2.64,15.35,1.0331752352638006, 27.35 
MNTK,11.46,undefined,None,N/A,undefined, 55.89 
MNTX,8.03,-38.5917880794702,-0.688,30.00,-4.805951192960174, -45.95 
MODV,150.62,undefined,None,10.00,undefined, 15.85 
MOFG,30.26,9.856291390728478,0.41,8.00,0.32572013849069653,Not Found!
MOGO,9.07,undefined,-0.372,,undefined, 75.32 
MOHO,2.05,undefined,0.201,N/A,undefined, -3.89 
MOMO,13.95,24.118323178807948,1.482,2.67,1.728912055828527, 4.23 
MOR,21.87,undefined,0.88625,N/A,undefined,Not Found!
MORF,60.67,undefined,-1.471,N/A,undefined, -42.79 
MORN,224.31,184.90198675496688,5.18,16.00,0.8243145056170785, 22.78 
MOSY,3.7,-73.8741059602649,-1.317,30.00,-19.965974583855377, -6.42 
MOTN,9.8,undefined,None,,undefined,Not Found!
MOTNU,10.17,undefined,None,,undefined,Not Found!
MOTS,1.28,undefined,-0.6,N/A,undefined, -2.54 
MOXC,3.06,undefined,-0.033,,undefined, -83.12 
MPAA,22.23,31.72516556291391,0.65,25.00,1.427132953797297, 12.55 
MPB,25.64,undefined,3.1,N/A,undefined,Not Found!
MPWR,331.58,170.82781456953646,3.5,25.00,0.5151933607863456, 82.96 
MRACU,10.03,undefined,None,,undefined,Not Found!
MRAM,5.93,-18.810000000000002,-0.453,20.00,-3.1720067453625638, -20.35 
MRBK,25.5,102.64966887417219,4.27,8.00,4.025477210751851,Not Found!
MRCC,9.87,1.5538410596026493,0.079,5.00,0.15743070512691484,Not Found!
MRCY,66.93,38.36698013245034,1.439,9.80,0.5732404023972857, 27.09 
MREO,3.62,undefined,-8.87,N/A,undefined, -2.1 
MRIN,1.76,-79.43384105960266,-1.913,20.00,-45.1328642384106, -1.58 
MRKR,2.5,undefined,-0.61,N/A,undefined, -6.69 
MRLN,14.37,0.8661589403973511,0.029,12.00,0.06027550037559855,Not Found!
MRM,10.62,undefined,None,,undefined, -7.41 
MRNA,133.33,-72.21055629139074,-1.959,16.80,-0.5415927120032307, -69.64 
MRNS,14.53,-116.26490066225166,-2.8,20.00,-8.00171374138002, -5.85 
MRSN,16.98,undefined,-1.432,N/A,undefined, -10.5 
MRTN,16.26,22.64105960264901,0.84,10.00,1.3924390899538135, 7.34 
MRTX,171.62,2312.5088741721856,-7.956,-208.00,13.474588475540063, -19 
MRUS,20.96,undefined,-2.923,N/A,undefined, -7.96 
MRVI,33.96,undefined,None,-6.80,undefined, 65.35 
MRVL,44.75,-27.510927152317883,-0.415,37.00,-0.6147693218395057, 83.16 
MSBI,27.14,21.45364238410596,0.95,7.00,0.7904805594733221,Not Found!
MSEX,78.84,35.62193377483443,2.183,2.70,0.4518256440237751, 26.65 
MSFT,232.34,246.24905960264903,6.707,16.70,1.0598651097643497, 22.88 
MSGM,23.13,undefined,None,N/A,undefined, 572.42 
