TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL)
MCHI,81.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MCHP,159.71,38.34967918088737,1.258,11.80,0.24012071367408033, 28.89 , 52.36 Bil ,"$1,790","$11,279"
MCHX,3.05,-29.396655290102387,-0.833,15.00,-9.638247636099145, -5.24 , 95.61 Mil ,$-4.73,$24.24
MCMJ,9.94,undefined,None,,undefined, -248.4 , 164.20 Mil ,$-0.61,$0.17
MCRB,19.74,210.51447098976112,-1.117,-134.00,10.664360232510695, -21 , 1.67 Bil ,$-94.20,$168.19
MCRI,64.16,42.23549488054608,1.25,14.00,0.6582838977641222, 42.63 , 1.39 Bil ,$-57.2,$303.8
MDB,284.79,undefined,-4.526,N/A,undefined, -100.27 , 18.25 Bil ,$-54.4,"$1,412.5"
MDCA,3.65,-72.72764505119454,-3.34,6.00,-19.925382205806724, 17.54 , 1.54 Bil ,$8,"$1,920"
MDGL,114.91,undefined,-13.093,N/A,undefined, -7.73 , 1.59 Bil ,$-157.90,$47.03
MDGS,2,undefined,-69.94,,undefined, -2.88 , 39.96 Mil ,$-2.76,$4.46
MDIA,3.65,undefined,None,,undefined, 69.83 , 166.35 Mil ,$-10.05,$133.10
MDIV,16.36,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MDJH,4.5,undefined,0.094,,undefined, 45.31 , 46.03 Mil ,$-0.07,$1.41
MDLZ,59.19,66.580409556314,2.47,9.45,1.1248590903246156, 20.24 , 99.66 Bil ,"$3,101","$40,156"
MDNA,3.96,undefined,None,,undefined, -16.22 , 187.67 Mil ,$-14.44,$1.73
MDRR,1.88,undefined,-1.737,N/A,undefined, -41.68 , 59.10 Mil ,$-2.10,$67.56
MDRX,15.38,112.25105802047783,4.397,8.50,7.298508323828207, 19.64 , 1.92 Bil ,$-212,"$1,251"
MDVL,13.33,undefined,None,N/A,undefined, -30.66 , 360.44 Mil ,$,$114.65
MDWD,5.1,-55.072081911262806,-0.338,100.00,-10.798447433580943, -17.45 , 124.15 Mil ,$-7.82,$23.80
MDWT,48.35,undefined,-4.884,N/A,undefined, 4.79 , 32.42 Mil ,$-16.32,$640.07
MDXG,12.04,-27.17337883959044,-0.77,15.00,-2.256925152789904, -36.44 , 1.37 Bil ,$-34.8,$202.2
MEDP,167.4,127.55615017064845,3.84,13.62,0.7619841706729298, 32.46 , 6.05 Bil ,$227.3,$584.9
MEDS,5,undefined,None,N/A,undefined, -14.76 , 35.50 Mil ,$-2.24,$1.11
MEIP,3.34,-6.635139931740614,-0.526,-0.10,-1.9865688418385072, -6.27 , 215.67 Mil ,$53.06,$130.38
MELI,1542,-3.4839590443686004,-0.08,20.50,-0.0022593768121715956, 264.98 , 77.64 Bil ,$935,"$4,875"
MEOH,37.21,-115.07877133105802,-2.06,28.70,-3.09268399169734, 15.47 , 5.60 Bil ,$119,"$4,255"
MERC,15.65,-5.598752218430034,-0.262,5.73,-0.3577477455865837, 9.44 , 1.87 Bil ,$-38,"$1,528"
MESA,13.49,3.1247508532423214,0.867,-6.10,0.2316346073567325, 6.71 , 1.10 Bil ,$200.1,"$1,070.5"
MESO,8.46,-74.8615699658703,-0.87,48.80,-8.848885338755354, -12.25 , 1.14 Bil ,$-101.63,$168.58
METC,4.27,-2.294006825938567,-0.12,4.23,-0.5372381325383061, 49.52 , 199.75 Mil ,$-11.4,$59.5
METX,2.35,undefined,None,,undefined, -3.17 , 170.37 Mil ,$0.0,$227.5
MFH,7.2,undefined,None,,undefined, -811.09 , 75.43 Mil ,$0.00,$0.55
MFIN,7.6,-50.21781569965871,-1.423,15.00,-6.6076073289024615,Not Found!, 463.75 Mil ,$78.7,"$1,337.9"
MFNC,13.63,35.282593856655296,1.27,10.00,2.5885982286614304,Not Found!," -13,800,000.00 ",$13.28,"$1,333.87"
MGEE,71.52,51.43945392491467,2.595,4.70,0.7192317383237511, 15.08 , 3.16 Bil ,$-30.7,"$1,277.7"
MGI,7.29,-2.603959044368601,-0.102,8.50,-0.3571960280341016, -10.12 ," -1,647,821,000.00 ",$57,"$4,911"
MGIC,15.85,16.674348122866895,0.487,14.30,1.0520093452912869, 13.21 , 749.98 Mil ,$46.2,$174.3
MGLN,93.84,161.92480546075086,14.976,-1.30,1.7255414051657167, 13.9 , 1.94 Bil ,$375,"$1,490"
MGNI,39.76,undefined,None,-32.20,undefined, 429.48 , 4.57 Bil ,$-34.0,$557.3
MGNX,31.53,1022.057529010239,-2.474,-283.60,32.41539895370247, -13.66 , 1.63 Bil ,$-117.8,$82.9
MGPI,62.69,83.53167235494881,2.367,15.00,1.3324560911620484, 21.27 , 1.43 Bil ,$33.6,$104.0
MGRC,80.22,115.5713310580205,4.16,10.00,1.4406797688608888, 9.28 , 2.19 Bil ,$80.5,$593.1
MGTA,13.18,undefined,-1.706,N/A,undefined, -5.85 , 449.38 Mil ,$-64.42,$17.71
MGTX,13.61,-25.15853924914676,-1.537,2.40,-1.848533376131283, -7.52 , 403.66 Mil ,$-100.99,$125.14
MGYR,13.2,undefined,0.506,N/A,undefined,Not Found!, 84.89 Mil ,$3.11,$683.58
MHLD,3.4,28.630034129692834,0.93,12.00,8.420598273439069, 13.81 , 891.61 Mil ,$-541.8,"$2,420.6"
MICT,1.81,undefined,-0.832,N/A,undefined, -13.56 , 197.24 Mil ,$-8.30,$12.04
MIDD,163.33,100.73206825938567,3.76,9.34,0.6167395350479744, 23.03 , 10.53 Bil ,$483,"$3,226"
MIK,21.96,38.79160136518771,1.984,4.52,1.7664663645349594, 9.51 , 6.12 Bil ,"$1,060","$5,726"
MILN,41.68,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MIME,39.8,36.17070307167235,0.416,49.40,0.908811634966642, 25.81 , 2.59 Bil ,$76.5,$559.0
MIND,2.36,-65.85133105802048,-1.866,15.00,-27.90310638051715, -5.64 , 52.54 Mil ,$-7.71,$9.84
MIRM,19.46,undefined,-9.329,N/A,undefined, -3.16 , 325.08 Mil ,$-89.30,$68.77
MIST,5.59,undefined,-1.703,N/A,undefined, -1.09 , 66.08 Mil ,$-58.58,$6.60
MITK,15.16,7.728532423208191,0.219,15.00,0.5097976532459229, 23.97 , 591.65 Mil ,$26.7,$35.3
MITO,1.43,86.58839590443685,-1.24,-55.00,60.5513258072985, -0.97 , 54.08 Mil ,$0.00,$46.22
MKD,1.04,undefined,None,N/A,undefined, -2.49 , 88.81 Mil ,$-12,$101
MKGI,3.02,undefined,-0.575,N/A,undefined, -8.73 , 62.61 Mil ,$-6.77,$12.72
MKSI,193.3,213.9756040955631,6.33,14.01,1.1069612213945323, 19.55 , 10.78 Bil ,$428,"$1,543"
MKTX,521.01,223.62587030716722,7.85,10.47,0.4292160808951214, 47.78 , 19.94 Bil ,$358.9,$376.4
MKTY,9.71,undefined,0.2,N/A,undefined, 116.98 , 87.27 Mil ,$0.67,$1.92
MLAB,238,undefined,-0.549,N/A,undefined, 50.05 , 1.13 Bil ,$30.4,$208.8
MLAC,9.89,undefined,None,,undefined, -569.39 , 177.08 Mil ,$0.00,$5.11
MLACU,10.25,undefined,None,,undefined,Not Found!, - ,$0.00,$5.11
MLCO,20.68,5.85431262798635,-2.652,-9.97,0.28309055261055854, -39.98 , 14.77 Bil ,$-363,"$7,183"
MLHR,42.84,-11.892614334470991,-0.134,50.60,-0.2776053766216384, 24.77 , 2.69 Bil ,$235,"$1,205"
MLND,1.19,undefined,-1.93,N/A,undefined, 0.36 ," -12,744,000.00 ",$-30.46,$9.68
MLVF,18.5,undefined,0.278,N/A,undefined,Not Found!, 196.17 Mil ,$8.41,"$1,077.66"
MMAC,19.37,undefined,1.442,N/A,undefined,Not Found!, 312.35 Mil ,$17.97,$243.18
MMLP,2.6,-3.1071808873720137,-0.171,3.60,-1.195069572066159, 6.36 , 629.81 Mil ,$36.2,$626.5
MMSI,60.07,-5.406143344709897,-0.18,11.50,-0.08999739212102376, 36.69 , 3.80 Bil ,$116.0,$705.8
MMYT,29.93,-320.52393174061433,-3.738,48.60,-10.709119002359316, -7.97 , 2.95 Bil ,$11.3,$229.7
MNDO,2.79,undefined,0.27,N/A,undefined, 7.82 , 44.38 Mil ,$6.43,$9.30
MNKD,4.08,-17.019890784982938,-0.257,35.60,-4.171541859064446, -25.01 , 1.12 Bil ,$-32.91,$289.03
MNOV,4.79,-13.353174061433446,-0.312,20.00,-2.7877190107376713, -12.1 , 171.12 Mil ,$-10.86,$4.09
MNPR,5.84,undefined,-0.421,N/A,undefined, -8.27 , 53.77 Mil ,$-4.66,$1.18
MNRO,69.65,21.847576791808873,0.549,18.00,0.3136766229979737, 24.53 , 3.11 Bil ,$102,"$1,095"
MNSB,20.56,undefined,1.85,N/A,undefined,Not Found!, 122.71 Mil ,$15.73,"$1,475.50"
MNSBP,26.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MNST,94.23,94.55344709897614,2.64,15.35,1.0034325278465046, 28.47 , 48.26 Bil ,"$1,297","$1,042"
MNTK,10.94,undefined,None,N/A,undefined, 50.14 , 1.54 Bil ,$,$89.4
MNTX,8.2,-39.777201365187715,-0.688,30.00,-4.850878215266795, -50.17 , 205.47 Mil ,$11.3,$104.7
MODV,139.07,undefined,None,10.00,undefined, 14.78 , 2.34 Bil ,$336,"$1,014"
MOFG,30.53,10.159044368600682,0.41,8.00,0.332756120818889,Not Found!, 674.60 Mil ,$7.0,"$5,041.4"
MOGO,9.77,undefined,-0.369,,undefined, 80.77 , 559.39 Mil ,$28.26,$77.47
MOHO,2.09,undefined,0.201,N/A,undefined, -3.6 , 44.53 Mil ,$0.0,$96.3
MOMO,15.52,24.691418430034126,1.472,2.67,1.5909419091516834, 4.8 , 2.34 Bil ,$434,"$1,282"
MONCU,10.03,undefined,None,,undefined,Not Found!, - ,$,$0.05
MOR,22.16,undefined,0.885,N/A,undefined,Not Found!, - ,"$-26,675.00","$1,012,713.00"
MORF,60.68,undefined,-1.471,N/A,undefined, -41.38 , 1.91 Bil ,$-46.53,$97.19
MORN,231.785,190.5815699658703,5.18,16.00,0.8222342686794673, 23.49 , 10.19 Bil ,$308,"$1,425"
MOSY,3.8,-76.14327645051193,-1.317,30.00,-20.03770432908209, -6.56 , 20.90 Mil ,$-2.66,$5.37
MOTN,9.89,undefined,None,,undefined,Not Found!, 142.31 Mil ,$,$0.00
MOTNU,10.15,undefined,None,,undefined,Not Found!, - ,$,$0.00
MOTS,1.16,undefined,-0.6,N/A,undefined, -2.62 , 47.31 Mil ,$-17.08,$12.77
MOXC,4.63,undefined,-0.033,,undefined, -135.41 , 73.39 Mil ,$-1.45,$2.10
MPAA,22.25,32.69965870307168,0.65,25.00,1.4696475821605248, 12.18 , 564.07 Mil ,$80.3,$499.6
MPB,25.63,undefined,3.1,N/A,undefined,Not Found!, 315.56 Mil ,$10.4,"$2,743.3"
MPWR,373.12,176.0750853242321,3.5,25.00,0.47189934960396684, 89.33 , 16.60 Bil ,$212.2,$241.9
MRACU,10.12,undefined,None,,undefined,Not Found!, - ,$,$0.26
MRAM,5.72,-19.387781569965874,-0.453,20.00,-3.3894723024415865, -18.8 , 105.35 Mil ,$-3.24,$15.12
MRBK,25.36,105.80273037542662,4.27,8.00,4.172031954866981,Not Found!, 479.99 Mil ,$-145.3,"$1,626.8"
MRCC,10.44,1.6015699658703073,0.079,5.00,0.15340708485347773,Not Found!, 564.47 Mil ,$74.93,$350.69
MRCY,74.45,39.54548805460751,1.439,9.80,0.5311684090612157, 30.28 , 4.42 Bil ,$58.5,$518.5
MREO,3.99,undefined,-3.317,N/A,undefined, -0.52 , 434.09 Mil ,$-38.11,$104.73
MRIN,1.77,-81.87378839590444,-1.913,20.00,-46.25637762480477, -1.47 , 16.48 Mil ,$-7.56,$21.19
MRKR,2.06,undefined,-0.61,N/A,undefined, -6.03 , 167.73 Mil ,$-29.29,$18.27
MRLN,13.4,0.8927645051194539,0.029,12.00,0.06662421679995925,Not Found!, 59.90 Mil ,$-328.5,$825.6
MRM,11.175,undefined,None,,undefined, -7.64 , 73.81 Mil ,$-0.11,$36.63
MRNA,131.47,-74.42862798634813,-1.959,16.80,-0.5661263252935889, -73.99 , 52.04 Bil ,"$1,959.5","$4,775.4"
MRNS,15.2,-119.83617747440273,-2.8,20.00,-7.883959044368601, -6.4 , 432.77 Mil ,$-60.91,$13.26
MRSN,16.28,undefined,-1.432,N/A,undefined, -9.85 , 853.05 Mil ,$-75.17,$45.31
MRTN,17.14,23.336518771331058,0.84,10.00,1.36152384896914, 7.5 , 1.39 Bil ,$16.5,$211.3
MRTX,169,2383.54156996587,-7.956,-208.00,14.103796271987397, -19.7 , 7.27 Bil ,$-275.90,$115.34
MRUS,22.28,undefined,-2.923,N/A,undefined, -9.07 , 675.41 Mil ,$-81.19,$128.95
MRVI,32.46,undefined,None,-6.80,undefined, 67.62 , 9.35 Bil ,$,"$1,115.9"
MRVL,50.3,-28.355972696245736,-0.415,37.00,-0.5637370317345077, 87.75 , 34.10 Bil ,$698,"$2,329"
MSBI,27.73,22.112627986348123,0.95,7.00,0.7974261805390596,Not Found!, 1.26 Bil ,$496.6,"$6,247.1"
MSEX,78.64,36.716122866894196,2.183,2.70,0.466888642763151, 26.79 , 1.68 Bil ,$-52.3,$628.2
MSFT,249.9,253.813023890785,6.707,16.70,1.0156583589067025, 24.81 , 1.87 Til ,"$50,436","$173,901"
MSGM,24,undefined,None,N/A,undefined, 556.01 , 422.02 Mil ,$,$15.77
MSON,19.04,-69.20539249146759,-1.197,30.00,-3.6347370006022897, -27.91 , 357.53 Mil ,$-18.79,$55.41
MSTR,656.2,-21.66962457337884,-0.78,10.00,-0.033022896332488325, 93.21 , 7.33 Bil ,$50.0,$912.6
MSVB,15.19,undefined,0.375,N/A,undefined,Not Found!, 49.57 Mil ,$1.72,$186.36
MTACU,10.26,undefined,None,,undefined,Not Found!, - ,$,$0.04
MTBC,8.32,undefined,-1.79,N/A,undefined, 35.34 , 116.10 Mil ,$-8.6,$36.8
MTC,2.2,undefined,-0.096,,undefined, -27.48 , 53.57 Mil ,$-2.27,$1.11
MTCH,141.86,11.256311262798635,0.488,6.86,0.07934802807555782, 82.55 , 41.49 Bil ,$760,"$4,154"
MTCR,5.55,undefined,None,N/A,undefined, -1.95 , 50.33 Mil ,$-29.30,$14.96
MTEM,8.015,undefined,-2.204,N/A,undefined, -4 , 396.78 Mil ,$-91.19,$80.54
MTEX,20.57,108.15290102389079,2.77,17.50,5.2577978135095185, 3.57 , 23.08 Mil ,$5.1,$39.4
MTLS,33.6,-17.088864163822524,-0.159,63.07,-0.5085971477328132, 93.18 , 1.88 Bil ,$14.5,$236.7
MTP,2.11,undefined,-6.49,N/A,undefined, -0.91 , 27.92 Mil ,$-8.92,$9.32
MTRX,13.66,-19.863822525597268,-0.715,10.00,-1.4541597749339141, -111.19 , 284.64 Mil ,$4.2,$175.6
MTSI,58.09,-14.045460750853243,-0.398,15.00,-0.24178792822952733, 56.72 , 4.38 Bil ,$152.3,$824.2
MTSL,3.48,undefined,-0.113,N/A,undefined, -85.11 , 12.68 Mil ,$0.00,$3.29
MU,93.96,195.21998088737197,2.812,37.73,2.0776924317515113, 11.04 , 106.83 Bil ,$-662,"$13,472"
MUDS,10.87,undefined,None,,undefined,Not Found!, 131.39 Mil ,$-2.76,$10.58
MUDSU,11.98,undefined,None,,undefined,Not Found!, - ,$-2.76,$10.58
MVBF,33.42,undefined,3.06,N/A,undefined,Not Found!, 183.36 Mil ,$105.6,"$2,092.0"
MVIS,14.6,-2.7225938566552905,-0.098,10.00,-0.18647903127775964, -170.38 , 2.23 Bil ,$-16.48,$12.00
MWK,28.85,undefined,-3.677,N/A,undefined, -16.8 , 966.19 Mil ,$6.0,$134.1
MXIM,95.34,108.50291877133107,2.682,18.44,1.138062919774817, 27 , 24.86 Bil ,$733,"$1,957"
MYFW,25.53,undefined,3.08,N/A,undefined,Not Found!, 223.82 Mil ,$-94.54,"$1,818.69"
MYGN,28.21,-76.77924914675769,-3.08,8.10,-2.7217032664572027, -10.18 , 2.29 Bil ,$-40.2,$538.9
MYRG,73.58,86.22798634812287,3.48,8.00,1.1718943510209685, 9.82 , 1.30 Bil ,$131,$567
MYSZ,1.11,-55.89126279863481,-1.111,25.00,-50.352489007779106, -1.86 , 10.16 Mil ,$-5.45,$1.51
MYT,3.85,undefined,-0.634,,undefined, -14.57 , 31.22 Mil ,$-2.39,$2.04
NAACU,9.97,undefined,None,,undefined,Not Found!, - ,$,$0.05
NAII,16.02,undefined,0.562,N/A,undefined, 12.43 , 102.77 Mil ,$-2.4,$53.0
NAKD,0.6095,undefined,-4.013,,undefined, -25.96 , 438.55 Mil ,$-13.99,$60.33
NAOV,1.11,undefined,-0.614,N/A,undefined, -4.76 , 20.97 Mil ,$-3.11,$0.84
NARI,111.01,undefined,None,39.40,undefined, 334.86 , 5.46 Bil ,$-3.5,$13.8
NATH,65,undefined,2.949,N/A,undefined, 12.21 , 347.04 Mil ,$10.49,$167.69
NATI,43.52,23.39073037542662,1.09,5.79,0.5374708266412367, 44.11 , 5.67 Bil ,$126,$660
NATR,19.66,undefined,1.07,N/A,undefined, 9.61 , 323.11 Mil ,$32.8,$92.3
NAVI,14.51,50.68319453924915,2.12,7.42,3.492983772518894,Not Found!, 84.91 Bil ,$987,"$84,965"
NBEV,2.67,undefined,-0.408,N/A,undefined, -14.63 , 382.88 Mil ,$-36.7,$298.9
NBIX,94.84,260.5040273037543,4.16,33.20,2.7467738011783456, 56.59 , 8.38 Bil ,$218,$609
NBLX,14.48,8.26223890784983,1.487,-4.80,0.5705966096581375, 14.23 , 3.24 Bil ,$263.2,"$1,856.5"
NBN,26.57,undefined,3.4,N/A,undefined,Not Found!, 155.96 Mil ,$0.80,"$1,052.13"
NBRV,1.68,-858.5726006825939,-5.409,97.20,-511.055119453925, -0.36 , 24.10 Mil ,$-71.44,$25.30
NBSE,6.7,-61.17576791808874,-3.259,4.00,-9.130711629565482, -7.33 , 122.69 Mil ,$-12.89,$2.24
NBTB,39.22,48.04709897610922,2.37,5.00,1.225066266601459,Not Found!, 1.45 Bil ,$134.3,"$9,745.3"
NBTX,15.95,undefined,None,N/A,undefined, -12.16 , 587.79 Mil ,$-47.35,$75.41
NCBS,83.27,132.67576791808875,5.7,7.00,1.59332013832219,Not Found!, 64.60 Mil ,$68.1,"$4,012.6"
NCMI,4.52,-2.737310580204778,-0.84,-6.33,-0.6055996858860129, 11.07 , 1.43 Bil ,$47.30,"$1,154.80"
NCNA,4.61,undefined,-1.116,N/A,undefined, -2.53 , 104.51 Mil ,$-30.10,$11.51
NCNO,70.61,undefined,None,51.30,undefined, -190.41 , 6.31 Bil ,$4.9,$138.2
NCSM,24.98,-3970.7296928327646,-24.37,100.00,-158.95635279554702, -2.1 , 82.55 Mil ,$33.0,$25.2
NCTY,24.81,1564.057337883959,11.08,85.50,63.041408217813746, 6.04 , 353.18 Mil ,$-16.30,$109.47
NDAQ,150.78,125.58230716723551,5.59,6.46,0.8328843823268041, 19.03 , 28.72 Bil ,"$1,064","$11,543"
NDLS,10.47,-19.181296928327647,-0.53,15.60,-1.83202453947733, 448.44 , 753.38 Mil ,$-2.7,$323.9
NDRA,2.51,undefined,-0.632,N/A,undefined, -8.76 , 99.12 Mil ,$-10.82,$1.60
NDSN,201.67,151.77972696245732,4.701,13.00,0.7526143053625097, 26.76 , 12.74 Bil ,$485,"$1,826"
NEBCU,10.27,undefined,None,,undefined,Not Found!, - ,$,$9.80
NEO,46.96,1.6263481228668941,0.038,20.00,0.03463262612578565, 194.87 , 5.59 Bil ,$-27.6,$294.0
NEOG,88.47,32.19883959044369,1.159,10.00,0.363952069520105, 48.72 , 4.57 Bil ,$57.6,$72.5
NEON,9.15,-24.13843003412969,-0.564,20.00,-2.6380797851507856, -19.52 , 98.03 Mil ,$-5.81,$4.68
NEPH,7.93,undefined,-0.525,N/A,undefined, -18.37 , 77.29 Mil ,$-6.90,$2.94
NEPT,1.31,undefined,-1.072,N/A,undefined, -2.24 , 214.23 Mil ,$-58.64,$21.84
NERV,2.64,undefined,0.048,N/A,undefined, 43.9 , 88.82 Mil ,$-33.82,$4.96
NESR,12.95,48.4390443686007,0.56,49.10,3.7404667466100925, 7.42 , 1.47 Bil ,$43.1,$742.6
NETE,11.85,undefined,-1.344,N/A,undefined, -43.97 , 65.68 Mil ,$1.04,$24.35
NEWA,3.41,undefined,0.55,,undefined, 4 , 43.16 Mil ,$10.98,$59.31
NEWT,27.58,27.458703071672357,1.59,3.00,0.9956019967974025,Not Found!, 1.01 Bil ,$33.00,$427.58
NEXI,18,undefined,None,N/A,undefined, -17.2 , 473.93 Mil ,$,$27.06
NEXT,2.68,-3.348054607508532,-0.245,0.60,-1.2492741072793028, -13.33 , 387.08 Mil ,$-61.95,$30.27
NFBK,16,18.80662116040956,0.759,8.00,1.1754138225255975,Not Found!, 1.31 Bil ,$52.2,"$4,760.6"
NFE,50.61,undefined,-1.708,N/A,undefined, -56.84 , 9.97 Bil ,$-282.6,"$1,533.0"
NFLX,546.99,483.270771331058,6.08,44.43,0.8835093353279913, 16.35 , 254.05 Bil ,"$1,929","$28,215"
NFTY,42.0156,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
NGAC,9.95,undefined,None,,undefined,Not Found!, 468.28 Mil ,$,$0.20
NGACU,10.52,undefined,None,,undefined,Not Found!, - ,$,$0.20
NGM,26.41,undefined,-1.497,N/A,undefined, -17.03 , 1.66 Bil ,$-85.38,$49.00
NGMS,35.98,undefined,None,N/A,undefined, 39.63 , 923.60 Mil ,$,$38.78
NH,3.35,undefined,-0.512,N/A,undefined, -10.6 , 551.25 Mil ,$-22.53,$311.69
NHIC,10.07,undefined,None,,undefined,Not Found!, 215.82 Mil ,$,$0.00
NHICU,11.1499,undefined,None,,undefined,Not Found!, - ,$,$0.00
NHTC,7.18,undefined,0.07,N/A,undefined, -7.44 ," -8,013,999.98 ",$1.67,$38.25
NICE,228.85,85.92163822525598,2.98,10.70,0.3754495880500589, 31.06 , 13.88 Bil ,$417,"$1,644"
NICK,10.51,23.39508532423208,1.154,5.00,2.2259833800411113,Not Found!, 158.04 Mil ,$13.23,$101.23
NISN,15.89,undefined,None,,undefined, 39.93 , 391.94 Mil ,$-0.06,$64.96
NIU,36.53,7.030028668941979,0.326,5.86,0.19244535091546616, 87.67 , 2.56 Bil ,$0.0,$151.9
NKLA,12.29,undefined,None,20.59,undefined, -11.66 , 4.20 Bil ,$0.00,$66.24
NKSH,34.5,undefined,2.48,N/A,undefined,Not Found!, 91.36 Mil ,$11.97,"$1,319.07"
NKTR,19.62,-4.487098976109216,-2.49,-7.30,-0.22870025362432292, -6.32 , 2.48 Bil ,$-320.5,$461.5
NKTX,31.97,undefined,None,N/A,undefined, -8.26 , 752.53 Mil ,$-51.02,$16.43
NLOK,21.75,undefined,None,21.90,undefined, 13.2 , 15.39 Bil ,"$-1,424","$6,849"
NLSP,3.89,undefined,None,N/A,undefined, -10.13 , 46.85 Mil ,$-0.19,$7.97
NLTX,12.02,-162.7032901023891,-2.736,31.10,-13.536047429483286, -8.2 , 326.21 Mil ,$-26.79,$19.30
NMFC,12.86,9.001228668941978,0.6,1.49,0.6999400209130621,Not Found!, 2.98 Bil ,$301.06,"$1,860.63"
NMIH,23.25,80.43404232081913,2.128,16.67,3.4595287019707155, 8.91 , 2.25 Bil ,$240.4,$797.1
NMMC,10.04,undefined,None,,undefined,Not Found!, 165.98 Mil ,$,$0.13
NMMCU,10.22,undefined,None,,undefined,Not Found!, - ,$,$0.13
NMRD,6.67,undefined,-0.252,N/A,undefined, -33.49 , 149.95 Mil ,$-6.09,$7.31
NMRK,10.41,10.83481228668942,0.39,10.00,1.040808096704075, 12.3 , 3.98 Bil ,$-798,"$3,061"
NMTR,1.23,undefined,None,N/A,undefined, -4.37 , 250.54 Mil ,$-19.41,$7.02
NNBR,6.95,-94.50689419795222,-2.678,15.00,-13.59811427308665, -1.96 , 401.15 Mil ,$-8.2,$370.8
NNDM,7.68,undefined,-1.129,N/A,undefined, -26.57 , 1.28 Bil ,$0.00,$22.14
NNOX,41.03,undefined,None,N/A,undefined, -29.66 , 1.65 Bil ,$0.00,$5.40
NOACU,10.72,undefined,None,,undefined,Not Found!, - ,$,$0.20
NODK,17.84,undefined,1.84,,undefined,Not Found!, 302.99 Mil ,$50.5,$268.7
NOTV,21,undefined,None,,undefined, 114.21 , 256.51 Mil ,$-4.02,$55.34
NOVN,1.46,undefined,-0.296,N/A,undefined, -6.72 , 189.53 Mil ,$-31.71,$43.85
NOVT,134.18,6.569965870307167,1.25,-5.00,0.04896382374651339, 50.39 , 4.94 Bil ,$127.1,$388.4
NRACU,10.05,undefined,None,,undefined,Not Found!, - ,$,$0.09
NRBO,4.08,undefined,None,N/A,undefined, -3.35 , 74.66 Mil ,$-9.70,$3.69
NRC,46.94,46.815699658703075,1.45,13.00,0.9973519313741601, 23.47 , 1.19 Bil ,$36.7,$69.1
NRIM,43.01,undefined,5.11,N/A,undefined,Not Found!, 188.61 Mil ,$-39.7,"$1,900.2"
NRIX,33.62,undefined,None,N/A,undefined, -19.79 , 1.01 Bil ,$-42.90,$106.07
NSEC,11.03,undefined,-3.406,N/A,undefined, -2.07 , 20.49 Mil ,$-13.94,$105.17
NSIT,94.26,116.57417064846418,4.87,7.44,1.2367300090013174, 11.18 , 3.75 Bil ,$331,"$2,968"
NSSC,34.9,5.8416382252559735,0.389,1.50,0.1673821841047557, 56.52 , 629.49 Mil ,$13.49,$24.69
NSTG,68.63,undefined,-2.817,N/A,undefined, -32.65 , 2.90 Bil ,$-89.1,$237.2
NSYS,7.04,undefined,-0.582,N/A,undefined, 25.41 , 40.04 Mil ,$0.8,$38.9
NTAP,73.19,64.04213515358362,2.639,7.66,0.8750120939142454, 14.56 , 15.31 Bil ,"$1,009","$8,208"
NTCT,27.98,3.1338211604095565,0.203,1.78,0.11200218586167107, 14.91 , 2.08 Bil ,$210.8,"$1,168.1"
NTEC,4.23,undefined,-4.082,N/A,undefined, -0.45 , 5.45 Mil ,$-11.53,$6.36
NTES,103.39,42.5511385665529,2.743,1.83,0.4115595180051543, 22.98 , 60.07 Bil ,"$3,170","$9,004"
NTGR,40.43,180.58170648464164,1.9,54.79,4.466527491581539, 9.83 , 927.71 Mil ,$171,$417
NTIC,15.29,-6.291399317406143,-0.147,20.00,-0.411471505389545, 22.16 , 127.04 Mil ,$7.16,$7.58
NTLA,71.09,-138.64204778156997,-2.398,30.00,-1.950232772282599, -32.46 , 4.23 Bil ,$-53.50,$149.25
NTNX,27.26,219.84982935153585,-4.88,-38.50,8.064924040775342, -6.71 , 5.47 Bil ,$-176,"$3,070"
NTRA,101.42,undefined,-2.84,N/A,undefined, -41.91 , 8.63 Bil ,$-202.1,$445.9
NTRS,106.83,125.69553583617748,5.46,6.83,1.1765939889186323,Not Found!," -32,175,051,000.00 ","$1,336","$158,316"
NTRSO,27.3,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
NTUS,25.21,-19.236860068259382,-0.42,22.00,-0.7630646595898207, 89.75 , 873.38 Mil ,$25.8,$189.3
NTWK,4.41,12.387576791808875,0.226,28.00,2.8089743292083615, 4.32 , 38.32 Mil ,$10.99,$24.24
NUAN,45.25,-0.9052286689419793,-0.044,5.20,-0.020005053457281312, 68.14 , 14.29 Bil ,$198,"$2,495"
