TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ALTMAN Z-SCORE
FFIEW,,,,Key Error,,,,Not Found!,, - ,,$,$0.00,,,,,,
FFIN,"First Financial Bankshares, Inc",47.47,49.41011673151752,1.56,10.00,1.0408703756376136,4.1453066,Not Found!,None, 6.61 Bil ,6301785088,$226.1,"$10,608.7",1.7772369898914264,1.7821040808685886,47.6,26.71,0.0508,
FFIV,"F5 Networks, Inc.",204.33,163.73649805447477,4.49,12.80,0.8013336174544842,6.1483474, 25.88 ,21.742, 12.36 Bil ,11231990784,$588,"$2,593",1.7495504752119189,1.7470673859063275,204.04,116.79,0.0517,4.28 
FFNW,"First Financial Northwest, Inc.",16.31,25.74085603112841,0.97,7.00,1.578225385109038,0.9763685,Not Found!,None, 200.22 Mil ,183165488,$12.01,"$1,269.08",1.8367117117117113,1.8277027027027026,16.23,8.88,0.0075,
FGBI,"First Guaranty Bancshares, Inc.",19.55,undefined,2.209,N/A,undefined,1.0697315,Not Found!,None, 185.50 Mil ,-36127392,$9.1,"$2,530.7",1.6941074523396882,1.6776429809358753,19.36,11.54,0.026300002,
FGF,"FG Financial Group, Inc.",5.3,undefined,None,N/A,undefined,None,Not Found!,None, 38.49 Mil ,51397064,$-14.88,$3.70,1.892857142857143,1.7750000000000001,4.97,2.8,0.0385,
FGM,First Trust Germany AlphaDEX Fu,57.71,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3826066123622425,1.3897939626257785,58.01,41.74,,Not Found!
FFWM,First Foundation Inc.,23.71,55.46225680933852,2.09,7.00,2.3391926111066437,1.540776,,None,,568141888,$76.7,"$7,205.1",1.929210740439382,1.9218877135882835,23.62,12.29,0.0178,
FGFPP,"FG Financial Group, Inc.  - 8.0",25.2,undefined,None,,undefined,None,,None,,133617352,Not Found!,Not Found!,1.1361587015329124,1.1370604147880974,25.22,22.18,None,Not Found!
FHB,"First Hawaiian, Inc.",27.49,24.997821011673157,1.57,0.80,0.9093423430946947,1.3590871,Not Found!,None, 1.94 Bil ,2533796096,$326.7,"$21,515.0",1.9420699399505474,1.9456022606852703,27.54,14.155,0.0452,
FGBIP,"First Guaranty Bancshares, Inc.",26.47,undefined,None,,undefined,None,,None,,36639768,Not Found!,Not Found!,1.057108626198083,1.064297124600639,26.65,25.04,None,Not Found!
FHTX,Foghorn Therapeutics Inc.,11.25,undefined,None,N/A,undefined,None, -4.79 ,-4.126, 356.04 Mil ,277278976,$-65.48,$104.34,1.404494382022472,1.3920099875156056,11.15,8.01,0.0377,0.59 
FICS,First Trust International Devel,35.8936,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1964533333333334,1.1990666666666667,35.972,30,,Not Found!
FGEN,"FibroGen, Inc",11.45,undefined,-2.014,N/A,undefined,2.8667164, -3.2 ,-13.728, 658.25 Mil ,2187044864,$-85.1,$528.8,1.0278276481149011,1.0,11.14,11.14,0.1084,-1.06 
FIBK,"First Interstate BancSystem, In",43.85,82.26116731517511,2.912,8.00,1.8759673275980642,1.4609888,Not Found!,None, 1.08 Bil ,1999661440,$347.2,"$16,969.6",1.4606928714190541,1.463690872751499,43.94,30.02,0.0837,
FICVW,,,,Key Error,,,,Not Found!,, - ,,$,$0.28,,,,,,
FICVU,,,,Key Error,,,,Not Found!,, - ,,$,$0.28,,,,,,
FICV,,,,Key Error,,,,Not Found!,, - ,,$,$0.28,,,,,,
FID,First Trust S&P International D,18.0337,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3077374909354604,1.3067367657722988,18.0199,13.79,,Not Found!
FINM,Marlin Technology Corporation,9.7,undefined,None,,undefined,None,Not Found!,None, 501.55 Mil ,500308928,$,$0.04,1.014644351464435,1.0156903765690377,9.71,9.56,None,N/A 
FINMU,Marlin Technology Corporation,9.92,undefined,None,,undefined,None,Not Found!,None, - ,516868928,$,$0.04,1.0226804123711342,1.0309278350515465,10,9.7,None,N/A 
FINMW,,,,Key Error,,,,Not Found!,, - ,,$,$0.04,,,,,,N/A 
FINX,Global X FinTech ETF,49.64,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3951658234963464,1.3996627318718382,49.8,35.58,,Not Found!
FISI,"Financial Institutions, Inc.",30.95,99.38007782101168,3.518,8.00,3.2109879748307493,1.1189953,Not Found!,None, 394.30 Mil ,257047680,$56.1,"$4,808.0",2.156794425087108,2.170034843205575,31.14,14.35,0.0135,
FISV,"Fiserv, Inc.",117.41,58.874739299610894,1.276,18.45,0.5014456971264023,2.4683454, 18.24 ,18.74, 98.10 Bil ,94038196224,"$3,335","$43,244",1.274118285404232,1.2734671730873575,117.35,92.15,0.018,1.65 
FITB,Fifth Third Bancorp,38.8,25.72448871595331,2.722,-2.98,0.663002286493642,1.3711387,Not Found!,None, 38.45 Bil ,37563060224,"$-1,812","$182,464",2.0082815734989645,2.006728778467909,38.77,19.32,0.0116,
FITBI,Fifth Third Bancorp - Depositar,28.51,undefined,2.722,,undefined,0.9941277,,None,,32254898176,Not Found!,Not Found!,1.0819734345351044,1.078178368121442,28.41,26.35,None,Not Found!
FITBO,Fifth Third Bancorp - Depositar,27.02,undefined,None,,undefined,None,,None,,30840381440,Not Found!,Not Found!,1.0726478761413258,1.0647082175466454,26.82,25.19,None,Not Found!
FITBP,Fifth Third Bancorp - Depositar,26.95,undefined,3.33,,undefined,0.9780388,,None,,30671484928,Not Found!,Not Found!,1.0365384615384614,1.0286538461538461,26.745,26,None,Not Found!
FIXD,First Trust TCW Opportunistic F,53.87,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.023755226149753,1.0233770429494489,53.8501,52.62,,Not Found!
FIVE,"Five Below, Inc.",224.47,339.0989603112841,3.978,41.29,1.5106649454772758,12.915764, 35.26 ,36.86, 13.35 Bil ,13383151616,$261,"$1,513",2.068657266611372,1.9660860750161275,213.34,108.51,0.038,6.62 
FJP,First Trust Japan AlphaDEX Fund,50.5989,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0926128266033255,1.0917728352407687,50.56,46.31,,Not Found!
FKU,First Trust,44.58,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.506081081081081,1.5114864864864865,44.74,29.6,,Not Found!
FLAC,Frazier Lifesciences Acquisitio,9.66,undefined,None,,undefined,None,Not Found!,None, 170.69 Mil ,221910752,$,$0.03,1.010460251046025,1.010460251046025,9.66,9.56,None,N/A 
FLACW,,,,Key Error,,,,Not Found!,, - ,,$,$0.03,,,,,,N/A 
FIXX,"Homology Medicines, Inc.",6.96,4.31901945525292,-2.803,-9.40,0.620548772306454,1.8491921, -2.58 ,-2.138, 198.23 Mil ,174245456,$-97.13,$34.34,1.1717171717171717,1.17003367003367,6.95,5.94,0.0634,5.15 
FLACU,Frazier Lifesciences Acquisitio,9.9,undefined,None,,undefined,None,Not Found!,None, - ,226191968,$,$0.03,1.0421052631578949,1.0421052631578949,9.9,9.5,None,N/A 
FIVN,"Five9, Inc.",182.66,-43.2071439688716,-0.719,26.60,-0.23654409267968685,85.188286, 1135.36 ,822.388, 12.63 Bil ,13888494592,$32.3,$973.0,1.6916095573254306,1.6803111687349508,181.44,107.98,0.0471,8.33 
FIZZ,National Beverage Corp.,44.36,106.71249805447474,1.83,25.56,2.405601849740188,13.119186, 15.67 ,16.145, 3.99 Bil ,3970383360,$168,$201,1.3058581100971445,1.2855460700618193,43.67,33.97,0.2547,17.15 
FKWL,Franklin Wireless Corp.,8.14,undefined,1.896,N/A,undefined,2.110996, 1.21 ,1.625, 35.49 Mil ,46296204,$39.9,$31.9,1.0767195767195767,1.062830687830688,8.035,7.56,0.0114,6.99 
FLEX,Flex Ltd.,18.19,34.785595330739305,0.831,15.95,1.9123471869565312,2.7626917, 6.73 ,8.373, 10.78 Bil ,10346146816,$748,"$12,684",1.8171828171828173,1.822177822177822,18.24,10.01,0.025899999,2.29 
FLGC,Flora Growth Corp.,10.22,undefined,None,N/A,undefined,None, -246.58 ,-9.866, 414.61 Mil ,121590184,$,$1.53,3.585964912280702,3.180877192982456,9.0655,2.85,0.0047,
FLDM,Fluidigm Corporation,7.03,-0.5755268482490267,-0.764,-8.06,-0.08186726148634803,4.3292685, -14.39 ,-9.544, 600.57 Mil ,492065184,$-58.0,$179.9,1.894878706199461,1.876010781671159,6.96,3.71,0.1022,-1.69 
FLGT,"Fulgent Genetics, Inc.",95.7,-1184.7363813229572,15.817,-52.25,-12.379690504942081,3.3655202, 3.64 ,3.373, 2.46 Bil ,1926912512,$403.2,$129.1,3.6765270841336917,3.538033038801383,92.095,26.03,0.2816,16.78 
FLMNW,,,,Key Error,,,,Not Found!,, - ,,$29.78,$50.57,,,,,,N/A 
FLMN,Falcon Minerals Corporation,4.28,-0.7143408560311284,-0.036,3.09,-0.1669020691661515,1.516491, 6.95 ,17.405, 231.64 Mil ,361665120,$30.09,$50.57,2.3516483516483517,2.3626373626373622,4.3,1.82,0.0197,2.95 
FLIC,The First of Long Island Corpor,21.09,48.031906614785996,1.81,7.00,2.2774730495394024,1.254662,Not Found!,None, 612.38 Mil ,551530048,$52.0,"$3,694.1",1.4936260623229463,1.4943342776203967,21.1,14.12,0.0095999995,
FLL,"Full House Resorts, Inc.",8.29,1.569105058365759,0.039,15.00,0.18927684660624358,3.0505478, 14.16 ,18.705, 518.67 Mil ,576351232,$22.3,$365.8,4.7102272727272725,4.693181818181818,8.26,1.76,0.0168,1.70 
FLN,First Trust Latin America Alpha,19.435,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.329343365253078,1.3307113543091655,19.455,14.62,,Not Found!
FLNT,"Fluent, Inc.",2.44,-5.148171206225682,-0.062,40.00,-2.1099062320597057,0.9392265, 25.52 ,8.766, 223.72 Mil ,255727344,$6.6,$102.5,1.1348837209302325,1.1348837209302325,2.44,2.15,0.0493,1.38 
FLUX,"Flux Power Holdings, Inc.",8.16,undefined,-1.262,N/A,undefined,11.350614, -10.26 ,-11.71, 109.82 Mil ,143033472,$-17.47,$11.47,1.7435897435897438,1.7341025641025642,8.1156,4.68,0.0838,1.51 
FLWS,"1-800-FLOWERS.COM, Inc.",32.1,84.41322957198444,1.73,20.00,2.6296956252954655,3.9599583, 10.37 ,11.848, 2.11 Bil ,2221524480,$201,$607,1.7332613390928726,1.6209503239740821,30.02,18.52,0.2693,4.77 
FLXS,"Flexsteel Industries, Inc.",35.74,undefined,-1.141,N/A,undefined,1.5273691, 8.04 ,16.432, 263.96 Mil ,308305792,$-35.3,$128.8,2.2720915448188177,2.2263191354100447,35.02,15.73,0.0238,3.64 
FLYW,Flywire Corporation - Voting,38.56,undefined,None,N/A,undefined,None, -187.59 ,-428.356, 3.65 Bil ,1030624000,$0.00,$105.11,1.3955845095910244,1.3934129569308722,38.5,27.63,0.0016,24.81 
FMB,First Trust Managed Municipal E,57.31,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0367221418234442,1.0363603473227208,57.29,55.28,,Not Found!
FMAO,"Farmers & Merchants Bancorp, In",22.67,undefined,1.872,N/A,undefined,1.0103511,Not Found!,None, 156.83 Mil ,121808136,$29.23,"$1,916.28",1.1625641025641027,1.1512820512820512,22.45,19.5,0.0121,
FMBH,"First Mid Bancshares, Inc.",39.77,69.74941634241246,2.328,9.00,1.7538198728290786,1.2440047,Not Found!,None, 651.70 Mil ,737225664,$36.9,"$5,174.5",1.788219424460432,1.7715827338129497,39.4,22.24,0.014199999,
FLXN,"Flexion Therapeutics, Inc.",5.55,-107.59027237354087,-2.205,20.00,-19.385634661899257,None, -5.68 ,-6.581, 376.78 Mil ,536726880,$-65.0,$266.2,1.2906976744186047,1.2465116279069768,5.36,4.3,0.1365,-4.72 
FMHI,First Trust Municipal High Inco,56.49,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0998831775700935,1.0986331775700935,56.4258,51.36,,Not Found!
FMBIO,"First Midwest Bancorp, Inc. - D",27.98,undefined,None,,undefined,None,,None,,3581232640,Not Found!,Not Found!,2.0057347670250896,1.9928315412186381,27.8,13.95,None,Not Found!
FMBIP,"First Midwest Bancorp, Inc. - D",27.94,undefined,None,,undefined,None,,None,,3557229824,Not Found!,Not Found!,1.0850485436893205,1.0897087378640775,28.06,25.75,None,Not Found!
FMIV,Forum Merger IV Corporation,9.69,undefined,None,,undefined,None, -658.99 ,None, 414.78 Mil ,416381152,$,$23.30,1.0062305295950154,1.0,9.63,9.63,None,
FMBI,"First Midwest Bancorp, Inc.",18.46,27.837276264591445,1.049,7.00,1.5079781291761345,0.8898944,Not Found!,None, 2.23 Bil ,2453102336,$226.7,"$18,921.3",1.7784200385356455,1.7813102119460498,18.49,10.38,0.0313,
FMIVU,Forum Merger IV Corporation,9.98,undefined,None,,undefined,None,Not Found!,None, - ,427992192,$,$23.30,1.0183673469387755,1.0153061224489794,9.95,9.8,None,
FMIVW,,,,Key Error,,,,Not Found!,, - ,,$,$23.30,,,,,,
FMNB,Farmers National Banc Corp.,15.56,76.31175097276265,1.682,18.00,4.90435417562742,1.2958297,Not Found!,None, 505.69 Mil ,224573536,$53.5,"$2,893.2",1.5482587064676616,1.552238805970149,15.6,10.05,0.0095999995,
FMTX,"Forma Therapeutics Holdings, In",23.56,undefined,None,N/A,undefined,None, -4.76 ,-5.391, 644.72 Mil ,686335616,$-112.70,$33.97,1.1197718631178708,1.102661596958175,23.2,21.04,0.0871,N/A 
FNCB,FNCB Bancorp Inc. Common Stock,7.94,undefined,0.945,N/A,undefined,1.0412856,Not Found!,None, 113.64 Mil ,61115840,$17.15,"$1,364.15",1.5568627450980395,1.5568627450980395,7.94,5.1,0.026700001,
FNCH,"Finch Therapeutics Group, Inc.",14.33,undefined,None,N/A,undefined,None, -16.27 ,-13.079, 488.73 Mil ,582682368,$0.00,$22.14,1.2396193771626298,1.1631055363321798,13.4455,11.56,0.0066000004,17.70 
FNK,First Trust Mid Cap Value Alpha,45.33,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.7170454545454545,1.722348484848485,45.47,26.4,,Not Found!
FNLC,"First Bancorp, Inc (ME)",29.53,undefined,2.69,N/A,undefined,1.4665961,Not Found!,None, 494.23 Mil ,437957440,$44.45,"$2,216.29",1.5460732984293193,1.5544502617801046,29.69,19.1,0.010199999,
FNHC,FedNat Holding Company,2.71,-275.4408560311284,-5.645,20.00,-101.63869226240901,0.23766154, -0.4 ,-0.93, 55.35 Mil ,108722704,$-233.3,"$1,257.6",1.2966507177033493,1.2583732057416268,2.63,2.09,0.0253,
FNKO,"Funko, Inc.",19.71,2.1092607003891053,0.11,2.70,0.107014748878189,2.8054163, 8.75 ,12.118, 1.14 Bil ,1054253824,$129.5,$491.3,3.6910112359550564,3.5205992509363297,18.8,5.34,0.2718,2.77 
FNWB,First Northwest Bancorp,18.72,undefined,1.358,N/A,undefined,0.94210505,Not Found!,None, 239.75 Mil ,157812832,$11.42,"$1,598.80",1.980952380952381,1.9740740740740743,18.655,9.45,0.0299,
FNX,First Trust Mid Cap Core AlphaD,100.4,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.6038338658146964,1.6103833865814696,100.81,62.6,,Not Found!
FNY,First Trust Mid Cap Growth Alph,73.65,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4759519038076154,1.4797595190380763,73.84,49.9,,Not Found!
FOCS,Focus Financial Partners Inc.,51.05,7.041095719844359,0.153,18.38,0.1379254793309375,4.733733, 22.32 ,15.313, 5.43 Bil ,4801853952,$281,"$2,487",1.7340353260869563,1.7180706521739129,50.58,29.44,0.0461,1.55 
FONR,Fonar Corporation,16.58,undefined,1.423,N/A,undefined,0.8055124, 5.53 ,6.001, 104.11 Mil ,106762936,$14.48,$50.46,1.0042398546335551,1.0,16.51,16.51,0.0322,2.24 
FORE,Foresight Acquisition Corp.,9.8,undefined,None,,undefined,None,Not Found!,None, 395.66 Mil ,375740000,$,$0.30,1.0176531671858775,1.016614745586708,9.79,9.63,None,
FORD,"Forward Industries, Inc.",2.54,undefined,0.002,N/A,undefined,3.6856747, 30.18 ,-48.581, 30.61 Mil ,32312620,$0.09,$11.44,1.924242424242424,1.924242424242424,2.54,1.32,0.0306,2.88 
FOREU,Foresight Acquisition Corp.,10.26,undefined,None,,undefined,None,Not Found!,None, - ,407863072,$,$0.30,1.0523076923076924,1.0307692307692309,10.05,9.75,None,N/A 
FOREW,,,,Key Error,,,,Not Found!,, - ,,$,$0.30,,,,,,N/A 
FOLD,"Amicus Therapeutics, Inc.",10.86,-12.49377431906615,-0.973,-1.00,-1.1504396242234025,11.940615, -14.68 ,-11.847, 2.95 Bil ,2495256576,$-202.7,$573.0,1.2627906976744185,1.258139534883721,10.82,8.6,0.111999996,-0.69 
FORM,"FormFactor, Inc.",37.29,50.745525291828805,1.04,20.00,1.3608346820013089,3.9746835, 20.48 ,19.41, 2.86 Bil ,2635107328,$102.5,$219.0,1.6669646848457755,1.679034421099687,37.56,22.37,0.023699999,9.64 
FORA,Forian Inc.,10,undefined,None,,undefined,None, -32.33 ,-51.319, 309.34 Mil ,371657120,$0.00,$6.76,1.0775862068965518,1.0818426724137933,10.0395,9.28,0.0075,29.40 
FORR,"Forrester Research, Inc.",46,24.198287937743196,0.764,10.00,0.526049737777026,4.749304, 14.91 ,18.808, 942.11 Mil ,935679168,$83.8,$466.9,1.4896373056994818,1.496113989637306,46.2,30.88,0.0469,2.22 
FORTY,Formula Systems (1985) Ltd.,92.91,undefined,3.096,N/A,undefined,2.9436953, 9.37 ,8.588, 1.69 Bil ,2080924672,$0,"$1,459",1.2338645418326692,1.2644090305444886,95.21,75.3,None,1.84 
FOSL,"Fossil Group, Inc.",13.79,-27.28239688715954,-0.681,14.90,-1.9784189185757461,1.7652262, 12.56 ,12.3, 917.89 Mil ,928120640,$73,$928,2.5164233576642334,2.4999999999999996,13.7,5.48,0.14109999,2.43 
FOX,Fox Corporation,34,101.69855252918288,3.356,9.20,2.9911338979171433,1.8164123, 6.42 ,7.593, 22.98 Bil ,23629412352,"$2,155","$11,801",1.3704151551793633,1.3631600161225312,33.82,24.81,0.0098,2.51 
FOXW,FoxWayne Enterprises Acquisitio,9.79,undefined,None,,undefined,None,Not Found!,None, 70.97 Mil ,71201312,$,$0.02,1.025130890052356,1.0261780104712042,9.8,9.55,None,N/A 
FOXF,Fox Factory Holding Corp.,149.88,116.51610894941636,2.896,15.00,0.7773959764439309,8.532892, 30.09 ,33.824, 6.43 Bil ,6653264384,$107,$650,2.142673338098642,2.1409578270192995,149.76,69.95,0.050300002,8.07 
FOXA,Fox Corporation,36.68,92.3330926070039,3.356,7.57,2.5172598856871296,1.9568648, 6.41 ,7.947, 22.98 Bil ,24731805696,"$2,155","$11,801",1.4710246641267295,1.4678163224383398,36.6,24.935,0.030299999,2.51 
FOXWU,FoxWayne Enterprises Acquisitio,10.21,undefined,None,,undefined,None,Not Found!,None, - ,72030000,$,$0.02,1.0159203980099503,1.0159203980099503,10.21,10.05,None,N/A 
FOXWW,,,,Key Error,,,,Not Found!,, - ,,$,$0.02,,,,,,N/A 
FPA,First Trust Asia Pacific Ex-Jap,34.1074,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3276527831841183,1.3378746594005448,34.37,25.69,,Not Found!
FPAY,"FlexShopper, Inc.",2.54,undefined,-0.141,N/A,undefined,None, 1.45 ,16.973, 114.06 Mil ,120365648,$-14.1,$49.8,1.7278911564625852,1.7210884353741496,2.53,1.47,0.0022,2.67 
FPXE,First Trust IPOX Europe Equity ,32.9684,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3685512660855128,1.3781652137816522,33.2,24.09,,Not Found!
FPXI,First Trust International Equit,67.83,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.232376453488372,1.2343731831395348,67.9399,55.04,,Not Found!
FRAF,Franklin Financial Services Cor,32.2,undefined,3.628,N/A,undefined,0.97656834,Not Found!,None, 58.81 Mil ,145776992,$15.62,"$1,527.15",1.6428571428571428,1.6428571428571428,32.2,19.6,0.0029,
FRBK,"Republic First Bancorp, Inc.",3.36,undefined,0.183,N/A,undefined,0.65673923,Not Found!,None, 306.92 Mil ,129742896,$42.2,"$5,057.0",1.723076923076923,1.7333333333333334,3.38,1.95,0.12529999,
FREE,"Whole Earth Brands, Inc.",11.93,undefined,None,N/A,undefined,None, 116.64 ,34.41, 847.26 Mil ,902084544,$-28.0,$612.2,1.5970548862115128,1.5917001338688086,11.89,7.47,0.0626,1.01 
FRBA,First Bank,13.13,undefined,1.303,N/A,undefined,1.0790504,Not Found!,None, 231.31 Mil ,281127456,$32.98,"$2,188.48",2.1702479338842977,2.193388429752066,13.27,6.05,0.020299999,
FREEW,,,,Key Error,,,,Not Found!,, - ,,$-28.01,$612.22,,,,,,N/A 
FRGAP,"Franchise Group, Inc. - 7.50% S",26.69,undefined,None,,undefined,None,,12.365,,2794141184,Not Found!,Not Found!,1.0916155419222904,1.0838445807770962,26.5,24.45,None,Not Found!
FRON,Frontier Acquisition Corp.,9.71,undefined,None,,undefined,None, -229.54 ,None, 285.12 Mil ,None,$,$16.61,1.0104058272632677,1.0083246618106139,9.69,9.61,None,
FREQ,"Frequency Therapeutics, Inc.",7.74,undefined,-10.293,N/A,undefined,None, -2.91 ,-4.718, 143.87 Mil ,192395776,$-76.67,$54.17,1.1291028446389497,1.1314806710430343,7.7563,6.855,0.24370001,2.43 
FRHC,Freedom Holding Corp.,63.35,undefined,2.435,N/A,undefined,13.502635, 11.62 ,None, 2.79 Bil ,2723896576,$-201.8,"$1,794.5",2.79567519858782,2.79126213592233,63.25,22.66,0.073699996,2.22 
FRG,"Franchise Group, Inc.",33.89,undefined,None,15.00,undefined,None, 20.95 ,14.075, 3.14 Bil ,3180548608,$150,"$2,399",1.5762790697674418,1.5702325581395349,33.76,21.5,0.0461,1.47 
FRONU,Frontier Acquisition Corp.,9.97,undefined,None,,undefined,None,Not Found!,None, - ,292771744,$,$16.61,1.0080889787664307,1.0070778564206269,9.96,9.89,None,
FROG,JFrog Ltd.,38.19,undefined,None,-14.80,undefined,None, -91.05 ,-205.801, 3.07 Bil ,3714098944,$46.7,$166.9,1.1442010965635017,1.1448003115918146,38.21,33.377,0.083500005,14.21 
FRME,First Merchants Corporation,40.59,80.4600778210117,3.032,7.00,1.982263558044141,1.2570217,Not Found!,None, 2.13 Bil ,2438602240,$185.2,"$13,051.3",1.887029288702929,1.8902835890283587,40.66,21.51,0.012200001,
FRONW,,,,Key Error,,,,Not Found!,, - ,,$,$16.61,,,,,,
FRLN,Freeline Therapeutics Holdings ,3.42,undefined,None,N/A,undefined,None, 0.32 ,-1.482," -42,099,000.00 ",149770208,$-136.43,$15.42,1.1712328767123288,1.1678082191780823,3.41,2.92,None,N/A 
FRSG,First Reserve Sustainable Growt,9.84,undefined,None,,undefined,None, -397.6 ,None, 271.08 Mil ,None,$,$21.55,1.0357894736842106,1.0315789473684212,9.8,9.5,None,
FRGI,"Fiesta Restaurant Group, Inc.",11.82,-7.251439688715955,-0.197,13.00,-0.6134889753566798,2.037836, 11.41 ,15.125, 496.03 Mil ,643793088,$14.1,$412.4,1.3856975381008207,1.3880422039859321,11.84,8.53,0.1189,1.45 
FRPH,"FRP Holdings, Inc.",57.57,10.688404669260702,4.162,-7.00,0.1856592786044937,1.3758422, 7.91 ,120.308, 549.84 Mil ,616577920,$20.47,$252.97,1.4914507772020724,1.4955958549222796,57.73,38.6,0.0064,2.63 
FRSGW,,,,Key Error,,,,Not Found!,, - ,,$,$21.55,,,,,,
FRSGU,First Reserve Sustainable Growt,9.95,undefined,None,,undefined,None,Not Found!,None, - ,275330464,$,$21.55,1.0173824130879345,1.0194274028629857,9.97,9.78,None,
FRSX,Foresight Autonomous Holdings L,3.17,undefined,-0.35,N/A,undefined,4.32, -11.63 ,-9.889, 163.89 Mil ,133802144,$-11.58,$3.87,3.91358024691358,3.91358024691358,3.17,0.81,None,N/A 
FRST,Primis Financial Corp.,14.81,undefined,None,N/A,undefined,None,Not Found!,None," -41,006,000.00 ",121099592,$29.5,"$2,988.2",1.8017031630170315,1.813868613138686,14.91,8.22,0.008,
FRPT,"Freshpet, Inc.",125.7,-55.04400000000001,-0.257,116.60,-0.4378997613365156,7.779842, 511.28 ,313.821, 5.18 Bil ,6712005632,$-149.7,$63.6,1.2402565367538234,1.2428219042920572,125.96,101.35,0.0417,53.54 
FRTA,"Forterra, Inc.",23.54,437.1922178988327,1.4,173.90,18.5723117204262,7.3124614, 9.35 ,9.927, 2.67 Bil ,2688083968,$152,"$1,511",2.248328557784145,2.2378223495702003,23.43,10.47,0.081099994,2.17 
FRW,PWP Forward Acquisition Corp. I,9.75,undefined,None,,undefined,None, -225.16 ,None, 256.61 Mil ,263950336,$,$17.64,1.0295670538542765,1.02428722280887,9.7,9.47,None,
FRWAW,,,,Key Error,,,,Not Found!,, - ,,$0.00,$17.64,,,,,,N/A 
FRWAU,PWP Forward Acquisition Corp. I,9.83,undefined,None,,undefined,None,Not Found!,None, - ,262008592,$0.00,$17.64,1.0082051282051283,1.0082051282051283,9.83,9.75,None,N/A 
FSBC,Five Star Bancorp,23.85,undefined,3.771,N/A,undefined,2.0040214,Not Found!,None," -115,668,000.00 ",-24224226,$0.00,"$2,109.55",1.1925000000000001,1.1804999999999999,23.61,20,0.0128999995,
FSEA,First Seacoast Bancorp,9.99,undefined,0.017,,undefined,1.0461144,Not Found!,None, 74.34 Mil ,99764520,$1.09,$418.28,1.608695652173913,1.5780998389694043,9.8,6.21,0.0011999999,
FSBW,"FS Bancorp, Inc.",32.61,280.5753307392997,10.573,7.00,8.603965984032497,0.5925106,Not Found!,None, 280.76 Mil ,292996928,$75.6,"$1,980.9",1.7163157894736842,1.7310526315789474,32.89,19,0.0068,
FSFG,"First Savings Financial Group, ",86.9,undefined,21.422,N/A,undefined,1.1868582,Not Found!,None, 483.94 Mil ,577831616,$1.6,"$1,580.9",2.061684460260973,2.0510083036773428,86.45,42.15,0.026400002,
FSRX,FinServ Acquisition Corp. II,9.61,undefined,None,,undefined,None,Not Found!,None, 369.60 Mil ,362356000,$,$0.01,1.0180084745762712,1.0180084745762712,9.61,9.44,None,
FSII,FS Development Corp. II,9.92,undefined,None,,undefined,None,Not Found!,None, 255.31 Mil ,253538080,$,$0.00,1.0071065989847716,1.005248730964467,9.9017,9.85,0.0002,N/A 
FSRXU,FinServ Acquisition Corp. II,9.9,undefined,None,,undefined,None,Not Found!,None, - ,371682560,$,$0.01,1.005586592178771,1.0,9.845,9.845,None,N/A 
FSLR,"First Solar, Inc.",93.68,-11.600933852140082,4.84,-9.90,-0.12383575845580787,1.7630258, 10.01 ,12.113, 8.66 Bil ,8490281984,$-84,"$1,465",1.5739247311827957,1.5677083333333333,93.31,59.52,0.0797,5.80 
FSRXW,,,,Key Error,,,,Not Found!,, - ,,$,$0.01,,,,,,N/A 
FSSI,Fortistar Sustainable Solutions,9.66,undefined,None,,undefined,None,Not Found!,None, 312.48 Mil ,48500000,$,$0.38,1.074527252502781,1.0723025583982202,9.64,8.99,None,
