TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
AYTU,"Aytu BioPharma, Inc.",3.83,undefined,-3.1,N/A,undefined,0.6063585,-0.58 , 82.24 Mil ,77553256,$-27.44,-2237873,46537960,-46593264,$128.41,26177594,1.1748466257668713,1.1134969325153374,3.63,3.26,0.0784, -3.46 ,-4.449
AZN,Astrazeneca PLC,59.59,76.24595219123506,1.5155,20.20,1.279509182601696,10.698309,2.73 , 194.24 Bil ,167834484736,"$4,371",5874874880,15628999680,-139473953792,"$57,948",29890000896,1.2820567986230638,1.2614027538726336,58.63,46.48,None, 22.03 ,25.284
AZPN,"Aspen Technology, Inc.",130.92,190.54015936254984,4.665,14.80,1.4553938234230817,12.14922,11.67 , 8.73 Bil ,8850427904,$273.8,263856496,317099008,-8587411456,$653.2,333068000,1.2105409153952842,1.2077669902912622,130.62,108.15,0.0152, 21.71 ,23.209
AZRX,"AzurRx BioPharma, Inc.",0.6382,undefined,-1.87,N/A,undefined,3.2661457,N/A , 50.95 Mil ,52651316,$-19.28,-15235031,12025632,-37248816,$6.74,410350,1.2273076923076922,1.2021153846153845,0.6251,0.52,0.0308, -1.34 ,-1.69
BANF,BancFirst Corporation,55.97,97.62653386454186,3.593,7.00,1.744265389754187,1.6635733,," -1,730,504,000.00 ",-1690134912,$154.5,None,3641398016,1812756096,"$9,883.7",92709000,1.4278061224489795,1.405612244897959,55.1,39.2,0.0464,Not Found!,None
BAND,Bandwidth Inc.,108.05,undefined,-1.979,N/A,undefined,6.0446534,3.08 , 2.86 Bil ,2857669120,$-35.0,37235000,309615008,-2367215200,$649.4,492515008,1.0552273060208017,1.0303237462766737,105.5,102.395,0.17909999, 117.62 ,94.901
AZYO,"Aziyo Biologics, Inc.",8.01,undefined,None,N/A,undefined,None,-0.35 , 81.72 Mil ,107343920,$-13.36,None,30410000,-55503520,$54.74,27601000,1.0972602739726027,1.1164383561643836,8.15,7.3,0.0251, -8.05 ,-11.308
BANR,Banner Corporation,57.01,111.94581673306776,4.12,7.00,1.9636172028252545,1.2127714,, 859.95 Mil ,881447936,$418.2,None,1706146944,-260624768,"$14,512.6",609689984,1.8971713810316138,1.870549084858569,56.21,30.05,0.0292,Not Found!,None
BANFP,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
BANX,StoneCastle Financial Corp,21.94,undefined,4.184,N/A,undefined,1.0140167,, 208.22 Mil ,175651120,$0.00,None,1365332,-142697516,$106.75,39000000,1.2325842696629215,1.2078988764044942,21.5006,17.8,0.0027,Not Found!,None
BAOS,Baosheng Media Group Holdings L,2.34,undefined,None,,undefined,None,2.20 , 61.14 Mil ,59363460,$-3.39,-950467,6576658,-59260142,$51.68,1884118,1.2162162162162162,1.1642411642411643,2.24,1.924,0.003, 7.86 ,9.744
BASE,,,,Key Error,,,,8.09 , 1.95 Bil ,,$0.00,,,,$95.61,,,,,,, -146.26 ,
BATRA,Liberty Media Corporation - Ser,26.08,-348.31031075697217,-3.707,45.10,-13.35545670080415,5.722582,0.69 , 1.86 Bil ,1894347264,$-65.0,-80125000,181000000,-1146700224,"$1,344.0",672000000,1.4150841020075962,1.3836136733586544,25.5,18.43,0.073, -37.18 ,-34.443
BATRK,Liberty Media Corporation - Ser,25.92,undefined,-3.707,N/A,undefined,5.7024794,0.69 , 1.86 Bil ,1873963392,$-65.0,-80125000,181000000,-1161535936,"$1,344.0",672000000,1.4109961894393033,1.385955362003266,25.46,18.37,0.016900001, -37.18 ,-34.072
BBBY,Bed Bath & Beyond Inc.,27.7,-211.45453386454187,-1.241,88.70,-7.633737684640501,2.2997704,4.63 , 4.76 Bil ,4904205824,$420,756030528,1127264000,-1753959680,"$4,946",3059104000,2.506787330316742,2.4355384615384614,26.9127,11.05,0.45049998, 10.46 ,6.288
BBCP,"Concrete Pumping Holdings, Inc.",8.62,undefined,-0.522,N/A,undefined,1.9400314,0.79 , 847.76 Mil ,861423552,$55.5,45718500,13714000,-477858544,$518.7,369904992,2.7452229299363053,2.7277070063694264,8.565,3.14,0.0475, 13.75 ,9.539
BBGI,"Beasley Broadcast Group, Inc.",2.57,17.114772908366536,-0.678,-22.90,6.659444711426668,0.29843837,0.80 , 361.99 Mil ,361993344,$-2.1,-84199,57141092,-18304556,$518.6,343631104,2.234782608695652,2.173913043478261,2.5,1.15,0.0104, 11.99 ,11.761
BBH,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
BBI,"Brickell Biotech, Inc.",0.7516,undefined,-3.167,N/A,undefined,0.33004716,-2.84 , 41.83 Mil ,35818812,$-28.99,-17272876,24408000,-27321904,$6.72,86000,1.599148936170213,1.5995744680851065,0.7518,0.47,0.0326, -1.33 ,-1.108
BBIG,"Vinco Ventures, Inc.",7.99,undefined,None,,undefined,None,-6.34 , 484.87 Mil ,275749600,$-11.60,4546015,75652176,-257674032,$148.82,5753595,7.198198198198198,6.189189189189189,6.87,1.11,0.21059999, -2.13 ,-15.327
BBIO,"BridgeBio Pharma, Inc.",51.18,542.9871713147412,-4.729,-74.00,10.609362471956647,13.175089,0.95 , 8.23 Bil ,7912151040,$-477.37,-260748880,837662976,-6868376832,"$1,538.98",1398146944,1.8065654782915639,1.80356512530886,51.095,28.33,0.1408, -16.73 ,None
BBQ,"BBQ Holdings, Inc.",14.04,9.557290836653388,0.232,15.00,0.6807187205593582,5.1757436,2.55 , 178.42 Mil ,185353488,$10.0,10676500,38358000,-86361696,$101.5,77979000,4.514469453376206,4.308681672025724,13.4,3.11,0.0041, 8.73 ,28.697
BBSI,"Barrett Business Services, Inc.",77.87,174.2969721115538,4.231,15.00,2.238307077328288,3.1619031,2.12 , 501.79 Mil ,503900896,$83.0,60164000,109753000,-474441048,$666.7,27893000,1.625678496868476,1.5870563674321503,76.02,47.9,0.0069999998, 9.01 ,10.534
BCAB,"BioAtla, Inc.",41.98,undefined,None,N/A,undefined,None,23.90 , 1.18 Bil ,1100106752,$,None,221199008,-1163048160,$34.96,682000,1.5462246777163904,1.5079189686924495,40.94,27.15,0.1089, -35.37 ,-23.564
BCACU,Brookline Capital Acquisition C,10.13,undefined,None,,undefined,552.6316,N/A , - ,75182384,$,None,352132,-24945728,$0.00,0,1.0379098360655739,1.0440573770491803,10.19,9.76,None,Not Found!,None
BCAC,Brookline Capital Acquisition C,9.89,undefined,None,,undefined,523.6842,N/A , 74.05 Mil ,73472456,$,None,352132,-73621140,$0.00,0,1.0856201975850714,1.0823271130625687,9.86,9.11,None,Not Found!,None
BCACW,,0.6601,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$0.00,0,,,0.66,0.65,,Not Found!,
BCBP,"BCB Bancorp, Inc. (NJ)",15.09,45.888844621513954,1.415,10.00,3.041010246621203,1.1314939,, 106.75 Mil ,137403936,$156.7,None,328992000,71316432,"$2,636.7",179851008,1.9521345407503232,1.9172056921086675,14.82,7.73,0.004,Not Found!,None
BCDAW,,,,Key Error,,,,N/A , - ,,$-11.85,,,,$4.55,,,,,,, -2.78 ,
BCDA,"BioCardia, Inc.",3.33,undefined,-1.066,N/A,undefined,2.950226,-2.48 , 36.77 Mil ,35222192,$-11.85,-5945375,21502000,-33242852,$4.55,468000,1.743455497382199,1.6858638743455499,3.22,1.91,0.025999999, -2.78 ,-2.546
BCEL,"Atreca, Inc.",6.38,undefined,-6.355,N/A,undefined,0.83469725,N/A , 43.48 Mil ,34657156,$-92.79,-74203504,182311008,-43479040,$42.24,29000,1.3291666666666666,1.2520833333333334,6.01,4.8,0.20639999, -0.46 ,-0.357
BCML,BayCom Corp,17.41,42.77553784860558,1.319,10.00,2.456952202676943,0.7448918,, 233.18 Mil ,-208197552,$14.66,None,474419008,285928768,"$2,081.92",84268000,1.8004136504653567,1.7869700103412618,17.28,9.67,0.008,Not Found!,None
BCOR,"Blucora, Inc.",16.39,0.32956175298804785,0.008,15.00,0.020107489505066984,2.2848332,0.23 , 1.15 Bil ,1239801728,$73.4,33269250,191803008,-597380992,$774.4,593520000,1.9581839904420553,1.9223416965352451,16.09,8.37,0.0231, 12.46 ,15.195
BCOW,"1895 Bancorp of Wisconsin, Inc.",10.91,undefined,0.33,,undefined,0.8550679,, 55.99 Mil ,-13549016,$1.19,None,147375008,94324012,$457.12,63689000,1.7924544731350343,1.7924544731350343,10.91,6.086626,0.0033000002,Not Found!,None
BCLI,Brainstorm Cell Therapeutics In,3.54,undefined,-0.958,N/A,undefined,3.4704113,N/A , 97.09 Mil ,103628560,$-29.18,-18232250,34612000,-91050360,$12.06,6041000,1.2123287671232876,1.178082191780822,3.44,2.92,0.033, -3.37 ,-3.6
BCOV,Brightcove Inc.,11.66,7.209163346613547,0.175,15.00,0.6182815906186575,5.4307976,2.61 , 450.17 Mil ,433441120,$15.9,16004000,40387000,-437747496,$102.0,6934000,1.2070393374741202,1.2111801242236024,11.7,9.66,0.026500002, 24.37 ,28.842
BCPC,Balchem Corporation,142.13,154.394422310757,2.71,24.00,1.0862901731566663,5.3757114,10.99 , 4.61 Bil ,4379196928,$125.4,110778496,79902000,-4530366672,$304.0,136984992,1.5348812095032398,1.5168466522678188,140.46,92.6,0.0174, 27.19 ,25.565
BCTX,BriaCell Therapeutics Corp.,6.88,undefined,None,,undefined,None,N/A , 104.62 Mil ,40280428,$-5.96,-413149,7314,-98885558,$7.10,494139,2.4483985765124556,2.391459074733096,6.72,2.81,None, 58.87 ,-19.373
BCRX,"BioCryst Pharmaceuticals, Inc.",15.91,-141.38304382470122,-1.211,58.10,-8.886426387473364,None,-2.52 , 2.74 Bil ,2652460544,$-170.56,-112372128,218428000,-2564291232,$383.36,298739008,4.821212121212121,4.65,15.345,3.3,0.1153, -15.41 ,-14.693
BCTXW,,,,Key Error,,,,N/A , - ,,$-5.96,,,,$7.10,,,,,,,Not Found!,
BCYP,Big Cypress Acquisition Corp.,9.92,undefined,None,,undefined,29.556211,94.31 , 76.84 Mil ,146324336,$-2.31,None,858055,-146916025,$0.35,0,1.0226804123711342,1.0278350515463919,9.97,9.7,0.001,Not Found!,None
BCYC,Bicycle Therapeutics plc,40.71,undefined,-4.988,N/A,undefined,7.5117373,6.33 , 854.84 Mil ,564540480,$-54.05,-27101250,198738000,-773206000,$84.00,33202000,2.6096153846153847,2.471153846153846,38.55,15.6,None, -14.49 ,-9.455
BCYPU,,10.2,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,858055,,$0.06,0,,,10.2199,9.88,,Not Found!,
BCYPW,,,,Key Error,,,,N/A , - ,,$,,,,$0.31,,,,,,,Not Found!,
BDSI,BioDelivery Sciences Internatio,3.86,14.094023904382471,0.24,25.00,3.6513015296327644,3.501838,1.68 , 334.43 Mil ,314092064,$39.9,23863124,116436000,-259052832,$136.4,78692000,1.269736842105263,1.2368421052631577,3.76,3.04,0.041100003, 6.7 ,6.676
BDSX,"Biodesix, Inc.",9.84,undefined,None,N/A,undefined,None,-1.34 , 234.55 Mil ,212974800,$-25.49,-13526500,56349000,-200442168,$76.03,33061000,1.5092024539877302,1.4202453987730062,9.26,6.52,0.0399, -9.82 ,-10.873
BDTX,"Black Diamond Therapeutics, Inc",10.09,undefined,-13.874,N/A,undefined,None,N/A , 105.64 Mil ,169693440,$-77.77,-36989124,290055008,-64698144,$36.86,14228000,1.153142857142857,1.0754285714285714,9.41,8.75,0.1919, -1 ,-1.943
BEAM,Beam Therapeutics Inc.,114.07,undefined,-4.191,N/A,undefined,25.648506,11.17 , 6.99 Bil ,6461467136,$-155.22,-184447872,615278976,-6421552768,$344.53,142648992,5.232568807339449,5.070426605504587,110.5353,21.8,0.1191, -21.05 ,-19.468
BECN,"Beacon Roofing Supply, Inc.",51.9,-81.56837450199204,-2.685,8.83,-1.5716449807705595,2.346095,2.53 , 5.89 Bil ,5778953216,$144,341008000,188900000,-3458673504,"$3,562",2031900032,1.879753712423035,1.8504165157551613,51.09,27.61,0.0388, 9.74 ,8.686
BEEM,Beam Global,30.12,undefined,None,N/A,undefined,None,37.66 , 240.64 Mil ,236078032,$-5.91,-1757721,28214028,-233512068,$4.02,2384506,2.8603988603988606,2.730303893637227,28.7501,10.53,0.39209998, -38.53 ,-43.034
BEEMW,,,,Key Error,,,,N/A , - ,,$-5.91,,,,$4.02,,,,,,,Not Found!,
BELFA,Bel Fuse Inc.,15.09,undefined,1.603,N/A,undefined,1.0011927,2.59 , 228.58 Mil ,250263840,$22.4,13639750,66425000,-118300792,$277.3,124260000,1.6121794871794872,1.6143162393162394,15.11,9.36,0.007900001, 5.54 ,6.753
BELFB,Bel Fuse Inc.,13.66,undefined,1.603,N/A,undefined,0.89252585,2.59 , 228.58 Mil ,236359312,$22.4,13639750,66425000,-100163880,$277.3,124260000,1.3896236012207528,1.37029501525941,13.47,9.83,None, 5.54 ,6.378
BENE,Benessere Capital Acquisition C,10.07,undefined,None,,undefined,None,N/A , 150.08 Mil ,148072512,$,None,567111,-149413449,$0.09,0,1.0233739837398375,1.0233739837398375,10.07,9.84,0.0016,Not Found!,None
BENER,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
BENEU,,10.7,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,567111,,$0.09,0,,,10.68,10.15,,Not Found!,
BENEW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$8.58,,,,,,,Not Found!,
BFC,Bank First Corporation,70.37,undefined,5.524,N/A,undefined,1.7758986,, 530.53 Mil ,348002080,$30.0,None,252894000,-285814352,"$2,507.5",49960000,1.2588550983899822,1.247227191413238,69.72,55.9,0.0327,Not Found!,None
BFIIW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$23.05,,,,,,,Not Found!,
BFI,BurgerFi International Inc,10.37,undefined,None,,undefined,None,4.97 , 149.17 Mil ,143251456,$0.00,None,34757000,-148421240,$23.05,694000,1.1483942414174972,1.1140642303433002,10.06,9.03,0.088599995, 27.23 ,None
BFIN,BankFinancial Corporation,11.48,15.937290836653387,0.551,8.00,1.3882657523217237,0.97500646,," -353,408,000.00 ",-335285216,$7.34,None,510972000,344284880,"$1,490.19",8854000,1.6857562408223203,1.6637298091042585,11.33,6.81,0.0321,Not Found!,None
BFIT,,30.59,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,30.74,21.37,,Not Found!,
BFRA,Biofrontera AG American Deposit,5.94,undefined,-0.512,N/A,undefined,6.5376105,-1.40 , 160.49 Mil ,166081312,$0.00,-6432500,33696000,-140119456,$61.52,24237000,1.271948608137045,1.265524625267666,5.91,4.67,None, -10.45 ,-19.346
BFST,"Business First Bancshares, Inc.",23.84,undefined,1.872,N/A,undefined,1.17929,, 468.30 Mil ,174540144,$64.7,None,460852000,-30084992,"$3,893.0",149884992,1.892063492063492,1.861904761904762,23.46,12.6,0.0078,Not Found!,None
BGCP,"BGC Partners, Inc.",5.21,7.583426294820718,0.206,12.50,1.4555520719425563,2.4748201,, 2.88 Bil ,3016654848,$363,None,505888992,-1474111264,"$4,344",1419932032,2.3468468468468466,2.3018018018018016,5.11,2.22,0.0341,Not Found!,None
BGFV,Big 5 Sporting Goods Corporatio,30.17,12.82948844621514,3.734,-6.54,0.42523992198260324,2.7247653,3.60 , 887.79 Mil ,702503488,$171,164593872,118940000,-585653216,$496,298020992,5.576709796672828,5.423290203327172,29.34,5.41,0.3734, 5.52 ,4.429
BGRN,,55.57,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,55.42,53.93,,Not Found!,
BGRY,,,,Key Error,,,,, 1.68 Bil ,,$,,,,$43.22,,,,,,, -1453.62 ,
BGNE,"BeiGene, Ltd.",333.01,-1074.5396015936258,-13.472,37.00,-3.226748751069415,7.7370076,8.94 , 27.58 Bil ,26459324416,"$-1,195.1",-600224128,4812291072,-26202031104,"$1,917.3",638620032,1.519206204379562,1.5013229927007299,329.09,219.2,None, -21.34 ,-22.421
BGRYW,,,,Key Error,,,,, - ,,$,,,,$43.22,,,,,,,Not Found!,
BHAT,Blue Hat Interactive Entertainm,0.655,undefined,0.279,,undefined,0.6948367,1.63 , 25.95 Mil ,32131900,$0.00,-3891167,15800563,-15275113,$35.27,6183069,1.190909090909091,1.1509090909090909,0.633,0.55,0.024500001, 9.9 ,3.118
BHF,"Brighthouse Financial, Inc.",48.74,-5671.532685258965,-73.198,35.70,-116.36300133892009,0.28133583,, 2.60 Bil ,6119057408,$490,5570375168,6320000000,2146121728,"$237,676",8466999808,1.934050236101742,1.9197650886869568,48.38,25.201,0.0402, -0.45 ,None
BHFAN,,26.755,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,5570375168,6320000000,,Not Found!,8466999808,,,26.7107,24.48,,,
BHFAL,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
BHFAO,,28.79,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,5570375168,6320000000,,Not Found!,8466999808,,,28.6517,26.16,,,
BHFAP,"Brighthouse Financial, Inc. - D",27.93,undefined,-73.198,,undefined,0.16093682,Not Found!,,4635679744,Not Found!,5570375168,6320000000,1705869824,Not Found!,8466999808,1.0876168224299065,1.0782710280373833,27.69,25.68,None,,None
BHSE,Bull Horn Holdings Corp.,9.91,undefined,None,,undefined,None,N/A , 93.08 Mil ,92045816,$0.00,None,766686,-92139562,$8.77,0,1.0290758047767392,1.02803738317757,9.9,9.63,0.001, -443.25 ,None
BHSEU,,10.23,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$0.00,None,766686,,$8.77,0,,,10.23,9.79,,Not Found!,
BHSEW,,0.289,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$0.00,None,307,,$8.77,177329,,,0.2705,0.2705,,Not Found!,
BHTG,"BioHiTech Global, Inc.",1.46,undefined,-0.527,N/A,undefined,18.395061,-1.75 , 86.61 Mil ,85328816,$-9.46,-5440492,7314056,-34925508,$51.57,41294072,1.3272727272727272,1.2999999999999998,1.43,1.1,0.0177, -10.74 ,-11.548
BIB,,109.45,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,107.79,61.15,,Not Found!,
BICK,,36.858,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,36.88,28.33,,Not Found!,
BIDU,"Baidu, Inc.",162.37,720.5668589641435,21.476,10.64,4.437807839897417,0.23863943,2.55 , 44.34 Bil ,-7228234752,"$3,130",24634249216,162337996800,105701957632,"$24,089",82677997568,1.3948114423159523,1.3879391804827763,161.57,116.41,None, 5.7 ,-0.199
BIGC,"BigCommerce Holdings, Inc. - Se",59.58,undefined,None,N/A,undefined,None,45.63 , 4.10 Bil ,4038497536,$-29.5,-8830250,203268992,-3961763200,$55.4,14273000,1.4128527389139198,1.39506758359023,58.83,42.17,0.1549, -98.03 ,-99.172
BILI,Bilibili Inc.,83.73,23.011824701195223,-1.345,-18.26,0.27483368805918096,3.9799035,7.83 , 29.80 Bil ,6912756224,$0,None,27572228096,-4857567232,"$2,780",8848408576,2.0725247524752475,2.093069306930693,84.56,40.4,None, -52.02 ,-2.617
BIIB,Biogen Inc.,335.57,16.232108366533883,19.291,-8.02,0.04837175065272188,4.703162,4.06 , 54.30 Bil ,55975886848,"$2,461",2405962496,3050800128,-47174351872,"$13,256",7633099776,1.5031131019036954,1.4924223964165733,333.1833,223.25,0.0135, 14.57 ,14.745
BIMI,BIMI International Medical Inc.,0.8696,undefined,-0.25,N/A,undefined,0.71435684,-0.19 , 33.18 Mil ,35935968,$-4.05,-7881687,2830834,-18371962,$31.97,9728554,1.1594666666666666,1.1341333333333334,0.8506,0.75,0.0018000001, -3.74 ,-6.378
BIOL,"Biolase, Inc.",0.75,-20.88334661354582,-0.418,20.00,-27.844462151394428,3.2410715,-2.82 , 88.10 Mil ,88990856,$-13.79,-4921375,40842000,-68347680,$27.99,18321000,2.8846153846153846,2.7696153846153844,0.7201,0.26,0.0354, -7.91 ,-4.724
BIOT,Biotech Acquisition Company,9.7,undefined,None,,undefined,None,, 277.65 Mil ,277623424,$,None,676564,-277910924,$0.04,0,1.0167714884696017,1.0136268343815515,9.67,9.54,0.0011,Not Found!,None
BIOTU,,9.98,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,676564,,$0.04,0,,,9.935,9.79,,Not Found!,
BIOC,"Biocept, Inc.",3.76,-44.12533864541833,-0.519,40.00,-11.735462405696365,1.8327491,-4.17 , 47.57 Mil ,45361108,$-6.67,-6635648,19451188,-29602328,$21.25,13134713,1.1533742331288344,1.1196319018404908,3.65,3.26,0.0583, 406.58 ,-73.593
BIOTW,,,,Key Error,,,,N/A , - ,,$,,,,$0.04,,,,,,,Not Found!,
BIOX,Bioceres Crop Solutions Corp.,13.89,undefined,-0.139,N/A,undefined,8.857142,N/A , - ,669075392,$-12.56,-23433118,49199424,-513345472,$233.41,184289008,2.734251968503937,2.7283464566929134,13.86,5.08,0.0041,Not Found!,17.098
BIS,,15.8572,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,15.89,15.86,,Not Found!,
BITF,Bitfarms Ltd.,5.94,undefined,None,,undefined,None,21.60 , 997.13 Mil ,647591808,$-115.97,-46632376,53033000,-876525912,$30.30,15913000,27.757009345794394,28.014018691588785,5.995,0.214,None, 47.74 ,28.704
BIVI,BioVie Inc.,7.79,undefined,-7.329,N/A,undefined,9.510405,N/A , 181.67 Mil ,98983520,$-10.45,-5165757,11351258,-162178486,$1.00,62500,1.0386666666666666,1.0133333333333332,7.6,7.5,0.0178, -1.4 ,-14.558
BJK,,52.61,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,52.01,36.35,,Not Found!,
BJRI,"BJ's Restaurants, Inc.",41.63,-106.16007968127492,-2.577,15.00,-2.5500859880200557,3.0226376,1.79 , 1.40 Bil ,1424829952,$46.7,43195500,87975000,-835901096,$734.0,561846976,1.5160233066278224,1.447195921340131,39.74,27.46,0.096099995, 24.98 ,37.114
BKCC,BlackRock Capital Investment Co,4.14,-8.04358565737052,-0.399,3.00,-1.9428950863213816,0.96069866,, 486.64 Mil ,484417856,$154.74,46569512,17030584,-292924360,$224.51,193926224,1.7844827586206897,1.7758620689655173,4.12,2.32,0.0075,Not Found!,None
BKEP,Blueknight Energy Partners L.P.,3.26,22.284860557768923,1.017,4.00,6.835846796861633,0.34705755,1.73 , 252.07 Mil ,-121810200,$48.17,26247750,13000,-133514280,$139.33,114859000,2.716666666666667,2.666666666666667,3.2,1.2,0.0021, 3.73 ,-2.261
BKCH,,30.1297,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,30.71,19.85,,Not Found!,
BKEPP,Blueknight Energy Partners L.P.,8.135,undefined,1.017,,undefined,0.87572753,Not Found!,,67699128,Not Found!,26247750,13000,-340751928,Not Found!,114859000,1.4271929824561402,1.4228070175438594,8.11,5.7,0.0008,,1.257
BKNG,Booking Holdings Inc. Common St,2300.46,6579.538211952191,17.101,210.98,2.86009676845161,19.857218,5.14 , 95.37 Bil ,91103944704,"$1,028",1762125056,11731999744,-82872124416,"$19,077",12485000192,1.4477407174323473,1.4326620516047828,2276.5,1589,0.017, 53.88 ,96.713
BKSC,Bank of South Carolina Corp.,20.6,undefined,1.19,N/A,undefined,2.1938508,, 50.35 Mil ,55055564,$8.31,None,78645672,-37647576,$527.45,12480162,1.319666880204997,1.333760409993594,20.82,15.61,0.0032,Not Found!,None
BLBD,Blue Bird Corporation,20.93,16.72525896414343,0.406,15.00,0.7991045850044639,None,3.00 , 714.38 Mil ,880432320,$55.0,33077000,18722000,-533045232,$409.8,178219008,1.8924050632911391,1.833634719710669,20.28,11.06,0.041500002, 19.07 ,23.872
BKYI,"BIO-key International, Inc.",3.35,undefined,-1.16,N/A,undefined,1.3027889,-0.12 , 13.98 Mil ,17525582,$-8.24,-4024113,14041342,-11531562,$2.45,441514,1.2181818181818183,1.1818181818181819,3.25,2.75,0.0682, -3.52 ,-3.892
BL,"BlackLine, Inc.",113.83,-41.15735458167331,-1.276,9.90,-0.3615686074116956,20.14354,3.62 , 6.81 Bil ,6313840640,$58.3,94962000,1157259008,-5685250304,"$1,395.0",1077703040,1.4559989767203887,1.453846252238424,113.6617,78.18,0.102299996, -590.64 ,-2552.078
BLCN,,48.06,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,48.24,32.88,,Not Found!,
BLCM,"Bellicum Pharmaceuticals, Inc.",3.34,undefined,-3.493,N/A,undefined,None,-31.01 , 5.71 Mil ,18060662,$-42.66,-29974750,28082000,2132798,$38.20,58000,1.2996108949416343,1.1906614785992218,3.06,2.57,0.1284, 0.92 ,-0.385
BLCT,BlueCity Holdings Limited,3.76,undefined,None,N/A,undefined,None,1.20 , 67.86 Mil ,-284953024,$0.0,None,526669088,398727784,$28.6,0,1.1713395638629283,1.0914330218068535,3.5035,3.21,None, -1.47 ,1.053
BLDE,"Blade Air Mobility, Inc.",8.99,undefined,None,N/A,undefined,None,, 281.70 Mil ,818709568,$,None,7511000,-626127784,$49.45,1684000,1.4024960998439937,1.3666146645865833,8.76,6.41,None, -35.19 ,-98.95
BLDEW,,,,Key Error,,,,, - ,,$,,,,$49.45,,,,,,,Not Found!,
BLDP,"Ballard Power Systems, Inc.",16.87,-3.1700334661354583,-0.212,0.03,-0.1879095119226709,3.463569,36.60 , 3.64 Bil ,3738531072,$-64.12,-47083500,1246808960,-3633207424,$79.22,18293000,1.31796875,1.270703125,16.265,12.8,None, -65.54 ,-72.451
BLFY,,14,,Unexpected error:<class 'TypeError'>,N/A,,None,," -177,906,000.00 ",,$0.00,None,925091008,,"$2,371.94",342164992,,,13.9115,12.32,,Not Found!,
BLFS,"BioLife Solutions, Inc.",55.86,-1.1350597609561757,-0.035,10.00,-0.020319723611818396,8.573729,18.98 , 2.12 Bil ,1092135680,$-12.94,1823375,90403000,-1705465544,$68.69,11153000,2.586111111111111,2.4347222222222222,52.59,21.6,0.0296, -433.82 ,508.68
BLI,"Berkeley Lights, Inc.",36.92,undefined,None,N/A,undefined,None,22.67 , 2.28 Bil ,2797112576,$-45.32,-15584500,230164992,-2219287552,$63.88,37358000,1.0906942392909897,1.0729689807976366,36.32,33.85,0.0523, -49.82 ,-66.303
BLIN,"Bridgeline Digital, Inc.",5.06,undefined,-0.531,N/A,undefined,4.68,-2.86 , 37.09 Mil ,47409940,$-0.02,7844125,4768000,-25425252,$23.73,2575000,2.95906432748538,2.7017543859649122,4.62,1.71,0.0553, -13.46 ,32.607
BLMN,"Bloomin' Brands, Inc.",26.51,-8.37998406374502,-0.629,-0.90,-0.316106528243871,59.06818,1.19 , 4.27 Bil ,4590073344,$339,352758368,101285000,-2209719672,"$3,094",2245396992,1.9407027818448024,1.8879941434846266,25.79,13.66,0.172, 11.86 ,12.406
