TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
FRME,First Merchants Corporation,45.04,72.30153846153847,3.032,7.00,1.6052739445279411,Not Found!,None, 2.49 Bil ,2512990720,$204.8,"$12,191.6",2.126534466477809,21.18,0.0154
FROG,JFrog Ltd.,50.08,undefined,None,-14.80,undefined, -385.54 ,-418.758, 4.32 Bil ,4017565696,$25.8,$135.3,1.1955120553831462,41.89,0.0555
FRONU,Frontier Acquisition Corp.,10.06,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.05,1.0171890798786654,9.89,None
FRPH,"FRP Holdings, Inc.",51.81,3.046153846153846,1.32,-7.00,0.058794708476237134, 20.05 ,94.182, 442.49 Mil ,517437120,$18.61,$153.71,1.375,37.68,0.0072000003
FRPT,"Freshpet, Inc.",171.78,-11.052307692307695,-0.08,81.30,-0.06433989808072939, 384.69 ,279.212, 7.39 Bil ,6936749568,$-113.4,$40.2,2.764847899565427,62.13,0.026300002
FRSGU,First Reserve Sustainable Growt,10,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.00,1.0224948875255624,9.78,None
FRST,Primis Financial Corp.,14.2,undefined,None,,undefined,Not Found!,None, 384.64 Mil ,390474336,$28.58,"$2,698.12",1.8733509234828496,7.58,0.0087
FRSX,Foresight Autonomous Holdings L,4.64,undefined,-0.39,N/A,undefined, -20.53 ,None, 281.40 Mil ,None,$-11.55,$2.88,8.754716981132075,0.53,None
FRTA,"Forterra, Inc.",23.42,263.77846153846156,0.94,173.90,11.262957367141825, 10.96 ,10.727, 2.66 Bil ,2643835392,$209,"$1,462",4.189624329159213,5.59,0.1046
FRWAU,PWP Forward Acquisition Corp. I,9.95,undefined,None,,undefined,Not Found!,None, - ,49900000,$,$0.70,1.0205128205128204,9.75,None
FSBW,"FS Bancorp, Inc.",63.93,213.9,8.97,7.00,3.34584702017832,Not Found!,None, 360.79 Mil ,341446080,$-33.7,"$1,883.2",1.9978125,32,0.0095
FSEA,First Seacoast Bancorp,9.91,undefined,0.017,,undefined,Not Found!,None, 85.38 Mil ,101733312,$1.11,$384.20,1.9546351084812623,5.07,0.00059999997
FSFG,"First Savings Financial Group, ",65.98,undefined,16.768,N/A,undefined,Not Found!,None, 484.47 Mil ,652673408,$-199.5,"$1,707.2",1.793909733550843,36.78,0.0106
FSII,FS Development Corp. II,10.06,undefined,None,20.00,undefined,Not Found!,None, 258.88 Mil ,37725000,$,$0.07,1.0171890798786654,9.89,0.00029999999
FSLR,"First Solar, Inc.",87.15,187.64769230769232,3.73,24.20,2.1531576856878063, 14.82 ,13.537, 8.15 Bil ,7971917824,$-380,"$1,588",2.3817983055479637,36.59,0.0916
FSRV,FinServ Acquisition Corp.,12.48,undefined,None,,undefined, -497.73 ,None, 415.13 Mil ,397255296,$-0.99,$9.52,1.308176100628931,9.54,0.1753
FSRVU,FinServ Acquisition Corp.,14.98,undefined,None,,undefined,Not Found!,None, - ,442574592,$-0.99,$9.52,1.5285714285714285,9.8,None
FSRXU,FinServ Acquisition Corp. II,10,undefined,None,,undefined,Not Found!,None, - ,66262588,$,$0.01,1.0131712259371835,9.87,None
FSSI,Fortistar Sustainable Solutions,9.85,undefined,None,,undefined,Not Found!,None, 317.62 Mil ,49250000,$,$0.38,1.0956618464961068,8.99,None
FSSIU,Fortistar Sustainable Solutions,10.34,undefined,None,,undefined,Not Found!,None, - ,51700000,$,$0.38,1.0551020408163265,9.8,None
FSTR,L.B. Foster Company,16.06,20.236153846153847,0.711,10.00,1.2600344860618835, 10.73 ,7.774, 228.18 Mil ,227092720,$7.7,$193.6,1.728740581270183,9.29,0.0128999995
FSTX,"F-star Therapeutics, Inc.",9.28,undefined,None,N/A,undefined,Not Found!,-4.054, 70.54 Mil ,69085968,$,$29.94,10.42696629213483,0.89,0.0082
FSV,FirstService Corporation,166.36,73.03076923076924,2.02,15.00,0.4389923613294616, 27.89 ,29.59, 7.95 Bil ,8051298816,$252,"$1,536",2.234519811954332,74.45,None
FTAAU,FTAC Athena Acquisition Corp.,10.05,undefined,None,,undefined,Not Found!,None, - ,75911000,$,$0.03,1.0100502512562815,9.95,None
FTCV,FinTech Acquisition Corp. V,11.16,undefined,None,,undefined,Not Found!,None, 380.50 Mil ,380468992,$,$0.00,1.1060455896927652,10.09,0.0377
FTCVU,FinTech Acquisition Corp. V,12.02,undefined,None,,undefined,Not Found!,None, - ,409869536,$,$0.00,1.1726829268292682,10.25,None
FTDR,"frontdoor, inc.",54.53,45.144615384615385,1.31,13.90,0.8278858497086995, 21.37 ,20.503, 5.11 Bil ,5105190912,$175,"$1,466",1.7045951859956237,31.99,0.0278
FTEK,"Fuel Tech, Inc.",2.28,-5.4827692307692315,-0.173,12.10,-2.4047233468286104, -18.27 ,-10.242, 61.50 Mil ,60224008,$-2.95,$7.77,5.999999999999999,0.38,0.09020001
FTFT,Future FinTech Group Inc.,3.37,84.45538461538462,2.336,15.00,25.060944989728373, -7.09 ,-16.223, 239.74 Mil ,212899952,$-2.27,$7.20,3.7444444444444445,0.9,0.053600002
FTHM,Fathom Holdings Inc.,31.74,undefined,None,N/A,undefined, -413.81 ,-368.135, 454.78 Mil ,413639008,$-2.0,$5.6,3.684271619268717,8.615,0.123900004
FTIV,FinTech Acquisition Corp. IV,11.01,undefined,None,,undefined, -342.25 ,None, 350.47 Mil ,348583872,$0.00,$10.59,1.146875,9.6,0.0064999997
FTIVU,FinTech Acquisition Corp. IV,11.5,undefined,None,,undefined,Not Found!,None, - ,360861056,$0.00,$10.59,1.15,10,None
FTNT,"Fortinet, Inc.",201.16,105.20769230769234,2.91,15.00,0.523005032350827, 55.76 ,55.395, 31.09 Bil ,31043284992,$958,"$3,189",2.0194759562292943,99.61,0.034
FTOC,FTAC Olympus Acquisition Corp.,10.26,undefined,None,,undefined,Not Found!,None, 986.29 Mil ,990686784,$,$0.06,1.06875,9.6,0.011
FTOCU,FTAC Olympus Acquisition Corp.,10.99,undefined,None,,undefined,Not Found!,None, - ,1061537216,$,$0.06,1.1202854230377166,9.81,None
FULC,"Fulcrum Therapeutics, Inc.",11.61,-341.98938461538467,-14.919,6.40,-29.456450009938386, -3.78 ,-3.827, 261.20 Mil ,264966560,$-55.00,$34.40,1.6562054208273893,7.01,0.0327
FULT,Fulton Financial Corporation,16.73,34.32000000000001,1.352,8.00,2.051404662283324,Not Found!,None, 3.09 Bil ,2331115264,$134.3,"$23,289.9",1.8818897637795275,8.89,0.0304
FULTP,Fulton Financial Corporation - ,25.94,undefined,None,,undefined,,None,,3827906048,Not Found!,Not Found!,1.0404299695170867,24.932,None
FUNC,First,17.45,undefined,1.97,N/A,undefined,Not Found!,None, 77.58 Mil ,127012880,$14.57,"$1,602.37",1.6247672253258845,10.74,0.0148
FUND,"Sprott Focus Trust, Inc. - Clos",8.11,undefined,0.446,N/A,undefined,,None,,243557056,Not Found!,Not Found!,1.6027667984189724,5.06,0.001
FUSB,"First US Bancshares, Inc.",9.96,undefined,0.4,N/A,undefined,Not Found!,None," -22,821,000.00 ",-16860136,$5.14,$803.83,1.750439367311072,5.69,0.00059999997
FUSN,Fusion Pharmaceuticals Inc.,8.68,undefined,None,N/A,undefined,Not Found!,-3.76," 50,000.00 ",140817168,$-10.68,$4.65,1.0558968432577094,8.2205,0.0087
FUTU,Futu Holdings Limited,135.97,51.420769230769245,1.298,17.25,0.37817731286878903,Not Found!,None, 20.07 Bil ,28564844544,$0.0,"$8,130.9",13.597,10,None
FUV,"Arcimoto, Inc.",10.19,undefined,-0.634,N/A,undefined, -20.74 ,-19.947, 341.36 Mil ,328842304,$-19.14,$5.57,8.635593220338983,1.18,0.2586
FVAM,5:01 Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, 111.56 Mil ,108896208,$,$0.08,1.019367991845056,9.81,0.0026
FVCB,"FVCBankcorp, Inc.",17.79,undefined,1.1,N/A,undefined,Not Found!,None, 179.39 Mil ,182798992,$20.08,"$1,631.98",1.9026737967914438,9.35,0.0127
FVE,Five Star Senior Living Inc.,4.8,-8.435,-0.241,14.25,-1.757291666666667, 13.35 ,3.326, 76.13 Mil ,90441512,$46,$244,1.7454545454545454,2.75,0.023
FWAA,Fifth Wall Acquisition Corp. I,10.39,undefined,None,,undefined,Not Found!,None, 463.81 Mil ,77925000,$,$0.14,1.0629156010230179,9.775,0.0015
FWONA,Liberty Media Corporation - Ser,42.25,237.323076923077,-2.571,-68.50,5.617114246700047, -261.5 ,-3958.145, 12.81 Bil ,11874434048,$-160,"$4,636",2.023467432950192,20.88,0.044699997
FWONK,Liberty Media Corporation - Ser,47.01,237.323076923077,-2.571,-68.50,5.048353050905701, -263.03 ,-4325.967, 12.89 Bil ,12977901568,$-160,"$4,636",2.1653615845232608,21.71,0.044899996
FWP,Forward Pharma A/S,7.29,-44.47692307692308,-0.98,21.00,-6.101086841827583, 7.67 ,12.455," -25,954,000.00 ",-42160088,$-5.71,$1.07,1.3111510791366907,5.56,None
FWRD,Forward Air Corporation,86.71,28.058030769230772,0.842,13.16,0.32358471651748094, 24.42 ,22.515, 2.61 Bil ,2590027008,$64,$500,2.127852760736196,40.75,0.0165
FXNC,First National Corporation,18.18,undefined,1.816,N/A,undefined,Not Found!,None," -12,922,000.00 ",-19608360,$13.10,$860.48,1.5753899480069324,11.54,0.0017
GABC,"German American Bancorp, Inc.",43.58,63.00000000000001,2.34,9.00,1.4456172556218452,Not Found!,None, 1.25 Bil ,1011376000,$85.3,"$4,352.9",1.7860655737704918,24.4,0.0198
GAIA,"Gaia, Inc.",10.4,0.9761538461538461,0.027,15.00,0.09386094674556213, 27.59 ,27.261, 204.61 Mil ,202116688,$-1.68,$35.78,1.4266117969821674,7.29,0.0764
GAIN,Gladstone Investment Corporatio,13.94,-11.27923076923077,-0.473,7.00,-0.809127027921863,Not Found!,None, 553.17 Mil ,698932992,$-83.59,$252.88,1.7083333333333333,8.16,0.0105
GAINL,Gladstone Investment Corporatio,25.43,undefined,-0.473,,undefined,,None,,1079462528,Not Found!,Not Found!,1.210952380952381,21,None
GALT,Galectin Therapeutics Inc.,3.46,undefined,-0.414,N/A,undefined, -8.52 ,None, 198.63 Mil ,172919856,$-20.60,$5.41,2.096969696969697,1.65,0.2116
GAMCU,Golden Arrow Merger Corp.,9.97,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.03,1.0173469387755103,9.8,None
GAN,GAN Limited,18.22,undefined,None,N/A,undefined, -33.16 ,-34.151, 646.25 Mil ,613527872,$0.00,$17.68,1.7188679245283018,10.6,0.0743
GASS,"StealthGas, Inc.",2.72,6.528000000000001,0.312,5.10,2.4000000000000004, 8.01 ,6.422, 423.00 Mil ,422527840,$42.0,$384.4,1.4093264248704664,1.93,0.0011999999
GBCI,"Glacier Bancorp, Inc.",58.4,79.92,2.808,10.00,1.3684931506849316,Not Found!,None, 5.40 Bil ,6160292864,$177.8,"$16,197.2",1.9434276206322794,30.05,0.0287
GBDC,"Golub Capital BDC, Inc.",15.49,18.471538461538465,0.649,10.00,1.1924815017132644,Not Found!,None, 4.88 Bil ,4885563904,$134.6,"$2,360.4",1.618599791013584,9.57,0.0052
GBIO,Generation Bio Co.,34.29,undefined,None,N/A,undefined, -22.23 ,-21.232, 1.73 Bil ,1649315200,$-75.66,$26.14,2.017058823529412,17,0.1183
GBLI,"Global Indemnity Group, LLC",28.75,-42.12307692307693,-1.48,10.00,-1.465150501672241, -73.94 ,-153.146, 465.21 Mil ,510280992,$32.7,"$1,186.6",1.690182245737801,17.01,0.0091
GBOX,Greenbox POS,9.98,undefined,None,,undefined, -106.78 ,-81.052, 409.96 Mil ,412426912,$-4.17,$11.88,55.44444444444445,0.18,0.0111
GBRGU,Goldenbridge Acquisition Limite,10.42,undefined,None,,undefined,Not Found!,None, - ,15282421,$,$0.39,1.0472361809045228,9.95,None
GBT,"Global Blood Therapeutics, Inc.",43.16,-282.52000000000004,-4.036,37.00,-6.545875810936053, -10.08 ,-9.826, 2.29 Bil ,2354625024,$-220.6,$307.8,1.182789805426144,36.49,0.213
GCAC,Growth Capital Acquisition Corp,9.725,undefined,None,,undefined, -209852 ,None, 209.85 Mil ,204274416,$0.00,$0.15,1.0183246073298429,9.55,None
GCACU,Growth Capital Acquisition Corp,9.97,undefined,None,,undefined,Not Found!,None, - ,209419408,$0.00,$0.15,1.021516393442623,9.76,None
GCBC,"Greene County Bancorp, Inc.",25.12,undefined,2.327,N/A,undefined,Not Found!,None, 181.60 Mil ,180503952,$25.30,"$1,726.19",1.3383058071390517,18.77,0.0082
GCMG,GCM Grosvenor Inc.,12.12,undefined,None,N/A,undefined, -83.66 ,-24.659, 2.50 Bil ,765430400,$,$671.3,1.3466666666666667,9,0.1873
GDEN,"Golden Entertainment, Inc.",29.7,-176.06923076923078,-4.87,15.00,-5.928256928256929, 36.39 ,21.65, 2.07 Bil ,2066850176,$0.2,"$1,409.7",5.042444821731749,5.89,0.0208
GDRX,"GoodRx Holdings, Inc.",39.27,undefined,None,35.63,undefined, -47.79 ,-59.738, 15.26 Bil ,15135297536,$34.8,$758.8,1.1761006289308178,33.39,0.2029
GDS,GDS Holdings Limited,81.9,24.560769230769235,-0.725,-30.52,0.29988729219498456, 48.9 ,10.882, 17.34 Bil ,24862535680,"$-1,156.5","$4,678.0",1.6472244569589705,49.72,None
GDYN,"Grid Dynamics Holdings, Inc.",14.24,undefined,None,N/A,undefined, -51.18 ,-58.008, 653.94 Mil ,653405312,$3.7,$15.4,2.2603174603174603,6.3,0.037100002
GECC,Great Elm Capital Corp.,3.28,undefined,-2.401,N/A,undefined,Not Found!,None, 138.78 Mil ,140186000,$27.39,$203.71,1.3448002151680345,2.439024,0.0225
GEG,"Great Elm Group, Inc.",2.68,undefined,None,20.00,undefined, 15.83 ,12.439, 104.35 Mil ,139533712,$0.67,$136.74,1.7631578947368423,1.52,0.0023999999
GENC,Gencor Industries Inc.,12.07,undefined,0.315,N/A,undefined, 12.07 ,11.999, 61.69 Mil ,61396760,$23.91,$10.54,1.207,10,0.0135
GENE,Genetic Technologies Ltd,3.99,undefined,-0.6,N/A,undefined, -9.07 ,-4.669, 49.05 Mil ,38734672,$-3.97,$1.03,2.6778523489932886,1.49,None
GEOS,Geospace Technologies Corporati,7.95,-56.84000000000001,-0.812,37.00,-7.149685534591196, 14.25 ,5.932, 77.57 Mil ,74355056,$21.60,$29.63,1.59,5,0.0119
GERN,Geron Corporation,1.49,-5.794615384615385,-0.279,5.00,-3.889003613835829, -3.84 ,-4.013, 288.94 Mil ,308050048,$-67.05,$59.78,1.4752475247524752,1.01,0.0871
GEVO,"Gevo, Inc.",6.08,-36.38615384615385,-0.706,25.00,-5.984564777327936, -38.49 ,-54.491, 1.24 Bil ,1099402752,$-25.24,$5.72,13.217391304347826,0.46,0.124
GFED,"Guaranty Federal Bancshares, In",23.7,undefined,1.591,N/A,undefined,Not Found!,None, 64.80 Mil ,-6668452,$3.94,"$1,057.29",1.8147013782542112,13.06,0.0005
GFN,General Finance Corporation,18.96,1.1669230769230772,0.041,10.00,0.06154657578708213, 15.17 ,11.536, 1.05 Bil ,1057663296,$14.5,$590.1,4.103896103896104,4.62,0.0113
GFNCP,General Finance Corporation - C,103.03,undefined,0.041,,undefined,,39.254,,3598906368,Not Found!,Not Found!,1.2564634146341465,82,None
GGAL,Grupo Financiero Galicia S.A.,7.19,-72.13230769230769,1.97,-32.30,-10.032309832031666,Not Found!,None, 64.97 Mil ,-167486570496,$0,"$10,641",1.2703180212014136,5.66,None
GGMCU,Glenfarne Merger Corp.,10,undefined,None,,undefined,Not Found!,None, - ,62475000,$,$0.00,1.0416666666666667,9.6,None
GGPIU,"Gores Guggenheim, Inc.",10,undefined,None,,undefined,Not Found!,None, - ,216031248,$,$0.56,1.0204081632653061,9.8,None
GH,"Guardant Health, Inc.",155.71,-84.49738461538463,-2.603,12.60,-0.5426586899710014, -66.43 ,-64.379, 14.95 Bil ,14754179072,$-158.0,$973.3,2.4715873015873018,63,0.0715
GHSI,"Guardion Health Sciences, Inc.",1.71,undefined,-0.601,,undefined, -4.07 ,-3.694, 33.93 Mil ,33441904,$-8.05,$1.35,1.7272727272727273,0.99,0.028099999
GHVI,"Gores Holdings VI, Inc.",12.87,undefined,None,,undefined,Not Found!,None, 582.62 Mil ,540515008,$,$0.52,1.2175969725638598,10.57,None
GHVIU,"Gores Holdings VI, Inc.",13.51,undefined,None,,undefined,Not Found!,None, - ,567395008,$,$0.52,1.3416087388282025,10.07,None
GIFI,"Gulf Island Fabrication, Inc.",4.16,-110.30584615384618,-1.788,31.60,-26.515828402366868, -1.63 ,-1.129, 23.55 Mil ,26015730,$-30.2,$105.0,1.5580524344569289,2.67,0.008
GIGGU,"GigCapital4, Inc.",10,undefined,None,,undefined,Not Found!,None, - ,459496000,$,$0.39,1.0204081632653061,9.8,None
GIGM,GigaMedia Limited,2.99,-3.4153846153846152,-0.12,10.00,-1.1422691021353228, 7.52 ,6.05," -13,067,000.00 ",-12653066,$0.00,$3.47,1.3590909090909091,2.2,0.020399999
GIII,"G-III Apparel Group, LTD.",32.24,72.29538461538463,0.48,89.40,2.2424126741744614, 15.57 ,13.608, 1.94 Bil ,1926272768,$55,"$1,100",4.154639175257732,7.76,0.1282
GIIXU,"Gores Holdings VIII, Inc.",10,undefined,None,,undefined,Not Found!,None, - ,75150000,$,$0.00,1.0300782859497322,9.708,None
GILD,"Gilead Sciences, Inc.",65.64,1.7263076923076923,0.098,2.95,0.026299629681713777, 25.76 ,8.349, 106.46 Bil ,106006773760,"$7,518","$50,186",1.1605374823196606,56.56,0.0186
GILT,Gilat Satellite Networks Ltd.,9.71,17.902307692307694,0.629,10.00,1.8436980115661887, 10.33 ,-81.679, 476.45 Mil ,468101472,$38.4,$160.0,2.022916666666667,4.8,0.0369
GLAD,Gladstone Capital Corporation,10.75,7.869230769230771,0.31,8.00,0.732021466905188,Not Found!,None, 556.51 Mil ,555863744,$-9.58,$212.29,2.016885553470919,5.33,0.0076
GLAQ,Globis Acquisition Corp.,9.93,undefined,None,,undefined,Not Found!,None, 150.36 Mil ,149439808,$,$0.01,1.0101729399796542,9.83,0.0058
GLAQU,Globis Acquisition Corp.,10.46,undefined,None,,undefined,Not Found!,None, - ,155911664,$,$0.01,1.0305418719211823,10.15,None
GLBLU,Cartesian Growth Corporation,10,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.11,1.0204081632653061,9.8,None
GLBS,Globus Maritime Limited,4.26,undefined,-18.112,N/A,undefined, -5.64 ,-13.688, 65.65 Mil ,63114012,$-6.24,$44.35,1.086734693877551,3.92,0.11359999
GLBZ,Glen Burnie Bancorp,12.5,undefined,0.588,N/A,undefined,Not Found!,None, 28.38 Mil ,29442788,$1.03,$382.39,1.7146776406035664,7.29,0
GLDD,Great Lakes Dredge & Dock Corpo,15.41,-6.923076923076923,1,-13.00,-0.44925872310687365, 7.98 ,8.019, 1.21 Bil ,1176081920,$31.3,$611.4,2.0768194070080863,7.42,0.019
GLG,"TD Holdings, Inc.",1.31,undefined,-0.198,,undefined, -63.27 ,None, 124.01 Mil ,91490248,$0.78,$6.46,1.0076923076923077,1.3,0.001
GLMD,Galmed Pharmaceuticals Ltd.,3.27,-59.28000000000001,-1.352,20.00,-18.12844036697248, -1.03 ,-1.046, 31.10 Mil ,31557398,$-26.29,$8.23,1.1047297297297298,2.96,0.0134000005
GLNG,Golar LNG Limited,11.37,2105.068923076923,-2.477,-560.90,185.1423854948921, 20.6 ,13.963, 3.84 Bil ,3855741952,$-156.4,"$2,708.8",2.504405286343612,4.54,0.0664
GLPG,Galapagos NV,82.44,-80.07032307692309,-5.651,0.71,-0.9712557384391447, 2.05 ,-1.526," -835,536,000.00 ",260517072,$-600.2,"$3,707.3",1.1064286672929806,74.51,None
GLPI,"Gaming and Leisure Properties, ",45.16,37.382400000000004,2.301,2.06,0.8277767936226751, 15.57 ,15.664, 16.11 Bil ,15932825600,$424,"$6,359",1.8515785157851576,24.39,0.012200001
GLRE,"Greenlight Reinsurance, Ltd.",8.91,3.045384615384616,0.107,10.00,0.3417940084606752, 37.87 ,18.62, 400.94 Mil ,394485792,$-91.3,$892.8,1.528301886792453,5.83,0.094399996
GLSI,"Greenwich LifeSciences, Inc.",36.13,undefined,None,N/A,undefined, -224.97 ,-234.263, 439.35 Mil ,435773152,$0.00,$1.05,11.076026977314532,3.262,0.048
GLTO,"Galecto, Inc.",6.03,undefined,None,47.60,undefined, 0.24 ,None," -11,096,000.00 ",-12106481,$-28.35,$6.11,1.0203045685279188,5.91,0.0042
GLUU,Glu Mobile Inc.,12.49,4.338461538461538,0.12,15.00,0.347354806922461, 68.84 ,65.197, 1.88 Bil ,1858386560,$69.0,$236.8,2.270909090909091,5.5,0.0763
GLYC,"GlycoMimetics, Inc.",2.53,undefined,-1.116,N/A,undefined, 0.08 ,0.077," -4,337,000.00 ",-3937718,$-39.31,$14.61,1.1552511415525113,2.19,0.0317
GMAB,Genmab A/S,36.84,undefined,None,27.00,undefined, 21.74 ,1.27, 21.51 Bil ,8338385920,$945,$331,1.755121486422106,20.99,None
GMBL,Esports Entertainment Group Inc,10.64,undefined,-1.329,N/A,undefined, -17.02 ,-15.563, 210.82 Mil ,179389744,$-8.40,$11.54,4.433333333333334,2.4,0.0529
GMBT,Queen's Gambit Growth Capital,9.82,undefined,None,,undefined,Not Found!,None, 421.76 Mil ,423487488,$,$0.02,1.0271966527196652,9.56,None
GMBTU,Queen's Gambit Growth Capital,10.05,undefined,None,,undefined,Not Found!,None, - ,435993760,$,$0.02,1.0120845921450152,9.93,None
GMDA,Gamida Cell Ltd.,7.7,undefined,-1.663,N/A,undefined, -4.85 ,-5.434, 328.29 Mil ,336581184,$-60.43,$56.75,2.7500000000000004,2.8,0.0336
GMIIU,"Gores Metropoulos II, Inc.",10.3,undefined,None,,undefined,Not Found!,None, - ,118680000,$,$0.46,1.0499490316004079,9.81,None
GNACU,Group Nine Acquisition Corp.,10.08,undefined,None,,undefined,Not Found!,None, - ,293824992,$,$0.19,1.030674846625767,9.78,None
GNCA,"Genocea Biosciences, Inc.",2.43,undefined,-1.112,N/A,undefined, -2.3 ,-1.596, 95.03 Mil ,74154912,$-44.24,$89.51,1.4727272727272729,1.65,0.0375
GNFT,GENFIT S.A.,4.33,undefined,-3.13,,undefined, -2.31 ,-2.479, 195.03 Mil ,183547968,$-118.33,$261.28,1.1928374655647382,3.63,None
GNLN,"Greenlane Holdings, Inc.",4.55,undefined,-1.215,N/A,undefined, -2.53 ,-3.169, 111.81 Mil ,110017632,$-14.6,$53.4,2.7245508982035926,1.67,0.054899998
GNOG,"Golden Nugget Online Gaming, In",14.14,undefined,None,N/A,undefined, -51.17 ,47.092, 1.19 Bil ,1357152640,$,$55.59,1.4502564102564104,9.75,None
GNPX,"Genprex, Inc.",3.79,undefined,-0.505,N/A,undefined, -7.85 ,-7.62, 140.60 Mil ,136699248,$-16.27,$0.45,1.9435897435897436,1.95,0.111999996
GNRS,Greenrose Acquisition Corp.,9.96,undefined,None,,undefined, -137.16 ,None, 219.18 Mil ,218739456,$-1.21,$1.40,1.0364203954214362,9.61,0.0022
GNRSU,Greenrose Acquisition Corp.,10.55,undefined,None,,undefined,Not Found!,None, - ,231656032,$-1.21,$1.40,1.0910031023784903,9.67,None
GNSS,Genasys Inc.,6.94,undefined,None,15.00,undefined, 36.01 ,39.02, 221.32 Mil ,215934176,$9.89,$17.95,2.161993769470405,3.21,0.0242
GNTX,Gentex Corporation,35.61,52.562769230769234,1.406,15.80,1.4760676560171084, 16.1 ,16.173, 8.13 Bil ,8166295552,$413,$234,1.61131221719457,22.1,0.0119
GNTY,"Guaranty Bancshares, Inc.",39.02,undefined,2.604,N/A,undefined,Not Found!,None, 485.75 Mil ,162245584,$36.6,"$2,468.2",1.8267790262172288,21.36,0.025799999
GNUS,"Genius Brands International, In",1.63,undefined,-2.82,N/A,undefined, -1 ,-22.458, 401.74 Mil ,392366336,$-7.85,$15.00,7.409090909090908,0.22,0.1145
GO,Grocery Outlet Holding Corp.,38.99,0.20430769230769233,0.008,8.10,0.005240002367470949, 31.02 ,30.865, 5.11 Bil ,5105914880,$50,"$1,563",1.2257151839044327,31.81,0.10520001
GOCO,"GoHealth, Inc.",11.77,undefined,None,81.00,undefined, 147.62 ,47.246, 5.07 Bil ,2461790720,$-128.7,$709.6,1.1985743380855396,9.82,0.105
GOEV,Canoo Inc.,8.44,undefined,None,N/A,undefined, -134.15 ,-7.199, 1.39 Bil ,1386522496,$,$127.95,1.0144230769230769,8.32,None
GOGL,Golden Ocean Group Limited,7.98,-12.271230769230769,-0.961,-0.20,-1.537748216695585, 1502.5 ,17.144, 2.79 Bil ,2687193856,$115.4,"$1,352.3",2.966542750929368,2.69,0.0168
GOGO,Gogo Inc.,10.54,-86.4946153846154,-3.039,10.00,-8.206320245219677, 153.81 ,18.695, 1.97 Bil ,1692229376,$-141.7,"$1,314.7",7.924812030075187,1.33,0.2327
GOOD,Gladstone Commercial Corporatio,20.63,2.0076923076923077,0.09,6.00,0.09731906484208956, 14.76 ,17.299, 1.44 Bil ,1565749120,$65.5,$881.9,1.5760122230710465,13.09,0.012
GOODM,Gladstone Commercial Corporatio,25.3,undefined,0.09,,undefined,,19.139,,1732268672,Not Found!,Not Found!,1.4039955604883463,18.02,None
GOOG,Alphabet Inc.,2267.92,2294.924384615385,58.613,16.95,1.0119071151607575, 23.34 ,25.865, 1.45 Til ,1420066029568,"$42,843","$97,072",1.9183407627957336,1182.23,None
GOOGL,Alphabet Inc.,2252.52,2294.924384615385,58.613,16.95,1.018825308816519, 23.33 ,25.676, 1.45 Til ,1409684340736,"$42,843","$97,072",1.9133743894669781,1177.25,0.0101
GOSS,"Gossamer Bio, Inc.",8.52,-74.86523076923078,-3.552,5.20,-8.786998916576383, -1.31 ,-1.368, 296.48 Mil ,286221472,$-201.24,$218.75,1.0757575757575757,7.92,0.1864
GOVX,"GeoVax Labs, Inc.",4.8,undefined,-2.138,N/A,undefined, -7.3 ,-7.402, 20.39 Mil ,20704604,$-2.75,$0.83,1.875,2.56,0.0511
GP,GreenPower Motor Company Inc.,18.17,undefined,None,,undefined, -76.33 ,-75.576, 384.77 Mil ,387839136,$-10.09,$2.86,2.210462287104623,8.22,None
GPACU,Global Partner Acquisition Corp,9.98,undefined,None,,undefined,Not Found!,None, - ,372000000,$42.12,$394.48,1.0235897435897436,9.75,None
GPP,Green Plains Partners LP,12.24,62.980000000000004,1.742,15.00,5.145424836601308, 7.82 ,7.735, 413.01 Mil ,412094304,$47.63,$151.78,2.8732394366197185,4.26,0.0083
GPRE,"Green Plains, Inc.",23.64,-113.5592307692308,-3.141,15.00,-4.803689964857479, -37.35 ,2664.037, 1.60 Bil ,1329354496,$-12,$802,6.0,3.94,0.2365
GPRO,"GoPro, Inc.",10.84,-12.807692307692312,-0.45,10.00,-1.1815214305989217, -72.12 ,866.637, 1.63 Bil ,1596346240,$88.9,$555.4,4.353413654618474,2.49,0.12020001
GRAY,"Graybug Vision, Inc.",4.81,undefined,None,N/A,undefined, -0.13 ,-0.117, 3.45 Mil ,3452845,$-26.02,$7.01,1.0321888412017166,4.66,0.13069999
GRBK,"Green Brick Partners, Inc.",24.47,35.21969230769232,2.24,1.72,1.439300870767974, 11.47 ,11.618, 1.48 Bil ,1465387136,$32.2,$339.4,3.609144542772861,6.78,0.0654
