TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
FLXN,"Flexion Therapeutics, Inc.",8.6,-108.85237113402061,-2.526,20.00,-12.657252457444258, -5.18 ,-5.314, 464.95 Mil ,485309440,$-80.63,$268.59,1.1436170212765957,7.52,0.19790001
FLXS,"Flexsteel Industries, Inc.",39.95,undefined,-1.141,N/A,undefined, -14.74 ,15.475, 283.97 Mil ,290340096,$4.0,$67.4,5.115236875800257,7.81,0.0257
FMAO,"Farmers & Merchants Bancorp, In",23.66,undefined,1.872,N/A,undefined,Not Found!,None, 178.05 Mil ,130834536,$26.06,"$1,746.46",1.2964383561643835,18.25,0.0163
FMBI,"First Midwest Bancorp, Inc.",21.56,24.584810996563576,1.049,7.00,1.1402973560558245,Not Found!,None, 3.18 Bil ,2982248704,$123.8,"$18,148.7",2.0911736178467506,10.31,0.0358
FMBH,"First Mid Bancshares, Inc.",43.28,71.44329896907216,2.7,9.00,1.650723173961926,Not Found!,None, 586.49 Mil ,795191424,$61.1,"$4,158.1",2.0473036896877956,21.14,0.0153
FMBIO,"First Midwest Bancorp, Inc. - D",27.86,undefined,None,,undefined,,None,,3706251520,Not Found!,Not Found!,1.1584199584199584,24.05,None
FMBIP,"First Midwest Bancorp, Inc. - D",27.9,undefined,None,,undefined,,None,,3706251520,Not Found!,Not Found!,1.1490939044481052,24.28,None
FMIVU,Forum Merger IV Corporation,10.09,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.07,1.029591836734694,9.8,None
FMNB,Farmers National Banc Corp.,16.19,58.90103092783505,1.47,18.00,3.6381118547149502,Not Found!,None, 516.65 Mil ,291852288,$46.3,"$2,721.1",1.6486761710794298,9.82,0.0095999995
FMTX,"Forma Therapeutics Holdings, In",26.95,undefined,None,N/A,undefined, -6.07 ,-5.225, 746.45 Mil ,642067456,$-95.67,$32.73,1.197245668591737,22.51,0.09
FNCB,FNCB Bancorp Inc. Common Stock,7.12,undefined,0.759,N/A,undefined,Not Found!,None," -3,819,000.00 ",6795414,$17.89,"$1,309.82",1.4015748031496063,5.08,0.0150999995
FNHC,FedNat Holding Company,4.79,-243.25876288659794,-5.645,20.00,-50.784710414738605, -0.8 ,-0.768, 82.06 Mil ,69454776,$-95.3,"$1,270.4",1.083710407239819,4.42,0.0182
FNKO,"Funko, Inc.",21.64,1.8628178694158077,0.11,2.70,0.08608215662734786, 20.05 ,15.821, 1.37 Bil ,1074435072,$88.8,$441.1,6.430906389301634,3.365,0.2517
FNLC,"First Bancorp, Inc (ME)",28.35,undefined,2.69,N/A,undefined,Not Found!,None, 487.87 Mil ,416392352,$20.16,"$2,137.51",1.608967082860386,17.62,0.0087
FNWB,First Northwest Bancorp,16.2,undefined,1.1,N/A,undefined,Not Found!,None, 211.17 Mil ,200642144,$10.02,"$1,467.97",1.8181818181818181,8.91,0.0189
FOCS,Focus Financial Partners Inc.,46.6,19.891628865979378,0.57,14.58,0.42685898854033, 19.82 ,14.734, 5.38 Bil ,4409246720,$192,"$2,204",2.5534246575342467,18.25,0.059899997
FOLD,"Amicus Therapeutics, Inc.",10.09,-12.122680412371134,-1.069,-1.00,-1.2014549467166633, -10.95 ,-11.172, 2.66 Bil ,2625410304,$-236.5,$600.1,1.1426953567383917,8.83,0.122
FONR,Fonar Corporation,17.53,undefined,1.055,N/A,undefined, 5.87 ,6.792, 108.27 Mil ,109970544,$14.61,$50.27,1.2224546722454672,14.34,0.0199
FORD,"Forward Industries, Inc.",2.68,undefined,-0.054,N/A,undefined, 399.39 ,-51.713, 30.75 Mil ,30457288,$-0.08,$10.78,2.68,1,0.0196
FOREU,Foresight Acquisition Corp.,9.95,undefined,None,,undefined,Not Found!,None, - ,383055008,$,$0.30,1.0205128205128204,9.75,None
FORM,"FormFactor, Inc.",48.66,42.661855670103094,0.99,20.00,0.8767335731628256, 26.31 ,27.581, 3.54 Bil ,3597469696,$113.4,$219.1,2.412493802677243,20.17,0.0221
FORR,"Forrester Research, Inc.",43.15,14.825429553264605,0.53,10.00,0.3435789004232817, 19.33 ,19.867, 924.67 Mil ,926138432,$38.8,$458.5,1.6526235158942935,26.11,0.045100003
FORTY,Formula Systems (1985) Ltd.,92.18,undefined,3.01,N/A,undefined, 12.98 ,9.663, 2.18 Bil ,2164993280,$0,"$1,278",1.5309749211094503,60.21,None
FOSL,"Fossil Group, Inc.",12.58,-66.51711340206185,-1.88,14.90,-5.2875288872863155, -8.83 ,-39.01, 856.58 Mil ,854830464,$91,"$1,038",4.676579925650557,2.69,0.1294
FOXA,Fox Corporation,38.28,47.264452233676984,2.527,3.87,1.2347035588734845, 9.27 ,8.543, 26.03 Bil ,26763995136,"$2,367","$11,833",1.6240984302078914,23.57,0.0431
FOX,Fox Corporation,37.25,67.62981443298969,2.527,9.20,1.8155654881339514, 9.35 ,8.348, 26.08 Bil ,26155735040,"$2,367","$11,833",1.5946061643835616,23.36,0.0121
FOXF,Fox Factory Holding Corp.,163.38,78.88247422680413,2.22,15.00,0.48281597641574325, 46.4 ,43.772, 6.85 Bil ,7000260096,$26.0,$567.4,4.133063496078927,39.53,0.0525
FOXWU,FoxWayne Enterprises Acquisitio,10.14,undefined,None,,undefined,Not Found!,None, - ,70980000,$,$0.02,1.008955223880597,10.05,None
FPAY,"FlexShopper, Inc.",2.66,undefined,-0.17,N/A,undefined, 16.31 ,16.979, 117.53 Mil ,117106816,$-8.3,$57.1,2.66,1,0.0032
FRAF,Franklin Financial Services Cor,30.27,undefined,3.628,N/A,undefined,Not Found!,None, 87.90 Mil ,88470160,$5.95,"$1,389.86",1.5443877551020406,19.6,0.0153
FRBA,First Bank,11.69,undefined,1.303,N/A,undefined,Not Found!,None, 323.02 Mil ,230195872,$24.51,"$2,108.16",1.9483333333333333,6,0.0143
FRBK,"Republic First Bancorp, Inc.",4.01,undefined,0.185,N/A,undefined,Not Found!,None, 819.12 Mil ,29589730,$-25.1,"$4,757.6",2.2277777777777774,1.8,0.1182
FREE,"Whole Earth Brands, Inc.",13.57,undefined,None,N/A,undefined, -23.04 ,21.191, 694.17 Mil ,699160896,$10.5,$287.7,1.9609826589595376,6.92,0.0589
FREQ,"Frequency Therapeutics, Inc.",10.445,undefined,-10.293,N/A,undefined, -6.76 ,-6.917, 153.97 Mil ,182639824,$-62.77,$34.73,1.4239945466939332,7.335,0.19569999
FRG,"Franchise Group, Inc.",37.81,undefined,None,15.00,undefined, 18.52 ,14.837, 2.47 Bil ,2477246720,$200,"$1,452",4.571946795646917,8.27,0.042
FRGI,"Fiesta Restaurant Group, Inc.",13.9,-13.100962199312715,-0.403,13.00,-0.9425152661376054, 28.19 ,17.866, 689.40 Mil ,662760256,$21.9,$421.0,2.80241935483871,4.96,0.1401
FRHC,Freedom Holding Corp.,51.19,undefined,1.589,N/A,undefined, 20.57 ,None, 2.25 Bil ,2259200000,$670.5,"$1,248.1",3.5230557467309014,14.53,0.0655
FRLN,Freeline Therapeutics Holdings ,12.3,undefined,None,N/A,undefined, -1.99 ,-2.474, 200.36 Mil ,210960416,$-97.48,$18.81,1.0378870981351784,11.851,None
FRME,First Merchants Corporation,47.41,71.0592439862543,3.032,7.00,1.49882396089969,Not Found!,None, 2.45 Bil ,2640860928,$204.8,"$12,191.6",2.2384324834749765,21.18,0.0136
FROG,JFrog Ltd.,51.19,undefined,None,-14.80,undefined, -372.84 ,-429.421, 4.17 Bil ,4119868928,$25.8,$135.3,1.2220100262592504,41.89,0.060300004
FRONU,Frontier Acquisition Corp.,10.05,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.05,1.0161779575328616,9.89,None
FRPT,"Freshpet, Inc.",183,-10.862405498281788,-0.08,81.30,-0.059357407094436, 408.36 ,297.604, 7.85 Bil ,7393674752,$-113.4,$40.2,2.94543698696282,62.13,0.025
FRPH,"FRP Holdings, Inc.",51.09,2.9938144329896903,1.32,-7.00,0.05859883407691701, 19.21 ,92.952, 423.90 Mil ,510677888,$18.61,$153.71,1.355891719745223,37.68,0.0072000003
FRSGU,First Reserve Sustainable Growt,10.01,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.00,1.0235173824130879,9.78,None
FRST,Primis Financial Corp.,14.37,undefined,None,,undefined,Not Found!,None, 374.05 Mil ,394628896,$28.58,"$2,698.12",1.8957783641160948,7.58,0.0063
FRSX,Foresight Autonomous Holdings L,4.98,undefined,-0.39,N/A,undefined, -24.45 ,None, 293.64 Mil ,None,$-11.55,$2.88,9.39622641509434,0.53,None
FRTA,"Forterra, Inc.",23.44,259.2461855670103,0.94,173.90,11.05999085183491, 10.94 ,10.732, 2.65 Bil ,2645160704,$209,"$1,462",4.193202146690519,5.59,0.103199996
FRWAU,PWP Forward Acquisition Corp. I,9.95,undefined,None,,undefined,Not Found!,None, - ,49650000,$,$0.70,1.0205128205128204,9.75,None
FSEA,First Seacoast Bancorp,9.9,undefined,0.017,,undefined,Not Found!,None, 84.47 Mil ,101675032,$1.11,$384.20,1.952662721893491,5.07,0.0011999999
FSBW,"FS Bancorp, Inc.",68,247.79333333333338,10.573,7.00,3.6440196078431377,Not Found!,None, 358.63 Mil ,312211488,$-33.7,"$1,883.2",2.125,32,0.0095999995
FSFG,"First Savings Financial Group, ",68.31,undefined,21.422,N/A,undefined,Not Found!,None, 484.24 Mil ,548706304,$-199.5,"$1,707.2",1.8572593800978794,36.78,0.0139
FSII,FS Development Corp. II,10.09,undefined,None,20.00,undefined,Not Found!,None, 260.63 Mil ,37837500,$,$0.07,1.0202224469160768,9.89,0.0002
FSLR,"First Solar, Inc.",89.69,66.4939793814433,3.73,3.29,0.7413756202636113, 14.84 ,13.994, 8.16 Bil ,8241122816,$-380,"$1,588",2.451216179283957,36.59,0.0949
FSRV,FinServ Acquisition Corp.,13.33,undefined,None,,undefined, -507.7 ,None, 423.43 Mil ,424383040,$-0.99,$9.52,1.3972746331236898,9.54,0.1974
FSRVU,FinServ Acquisition Corp.,14.65,undefined,None,,undefined,Not Found!,None, - ,452149120,$-0.99,$9.52,1.4948979591836733,9.8,None
FSRXU,FinServ Acquisition Corp. II,10.05,undefined,None,,undefined,Not Found!,None, - ,66581248,$,$0.01,1.0182370820668694,9.87,None
FSSI,Fortistar Sustainable Solutions,9.81,undefined,None,,undefined,Not Found!,None, 317.94 Mil ,49050000,$,$0.38,1.0912124582869855,8.99,None
FSSIU,Fortistar Sustainable Solutions,10.26,undefined,None,,undefined,Not Found!,None, - ,51300000,$,$0.38,1.046938775510204,9.8,None
FSTR,L.B. Foster Company,16.28,19.88845360824742,0.711,10.00,1.2216494845360824, 10.69 ,7.855, 226.88 Mil ,229455280,$7.7,$193.6,1.7524219590958021,9.29,0.0214
FSTX,"F-star Therapeutics, Inc.",9.49,undefined,None,N/A,undefined,Not Found!,-4.166, 71.09 Mil ,70997040,$,$29.94,10.662921348314606,0.89,0.010299999
FSV,FirstService Corporation,174.6,84.35450171821306,2.374,15.00,0.48313002129560745, 27.69 ,28.994, 7.94 Bil ,8385137664,$252,"$1,536",2.3451981195433174,74.45,None
FTAAU,FTAC Athena Acquisition Corp.,10.16,undefined,None,,undefined,Not Found!,None, - ,76182920,$,$0.03,1.021105527638191,9.95,None
FTCV,FinTech Acquisition Corp. V,11.8,undefined,None,,undefined,Not Found!,None, 390.07 Mil ,402348448,$,$0.00,1.1694747274529238,10.09,0.0789
FTCVU,FinTech Acquisition Corp. V,12.44,undefined,None,,undefined,Not Found!,None, - ,438586336,$,$0.00,1.2136585365853658,10.25,None
FTDR,"frontdoor, inc.",53.46,44.368934707903776,1.31,13.90,0.8299464030659143, 20.82 ,20.135, 4.98 Bil ,5013688832,$175,"$1,466",1.6711472335104722,31.99,0.026500002
FTEK,"Fuel Tech, Inc.",2.35,-5.388563573883162,-0.173,12.10,-2.2930057761204945, -19.06 ,-10.602, 64.22 Mil ,62340036,$-2.95,$7.77,6.184210526315789,0.38,0.0356
FTFT,Future FinTech Group Inc.,3.93,83.00426116838487,2.336,15.00,21.120677142082663, -8.46 ,-19.009, 285.78 Mil ,249460208,$-2.27,$7.20,4.366666666666667,0.9,0.0809
FTHM,Fathom Holdings Inc.,35.33,undefined,None,N/A,undefined, -453.26 ,-412.551, 498.11 Mil ,463545632,$-2.0,$5.6,4.100986651189785,8.615,0.13
FTIV,FinTech Acquisition Corp. IV,11.31,undefined,None,,undefined, -343.18 ,None, 351.42 Mil ,354879872,$0.00,$10.59,1.178125,9.6,0.0064999997
FTIVU,FinTech Acquisition Corp. IV,11.21,undefined,None,,undefined,Not Found!,None, - ,358323776,$0.00,$10.59,1.121,10,None
FTNT,"Fortinet, Inc.",201.25,103.40000000000002,2.91,15.00,0.5137888198757765, 54.67 ,55.421, 30.48 Bil ,31057973248,$958,"$3,189",2.0203794799718904,99.61,0.027
FTOC,FTAC Olympus Acquisition Corp.,10.09,undefined,None,,undefined,Not Found!,None, 977.55 Mil ,974187328,$,$0.06,1.0510416666666667,9.6,0.0092
FTOCU,FTAC Olympus Acquisition Corp.,10.65,undefined,None,,undefined,Not Found!,None, - ,1036302848,$,$0.06,1.0856269113149848,9.81,None
FULT,Fulton Financial Corporation,17.36,33.73030927835052,1.352,8.00,1.9429901658036013,Not Found!,None, 3.07 Bil ,2433501440,$134.3,"$23,289.9",1.9527559055118109,8.89,0.0247
FULC,"Fulcrum Therapeutics, Inc.",11.66,-336.1132783505155,-14.919,6.40,-28.826181676716594, -3.82 ,-3.851, 263.82 Mil ,266593872,$-55.00,$34.40,1.6633380884450786,7.01,0.0328
FULTP,Fulton Financial Corporation - ,25.95,undefined,None,,undefined,,None,,3829531136,Not Found!,Not Found!,1.040831060484518,24.932,None
FUNC,First,16.85,undefined,1.97,N/A,undefined,Not Found!,None, 72.47 Mil ,122815360,$14.57,"$1,602.37",1.5689013035381751,10.74,0.0187
FUND,"Sprott Focus Trust, Inc. - Clos",8.14,undefined,0.446,N/A,undefined,,None,,244760176,Not Found!,Not Found!,1.6086956521739133,5.06,0.0011
FUSB,"First US Bancshares, Inc.",10.08,undefined,0.4,N/A,undefined,Not Found!,None," -21,765,000.00 ",-16530813,$5.14,$803.83,1.7715289982425306,5.69,0.0004
FUSN,Fusion Pharmaceuticals Inc.,8.59,undefined,None,N/A,undefined,Not Found!,-3.659," 54,000.00 ",137051104,$-10.68,$4.65,1.0475609756097561,8.2,0.005
FUTU,Futu Holdings Limited,146.6,31.190284536082473,1.299,7.38,0.21275773899101277,Not Found!,None, 23.13 Bil ,30006575104,$0.0,"$8,130.9",14.66,10,None
FUV,"Arcimoto, Inc.",11.12,undefined,-0.634,N/A,undefined, -22.24 ,-21.965, 361.74 Mil ,362097312,$-19.14,$5.57,9.423728813559322,1.18,0.2984
FVAM,5:01 Acquisition Corp.,10.01,undefined,None,,undefined,Not Found!,None, 111.56 Mil ,107934520,$,$0.08,1.020387359836901,9.81,0.0026
FVCB,"FVCBankcorp, Inc.",17.68,undefined,1.224,N/A,undefined,Not Found!,None, 178.98 Mil ,90374352,$20.08,"$1,631.98",1.8909090909090909,9.35,0.0155
FVE,Five Star Senior Living Inc.,4.97,-8.290068728522337,-0.241,14.25,-1.6680218769662651, 15.41 ,3.524, 87.86 Mil ,95826888,$46,$244,1.8072727272727271,2.75,0.0234
FWAA,Fifth Wall Acquisition Corp. I,10.58,undefined,None,,undefined,Not Found!,None, 466.46 Mil ,79350000,USD,USD0.14,1.0823529411764705,9.775,0.0011
FWONA,Liberty Media Corporation - Ser,41.95,233.2453608247423,-2.571,-68.50,5.560080115011735, -259.1 ,-3934.963, 12.70 Bil ,11804888064,$-160,"$4,636",2.009099616858238,20.88,0.0377
FWONK,Liberty Media Corporation - Ser,46.82,233.2453608247423,-2.571,-68.50,4.981746279896248, -259.78 ,-4311.285, 12.72 Bil ,12933855232,$-160,"$4,636",2.1566098572086596,21.71,0.0442
FWP,Forward Pharma A/S,7.4,-43.7127147766323,-0.98,21.00,-5.9071236184638245, 8.01 ,8.44," -27,147,000.00 ",-28568852,$-5.71,$1.07,1.3309352517985613,5.56,None
FWRD,Forward Air Corporation,86.56,27.575934020618558,0.842,13.16,0.3185759475579778, 24.2 ,22.479, 2.59 Bil ,2585897472,$64,$500,2.1241717791411046,40.75,0.0163
FXNC,First National Corporation,18.11,undefined,1.816,N/A,undefined,Not Found!,None," -14,333,000.00 ",-18099138,,,1.5693240901213172,11.54,0.0005
GABC,"German American Bancorp, Inc.",43.68,69.08831615120276,2.611,9.00,1.581692219578818,,None,,1230330496,,,1.7901639344262297,24.4,0.0208
GAIA,"Gaia, Inc.",10.27,0.959381443298969,0.027,15.00,0.09341591463475843,,26.925,,199620560,,$35.78,1.4087791495198903,7.29,0.0788
GAIN,Gladstone Investment Corporatio,14.13,-11.085429553264605,-0.473,7.00,-0.7845314616606232,Not Found!,None, 562.80 Mil ,705241984,$-83.59,$252.88,1.7316176470588236,8.16,0.016900001
GAINL,Gladstone Investment Corporatio,25.6,undefined,-0.473,,undefined,,None,,1084443392,Not Found!,Not Found!,1.2190476190476192,21,None
GALT,Galectin Therapeutics Inc.,4.16,undefined,-0.414,N/A,undefined, -11.41 ,None, 266.65 Mil ,212929088,$-20.60,$5.41,2.5212121212121215,1.65,0.21540001
GAMCU,Golden Arrow Merger Corp.,10,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.03,1.0204081632653061,9.8,None
GAN,GAN Limited,19.66,undefined,None,N/A,undefined, -33.87 ,-37.519, 660.11 Mil ,674032512,$0.00,$17.68,1.8547169811320756,10.6,0.077199996
GASS,"StealthGas, Inc.",2.78,6.415835051546392,0.312,5.10,2.3078543350886305, 8.06 ,6.437, 425.27 Mil ,423474304,$42.0,$384.4,1.4404145077720207,1.93,0.0011999999
GBCI,"Glacier Bancorp, Inc.",61.1,89.0644673539519,3.184,10.00,1.4576835900810456,Not Found!,None, 5.29 Bil ,6119540224,$177.8,"$16,197.2",2.033277870216306,30.05,0.0279
GBDC,"Golub Capital BDC, Inc.",15.59,18.154158075601377,0.649,10.00,1.1644745398076572,Not Found!,None, 4.92 Bil ,4902289920,$134.6,"$2,360.4",1.6290491118077324,9.57,0.0078
GBIO,Generation Bio Co.,37.24,undefined,None,N/A,undefined, -24.48 ,-23.349, 1.90 Bil ,1813775616,$-75.66,$26.14,2.190588235294118,17,0.1242
GBLI,"Global Indemnity Group, LLC",28,-41.399312714776634,-1.48,10.00,-1.478546882670594, -74.1 ,-151.741, 466.22 Mil ,505599936,$32.7,"$1,186.6",1.6460905349794237,17.01,0.0064
GBOX,Greenbox POS,9.08,undefined,None,,undefined, -108.04 ,-73.767, 414.90 Mil ,375360320,$-4.17,$11.88,50.44444444444445,0.18,0.0588
GBRGU,Goldenbridge Acquisition Limite,10.43,undefined,None,,undefined,Not Found!,None, - ,15296796,$,$0.39,1.0482412060301507,9.95,None
GBT,"Global Blood Therapeutics, Inc.",41.36,-277.6657044673539,-4.036,37.00,-6.71338743876581, -9.88 ,-9.359, 2.24 Bil ,2242742784,$-220.6,$307.8,1.1334612222526719,36.49,0.2209
GCAC,Growth Capital Acquisition Corp,9.73,undefined,None,,undefined, -209852 ,None, 209.85 Mil ,204379408,$0.00,$0.15,1.0188481675392669,9.55,None
GCACU,Growth Capital Acquisition Corp,9.95,undefined,None,,undefined,Not Found!,None, - ,208999408,$0.00,$0.15,1.019467213114754,9.76,None
GCBC,"Greene County Bancorp, Inc.",25.65,undefined,2.47,N/A,undefined,Not Found!,None, 182.20 Mil ,89646072,$25.30,"$1,726.19",1.3665423548215236,18.77,0.0098
GCMG,GCM Grosvenor Inc.,13,undefined,None,N/A,undefined, -86.4 ,-25.839, 2.58 Bil ,802041920,$,$671.3,1.4444444444444444,9,0.22489999
GDRX,"GoodRx Holdings, Inc.",41.18,undefined,None,35.63,undefined, -48.46 ,-62.694, 15.48 Bil ,15884271616,$34.8,$758.8,1.2333033842467804,33.39,0.2052
GDS,GDS Holdings Limited,86.69,24.172057731958763,-0.726,-30.52,0.27883328794507745, 49.86 ,11.274, 17.69 Bil ,25757773824,"$-1,156.5","$4,678.0",1.743563958165728,49.72,None
GDYN,"Grid Dynamics Holdings, Inc.",14.68,undefined,None,N/A,undefined, -52.45 ,-60.11, 670.08 Mil ,677078464,$3.7,$15.4,2.3301587301587303,6.3,0.0339
GDEN,"Golden Entertainment, Inc.",31.44,-173.04398625429553,-4.87,15.00,-5.5039435831518935, 38.48 ,22.163, 2.19 Bil ,2115846784,$0.2,"$1,409.7",5.3378607809847205,5.89,0.0238
GECC,Great Elm Capital Corp.,3.33,undefined,-2.401,N/A,undefined,Not Found!,None, 141.83 Mil ,141361408,$27.39,$203.71,1.365300218448035,2.439024,0.0298
GEG,"Great Elm Group, Inc.",2.68,undefined,None,20.00,undefined, 15.69 ,12.439, 103.55 Mil ,139533712,$0.67,$136.74,1.7631578947368423,1.52,0.0029
GENC,Gencor Industries Inc.,12.06,undefined,0.315,N/A,undefined, 11.44 ,11.97, 58.62 Mil ,61250700,$23.91,$10.54,1.206,10,0.0162
GENE,Genetic Technologies Ltd,4.08,undefined,-0.6,N/A,undefined, -9.09 ,-4.835, 50.68 Mil ,40111628,$-3.97,$1.03,2.738255033557047,1.49,None
GEOS,Geospace Technologies Corporati,7.9,-55.863367697594505,-0.812,37.00,-7.071312366784114, 13.29 ,5.878, 72.41 Mil ,73675608,$21.60,$29.63,1.58,5,0.0117
GERN,Geron Corporation,1.48,-5.695051546391753,-0.279,5.00,-3.848007801616049, -4.22 ,-3.972, 317.61 Mil ,304864768,$-67.05,$59.78,1.4653465346534653,1.01,0.0867
GEVO,"Gevo, Inc.",7.09,-35.760962199312715,-0.706,25.00,-5.0438592664757005, -42.35 ,-64.176, 1.36 Bil ,1294807808,$-25.24,$5.72,15.41304347826087,0.46,0.113400005
GFED,"Guaranty Federal Bancshares, In",24.31,undefined,1.59,N/A,undefined,Not Found!,None, 62.79 Mil ,-5114387,$3.94,"$1,057.29",1.861408882082695,13.06,0.0017
GFN,General Finance Corporation,18.97,1.146872852233677,0.041,10.00,0.060457187782481665, 15.16 ,11.54, 1.05 Bil ,1057965568,$14.5,$590.1,4.1060606060606055,4.62,0.0109
GFNCP,General Finance Corporation - C,101.485,undefined,0.041,,undefined,,39.478,,3619461376,Not Found!,Not Found!,1.2376219512195121,82,None
GGAL,Grupo Financiero Galicia S.A.,7.72,-70.53305841924399,1.96,-32.30,-9.136406530990154,Not Found!,None," -120,838,000.00 ",-167408418816,$0,"$10,727",1.3639575971731448,5.66,None
GGMCU,Glenfarne Merger Corp.,9.97,undefined,None,,undefined,Not Found!,None, - ,62100000,$,$0.00,1.0385416666666667,9.6,None
GGPIU,"Gores Guggenheim, Inc.",10.02,undefined,None,,undefined,Not Found!,None, - ,215600000,$,$0.56,1.0224489795918366,9.8,None
GH,"Guardant Health, Inc.",164.56,-83.04553951890036,-2.603,12.60,-0.5046520388849074, -69.16 ,-68.257, 15.56 Bil ,15642956800,$-158.0,$973.3,2.612063492063492,63,0.0719
GHACU,Gaming & Hospitality Acquisitio,10.01,undefined,None,,undefined,Not Found!,None, - ,37537500,$,$0.56,1.0214285714285714,9.8,None
GHSI,"Guardion Health Sciences, Inc.",1.78,undefined,-0.601,,undefined, -4.52 ,-3.91, 36.37 Mil ,35396064,$-8.05,$1.35,1.797979797979798,0.99,0.0242
GHVI,"Gores Holdings VI, Inc.",13.76,undefined,None,,undefined,Not Found!,None, 586.07 Mil ,577894976,$,$0.52,1.301797540208136,10.57,None
GHVIU,"Gores Holdings VI, Inc.",14.67,undefined,None,,undefined,Not Found!,None, - ,616115008,$,$0.52,1.4568023833167825,10.07,None
GIFI,"Gulf Island Fabrication, Inc.",4.18,-108.41055670103094,-1.788,31.60,-25.935539880629413, -1.89 ,-1.156, 27.12 Mil ,26636420,$-30.2,$105.0,1.5655430711610485,2.67,0.0066000004
GIGGU,"GigCapital4, Inc.",10,undefined,None,,undefined,Not Found!,None, - ,459496000,$,$0.39,1.0204081632653061,9.8,None
GIGM,GigaMedia Limited,3.08,-3.3567010309278347,-0.12,10.00,-1.0898379970544918, 7.21 ,5.627," -12,515,000.00 ",-11768888,$0.00,$3.47,1.4,2.2,0.0216
GIII,"G-III Apparel Group, LTD.",33.395,71.05319587628867,0.48,89.40,2.127659705832869, 15.76 ,14.002, 1.97 Bil ,1982147712,$55,"$1,100",4.3034793814432994,7.76,0.13069999
GIIXU,"Gores Holdings VIII, Inc.",10.08,undefined,None,,undefined,Not Found!,None, - ,75375000,$,$0.00,1.03831891223733,9.708,None
GILT,Gilat Satellite Networks Ltd.,10.16,17.59470790378007,0.629,10.00,1.7317625889547312, 11.02 ,-86.11, 508.38 Mil ,493496096,$38.4,$160.0,2.1166666666666667,4.8,0.0212
GILD,"Gilead Sciences, Inc.",64.67,1.707018556701031,0.098,3.02,0.02639583356581152, 25.45 ,8.253, 105.15 Bil ,104787877888,"$7,518","$50,186",1.1433875530410185,56.56,0.0207
GLAD,Gladstone Capital Corporation,10.86,7.734020618556702,0.31,8.00,0.7121565947105619,Not Found!,None, 561.39 Mil ,559437632,$-9.58,$212.29,2.0375234521575982,5.33,0.0087
GLAQU,Globis Acquisition Corp.,10.46,undefined,None,,undefined,Not Found!,None, - ,158148224,$,$0.01,1.0305418719211823,10.15,None
GLAQ,Globis Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, 150.51 Mil ,150342864,USD,USD0.01,1.017293997965412,9.83,0.0036000002
GLBLU,Cartesian Growth Corporation,10,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.11,1.0204081632653061,9.8,None
GLBS,Globus Maritime Limited,4.72,undefined,-18.112,N/A,undefined, -5.93 ,-14.742, 69.14 Mil ,67977168,$-6.24,$44.35,1.2040816326530612,3.92,0.105900005
GLDD,Great Lakes Dredge & Dock Corpo,15.85,-6.804123711340206,1,-13.00,-0.429282253081401, 8.02 ,8.215, 1.21 Bil ,1204734976,$31.3,$611.4,2.1361185983827493,7.42,0.0184
GLBZ,Glen Burnie Bancorp,12.5,undefined,0.588,N/A,undefined,Not Found!,None, 27.90 Mil ,29442788,$1.03,$382.39,1.7146776406035664,7.29,0.0002
GLG,"TD Holdings, Inc.",1.31,undefined,-0.198,,undefined, -63.76 ,None, 124.97 Mil ,92912872,$0.78,$6.46,1.0,1.31,0.0011999999
GLMD,Galmed Pharmaceuticals Ltd.,3.35,-58.26144329896908,-1.352,20.00,-17.39147561163256, -1.11 ,-1.112, 33.11 Mil ,33564112,$-26.29,$8.23,1.1317567567567568,2.96,0.0154
GLNG,Golar LNG Limited,11.71,2356.223285223368,-2.821,-560.90,201.21462726074873, 20.64 ,14.166, 3.86 Bil ,3865603584,$-156.4,"$2,683.6",2.579295154185022,4.54,0.0635
GLPG,Galapagos NV,81.11,-78.97305979381444,-5.671,0.71,-0.9736538009347114, 2.52 ,-1.017," -1,004,412,000.00 ",173519424,$-600.2,"$3,707.3",1.0885787142665413,74.51,None
GLPI,"Gaming and Leisure Properties, ",46.06,36.74009072164949,2.301,2.06,0.7976572019463631, 15.6 ,15.87, 16.14 Bil ,16142328832,$424,"$6,359",1.8884788847888478,24.39,0.0126
GLRE,"Greenlight Reinsurance, Ltd.",9.01,2.9930584192439866,0.107,10.00,0.3321929433123182, 37.36 ,18.783, 395.77 Mil ,397937248,$-91.3,$892.8,1.5454545454545454,5.83,0.081999995
