TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
SMBK,"SmartFinancial, Inc.",25,undefined,2.069,N/A,undefined,1.030992,," -113,535,000.00 ",-168805792,$55.3,None,673515008,298163200,"$3,281.0",127268000,1.968503937007874,1.9433070866141733,24.68,12.7,0.0058999998,Not Found!,None
SMCI,"Super Micro Computer, Inc.",36.48,54.8396015936255,1.691,10.00,1.5032785524568395,1.737417,3.63 , 1.74 Bil ,1649916928,$65,-72577752,177894000,-1649202064,"$1,146",107405000,1.6619589977220957,1.6660592255125286,36.57,21.95,0.0173, 11.64 ,11.735
SMED,Sharps Compliance Corp.,8.72,31.953466135458168,0.588,22.50,3.6643883182864867,3.7521367,5.87 , 155.26 Mil ,182293232,$19.07,-1979500,11216000,-137082592,$28.85,15652000,1.6,1.5798165137614677,8.61,5.45,0.0695, 9.4 ,14.219
SMCP,,31.1372,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,30.9056,20.65,,Not Found!,
SMFR,,,,Key Error,,,,, 2.11 Bil ,,$,,,,$0.00,,,,,,,Not Found!,
SMFRW,,,,Key Error,,,,, - ,,$,,,,$0.00,,,,,,,Not Found!,
SMH,,270.24,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,272.08,164.03,,Not Found!,
SMID,Smith-Midland Corporation,16.82,undefined,1.071,N/A,undefined,3.3281097,4.53 , 81.41 Mil ,104232752,$9.38,7522000,13760000,-74624696,$25.24,7707000,3.036101083032491,3.066787003610108,16.99,5.54,0.0062, 7.31 ,10.331
SMIH,,9.6,,Unexpected error:<class 'TypeError'>,,,None,, 245.13 Mil ,,$,None,None,,$25.63,None,,,9.59,9.49,, -6128.23 ,
SMIHU,,10.01,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$25.63,None,,,10,9.66,, -6128.23 ,
SMIHW,,,,Key Error,,,,N/A , - ,,$,,,,$25.63,,,,,,, -6128.23 ,
SMIT,"Schmitt Industries, Inc.",4.71,undefined,-1.411,N/A,undefined,2.4401915,-0.75 , 18.19 Mil ,30586492,$-8.35,-4781427,3600230,-13728536,$17.40,13082604,1.0680272108843536,1.026077097505669,4.525,4.41,0.0073, -2.31 ,-4.611
SMMF,"Summit Financial Group, Inc.",23.7,82.78135458167331,2.862,8.00,3.492884159564275,1.043294,, 316.11 Mil ,313049824,$53.9,None,176596992,-130455872,"$2,957.3",193723008,1.6344827586206896,1.623448275862069,23.54,14.5,0.0064999997,Not Found!,None
SMMT,Summit Therapeutics Inc.,6.59,undefined,-0.874,N/A,undefined,8.365508,11.26 , 531.75 Mil ,647529792,$-64.75,-36127724,102194000,-529895920,$26.09,56370000,2.0987261146496814,2.054140127388535,6.45,3.14,0.025799999, -7.64 ,-11.094
SMPL,The Simply Good Foods Company,34.65,35.58383426294821,0.699,20.54,1.0269504837791692,2.6338649,3.07 , 3.78 Bil ,3940965888,$121.3,100466248,91307000,-3276670472,$870.7,574276992,1.8609022556390975,1.8442534908700323,34.34,18.62,0.0374, 50.22 ,24.084
SMTI,Sanara MedTech Inc.,33.4,undefined,-1.062,N/A,undefined,None,38.27 , 234.88 Mil ,212513680,$-3.41,-2937415,27328628,-231158396,$4.13,450461,1.568075117370892,1.5211267605633803,32.4,21.3,0.02, -66.99 ,-53.211
SMSI,"Smith Micro Software, Inc.",4.68,-0.8773705179282869,-0.026,10.75,-0.18747233289065962,2.0857525,6.52 , 225.84 Mil ,206215408,$4.28,9434750,89247000,-159197464,$17.95,6054000,1.337142857142857,1.3228571428571427,4.63,3.5,0.035099998, -264.75 ,54.656
SMTC,Semtech Corporation,74.87,55.955378486055785,1.12,20.00,0.7473671495399463,6.8309984,9.57 , 4.69 Bil ,4085076480,$110.4,79104376,268809984,-4544176384,$391.4,192550000,1.519894437677629,1.5042630937880632,74.1,49.26,0.0222, 33.51 ,34.435
SNAX,,6.74,,Unexpected error:<class 'TypeError'>,30.00,,None,, 60.63 Mil ,,$,None,59163,,$3.04,0,,,6.3601,5.64,, -87.61 ,
SNAXW,,,,Key Error,,,,, - ,,$,,,,$3.04,,,,,,, -87.61 ,
SNCRL,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SNBR,Sleep Number Corporation,92.98,301.05956972111557,5.984,20.20,3.2378959961401974,None,2.93 , 2.92 Bil ,3365029888,$306,226117376,2238000,-2234505424,"$1,258",677451008,2.1199270405836756,2.0756953944368446,91.04,43.86,0.2234, 9.39 ,12.494
SNCR,"Synchronoss Technologies, Inc.",2.45,-37.65155378486057,-1.161,10.00,-15.367981136677782,2.3870335,-0.23 , 411.56 Mil ,446650528,$-15.1,14024875,29818000,-77526520,$289.2,61430000,1.0425531914893618,1.0297872340425531,2.42,2.35,0.1861, 32.91 ,-341.476
SND,"Smart Sand, Inc.",2.355,8.687808764940241,0.84,-2.60,3.6890907706752616,0.338884,1.06 , 119.27 Mil ,173236848,$28.9,-3519750,11417000,-89118808,$128.6,60284000,2.1216216216216215,2.072162162162162,2.3001,1.11,0.108100004, 18.2 ,41.855
SNCY,"Sun Country Airlines Holdings, ",32.57,undefined,None,N/A,undefined,None,1.91 , 1.92 Bil ,2444461824,$33.8,None,275376000,-1444372864,$845.7,505140992,1.119628738398075,1.0254382949467171,29.83,29.09,0.036, 12.96 ,-166.823
SNDL,Sundial Growers Inc.,0.7343,undefined,None,N/A,undefined,None,13.10 , 709.95 Mil ,484731008,$-112.23,-35292124,985886016,-357034048,$65.28,1219000,5.321014492753623,5.217391304347825,0.72,0.138,0.1525, -2.91 ,-5.995
SNDX,"Syndax Pharmaceuticals, Inc.",18.06,undefined,-1.878,N/A,undefined,3.8689215,7.69 , 657.53 Mil ,573022784,$-80.56,-42447624,276175008,-606774304,$48.50,20770000,1.3870967741935483,1.3732718894009217,17.88,13.02,0.16290002, -7.4 ,-6.87
SNEX,StoneX Group Inc.,67.77,undefined,None,19.00,undefined,None,3.07 , 6.50 Bil ,-1947867648,"$2,057",None,10049999872,8739759104,"$15,898",6847600128,1.4033961482708635,1.3619797059432595,65.77,48.29,0.0125, 31.64 ,None
SNES,"SenesTech, Inc.",1.7,-187.95976095617536,-2.785,30.00,-110.56456526833846,2.191601,-0.66 , 8.26 Mil ,6534945,$-7.62,-4650375,15191000,-5122880,$1.31,1377000,1.3076923076923077,1.2846153846153845,1.67,1.3,0.026600001, -1.15 ,-0.912
SNFCA,Security National Financial Cor,8.46,undefined,3.385,N/A,undefined,0.58591276,, 251.84 Mil ,274422784,$100.3,89941136,144569168,-16088064,"$1,216.2",246201920,1.4562294604514934,1.420081920653052,8.25,5.809524,0.0484, 2.99 ,2.373
SNLN,,16.09,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,16.08,15.59,,Not Found!,
SNGX,"Soligenix, Inc.",1.16,-6.7279681274900405,-0.404,1.00,-5.799972523698311,2.6789837,-7.62 , 27.54 Mil ,27191800,$-12.76,-7964035,30541944,-15949464,$14.01,10440808,1.3647058823529412,1.2823529411764707,1.09,0.85,0.0229, -2.32 ,-2.209
SNGXW,,,,Key Error,,,,N/A , - ,,$-12.76,,,,$14.01,,,,,,, -2.32 ,
SNPS,"Synopsys, Inc.",333.55,220.66788844621516,5.138,16.00,0.6615736424710392,9.968818,10.70 , 49.85 Bil ,40276652032,"$1,220",1015788096,1457917952,-49271746560,"$3,331",692128000,1.7233273056057865,1.7157323688969257,332.08,193.55,0.0117999995, 49.69 ,44.599
SNPO,,,,Key Error,N/A,,,1.59 , 2.17 Bil ,,$0.0,,,,$883.0,,,,,,, 55.32 ,
SNOA,"Sonoma Pharmaceuticals, Inc.",5.57,undefined,-0.867,N/A,undefined,0.9402431,-16.18 , 14.63 Mil ,14515739,$-2.49,-3077125,4220000,-7351063,$9.50,2675000,1.0629770992366412,1.047709923664122,5.49,5.24,0.0058999998, -3.78 ,-4.505
SNPX,"Synaptogenix, Inc.",6.73,undefined,None,,undefined,None,N/A , 9.90 Mil ,22688530,$-10.04,None,14848451,-8936671,$0.77,0,2.5884615384615386,2.557692307692308,6.65,2.6,None, -0.9 ,-1.939
SNRH,Senior Connect Acquisition Corp,9.71,undefined,None,,undefined,None,N/A , 502.87 Mil ,505572512,$,None,25000,-503502488,$0.05,0,1.0114583333333336,1.0104166666666667,9.7,9.6,0.0022,Not Found!,None
SNRHU,,10.05,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,25000,,$0.05,0,,,10.05,9.81,,Not Found!,
SNRHW,,,,Key Error,,,,N/A , - ,,$,,,,$0.05,,,,,,,Not Found!,
SNSE,"Sensei Biotherapeutics, Inc.",11.73,undefined,None,N/A,undefined,None,N/A , 174.54 Mil ,238547024,$,None,169418000,-167055504,$69.88,685000,1.7416481069042316,1.6280623608017817,10.965,6.735,0.0084, -9.59 ,-10.7
SNSR,,37.97,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,38.1299,24.91,,Not Found!,
SNTG,,3.92,,Unexpected error:<class 'TypeError'>,,,None,N/A , 55.78 Mil ,,$0.00,-1168548,117434,,$1.93,1437661,,,3.82,3.75,,Not Found!,
SNUG,,28.51,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.45,25.22,,Not Found!,
SNY,Sanofi,49.06,162.06023904382474,5.778,7.50,3.303306951565934,1.918488,2.05 , 135.62 Bil ,142643380224,"$7,045",6238249984,9722000384,-111149992960,"$58,984",21649000448,1.0960679177837356,1.0793118856121537,48.31,44.76,None, 10.3 ,13.267
SOCL,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
SOFI,"SoFi Technologies, Inc.",15.69,undefined,None,N/A,undefined,None,, 14.26 Bil ,13696231424,$,None,461920000,-11764422912,"$3,445.6",2569032960,1.3296610169491525,1.2907627118644067,15.231,11.8,None,Not Found!,None
SOFIW,,,,Key Error,,,,, - ,,$,,,,"$3,445.61",,,,,,,Not Found!,
SOHO,Sotherly Hotels Inc.,2.485,undefined,-4.049,N/A,undefined,None,-0.28 , 404.37 Mil ,504691552,$-4.49,1782421,25297772,-12336724,$429.51,386959424,1.679054054054054,1.663108108108108,2.4614,1.48,0.0064999997, 60.11 ,-51.487
SOHOB,Sotherly Hotels Inc. - 8.0% Ser,16.77,undefined,-4.049,,undefined,None,Not Found!,,709775872,Not Found!,1782421,25297772,-47160692,Not Found!,386959424,3.6456521739130436,3.554347826086957,16.35,4.6,0.00090000004,,-72.409
SOHON,Sotherly Hotels Inc. - 8.25% Se,17.3,undefined,-3.658,,undefined,None,Not Found!,,761229120,Not Found!,-7445194,21087140,-52925244,Not Found!,392557184,3.6192468619246863,3.531380753138075,16.88,4.78,0.0023999999,,-75.504
SOHU,Sohu.com Limited,23.31,63.77370517928288,-0.425,-94.10,2.735894688085924,2.3041193,1.19 , 1.11 Bil ,1829625088,$0.0,None,349244000,-547725728,"$1,854.3",564579008,1.5498670212765957,1.5159574468085109,22.8,15.04,None, 6.98 ,9.972
SOHOO,Sotherly Hotels Inc. - 7.875% S,16.42,undefined,-3.658,,undefined,None,Not Found!,,760788864,Not Found!,-7445194,21087140,-50302668,Not Found!,392557184,3.3883615352868346,3.2913743293437885,15.95,4.846,0.0018000001,,-75.46
SOLO,Electrameccanica Vehicles Corp.,3.44,undefined,-0.824,N/A,undefined,1.3973982,14.44 , 128.44 Mil ,217079728,$-44.33,-21776710,260365632,-115757856,$15.36,2012490,1.4700854700854702,1.4188034188034189,3.32,2.34,0.1703, -3.33 ,-7.398
SOLOW,,,,Key Error,,,,N/A , - ,,$-44.33,,,,$15.36,,,,,,, -3.33 ,
SONM,"Sonim Technologies, Inc.",0.59,-29.773625498007974,-0.507,25.00,-50.463772030521994,2.088737,-6.89 , 45.51 Mil ,16196391,$-31.25,-8204375,13912000,-27063420,$27.91,325000,1.634349030470914,1.664819944598338,0.601,0.361,0.0138, -1.67 ,-0.613
SOLY,"Soliton, Inc.",21.22,-64.04454183266934,-0.821,36.00,-3.018121669777066,16.836248,N/A , 436.83 Mil ,454544096,$-16.77,-7132383,26052000,-431361888,$4.32,0,3.295031055900621,3.2717391304347823,21.07,6.44,0.1521, -20.93 ,-28.328
SONN,Sonnet BioTherapeutics Holdings,0.63,undefined,None,N/A,undefined,None,N/A , 30.74 Mil ,26622896,$0.00,-13327092,6738811,-6735818,$5.81,293935,1.1454545454545453,1.1341818181818182,0.6238,0.55,0.026099999, -1.2 ,-1.095
SONO,"Sonos, Inc.",37.7,22.212286852589646,0.361,26.60,0.5891853276548977,8.629465,8.24 , 4.02 Bil ,3570227968,$288,258874128,638926976,-3786663296,$497,50079000,2.85822592873389,2.800530705079606,36.939,13.19,0.057600003, 17.92 ,21.315
SOPH,,,,Key Error,N/A,,,20.18 , 1.02 Bil ,,$0.00,,,,$29.85,,,,,,, -76.57 ,
SOTK,Sono-Tek Corporation,3.65,undefined,0.07,N/A,undefined,4.851763,10.08 , 45.70 Mil ,51263812,$1.56,182374,8647548,-44679844,$4.14,1001640,1.3670411985018727,1.2659176029962547,3.38,2.67,None, 15.32 ,28.424
SOXQ,,26.81,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.97,24.38,,Not Found!,
SOXX,,464.77,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,468.42,286.18,,Not Found!,
SP,SP Plus Corporation,31.37,-191.6953784860558,-5.911,10.00,-6.110786690661644,3.8777034,0.97 , 1.34 Bil ,1382069504,$32.6,16937500,18000000,-706008512,$913.6,675400000,1.8818236352729454,1.8686262747450506,31.15,16.67,0.0201, -23.78 ,31.626
SPBC,,27.1403,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.84,24.58,,Not Found!,
SPCB,"SuperCom, Ltd.",1.12,undefined,-0.452,N/A,undefined,4.512195,-2.24 , 41.22 Mil ,43017496,$0.00,-3475500,3137000,-19061558,$35.43,22156000,1.5774647887323945,1.5492957746478875,1.1,0.71,0.0395,Not Found!,-39.538
SPFI,"South Plains Financial, Inc.",22.73,undefined,2.913,N/A,undefined,1.0942469,, 149.76 Mil ,161271040,$81.3,None,426391008,16788928,"$3,320.1",167058000,1.973090277777778,1.9696180555555558,22.69,11.52,0.008,Not Found!,None
SPI,"SPI Energy Co., Ltd.",5.72,undefined,-0.41,,undefined,2.6850939,-3.15 , 157.47 Mil ,146347712,$0.0,559125,38882000,-90933264,$168.6,67558000,5.890834191555098,5.509886714727086,5.3501,0.971,0.0454, -78.07 ,39.986
SPK,,,,Key Error,,,,, 77.39 Mil ,,$,,,,$1.64,,,,,,, -2091.7 ,
SPKAU,,10.15,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,162500,,$1.64,200000,,,10.19,9.9,, -2091.7 ,
SPKB,,9.73,,Unexpected error:<class 'TypeError'>,,,None,, 347.33 Mil ,,$,None,1135544,,$26.90,0,,,9.68,9.61,, -468.73 ,
SPKAR,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SPKBU,,9.99,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1135544,,$26.90,0,,,9.91,9.711,, -468.73 ,
SPLK,Splunk Inc.,156.16,562.8146932270918,-6.661,-56.70,3.6040899924890613,20.235434,2.51 , 25.63 Bil ,23261241344,$-80,361632736,1865394048,-23703093376,"$4,912",2555212032,1.416031918752267,1.392999637286906,153.62,110.28,0.0423, -27.19 ,-30.541
SPKBW,,,,Key Error,,,,N/A , - ,,$,,,,$26.90,,,,,,, -468.73 ,
SPNS,Sapiens International Corporati,28.15,28.182788844621516,0.699,14.50,1.0011647902174607,4.010188,4.00 , 1.53 Bil ,1482808576,$63.2,51749752,172184000,-1377438656,$313.3,155952000,1.1584362139917694,1.1563786008230452,28.1,24.3,0.0107, 20.44 ,21.412
SPNE,SeaSpine Holdings Corporation,16.34,4.681705179282867,-1.571,-10.20,0.28651806482759284,2.8408494,5.85 , 476.66 Mil ,656580160,$-46.6,-29160624,87749000,-449129208,$59.1,34682000,1.347073371805441,1.3215498763396536,16.0304,12.13,0.0159, -16.29 ,-21.087
SPOK,"Spok Holdings, Inc.",10.21,undefined,-2.197,N/A,undefined,0.98299414,2.58 , 144.58 Mil ,136427968,$8.2,6447750,71642000,-122370000,$74.2,18677000,1.425977653631285,1.3924581005586594,9.97,7.16,0.051799998, 13.42 ,11.147
SPQQ,,33.8991,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,33.7513,25.95,,Not Found!,
SPPI,"Spectrum Pharmaceuticals, Inc.",2.2,undefined,-1.293,N/A,undefined,2.3312237,N/A , 205.10 Mil ,283085472,$-126.99,-71075624,180024992,-176390560,$66.46,2427000,1.0232558139534884,1.0186046511627906,2.19,2.15,0.1282, -1.14 ,-2.004
SPRO,"Spero Therapeutics, Inc.",18.5,-238.43862948207172,-2.996,36.90,-12.888574566598471,4.57314,7.35 , 497.15 Mil ,483973024,$-69.76,-39418624,99218000,-444248432,$29.34,7438000,2.0,1.9372972972972975,17.92,9.25,0.103, -6.62 ,-6.447
SPRB,"Spruce Biosciences, Inc.",7.83,undefined,None,N/A,undefined,None,N/A , 80.03 Mil ,174703936,$-35.37,-20116750,148627008,-33360832,$13.34,6741000,1.0875,1.082638888888889,7.795,7.2,0.026199998, -2.04 ,-5.131
SPRT,"Support.com, Inc.",26.02,-3.372749003984064,-0.104,10.00,-0.12962140676341521,12.374779,48.25 , 470.51 Mil ,58619700,$0.31,2098250,39021000,-467186104,$5.76,15000,16.061728395061728,12.839506172839506,20.8,1.62,0.5589, -144.24 ,-34.523
SPRX,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
SPSC,"SPS Commerce, Inc.",137.38,52.68868525896415,1.279,15.00,0.3835251511061592,11.269944,27.01 , 4.75 Bil ,3492925696,$89.6,67265504,208448000,-4756453376,$117.5,22167000,1.9583749109052029,1.9537419814682822,137.055,70.15,0.0323, 62.43 ,48.578
SPTK,SportsTek Acquisition Corp.,9.69,undefined,None,,undefined,None,N/A , 519.95 Mil ,207397744,$0.00,None,1758506,-521501462,$0.20,0,1.009375,1.0041666666666669,9.64,9.6,None,Not Found!,None
SPT,"Sprout Social, Inc",128.01,undefined,-1.485,N/A,undefined,None,43.46 , 6.76 Bil ,6401438720,$1.5,24068124,171480992,-6871303776,$95.5,24891000,4.0458280657395695,4.035714285714286,127.69,31.64,0.0401, -348.61 ,-317.453
SPTKU,,9.9,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1758506,,$0.54,0,,,9.875,9.78,,Not Found!,
SPTN,SpartanNash Company,21.18,114.0032111553785,2.231,20.65,5.382587873247332,1.0147378,4.93 , 1.48 Bil ,1530167552,$106,54915376,23292000,-737750112,"$1,453",838803968,1.3447619047619048,1.3307936507936509,20.96,15.75,0.1367, 7.62 ,7.128
SPTKW,,,,Key Error,,,,N/A , - ,,$,,,,$0.54,,,,,,,Not Found!,
SPWR,SunPower Corporation,21.67,-106.57115537848605,2.26,-35.40,-4.917912107913523,10.181993,2.79 , 3.77 Bil ,4919387136,$-62,87165000,538484992,-3129311232,"$1,103",722686016,2.2714884696016777,2.2264150943396226,21.24,9.54,0.19399999, 5.78 ,141.094
SQFT,"Presidio Property Trust, Inc.",3.87,undefined,None,N/A,undefined,None,-0.36 , 101.09 Mil ,158010880,$2.48,5592060,2985381,-33526719,$95.60,108781008,1.4714828897338403,1.429657794676806,3.76,2.63,0.0061000003, 11.17 ,18.191
SPWH,"Sportsman's Warehouse Holdings,",17.69,118.01620398406376,2.304,20.72,6.67135127100417,3.6236932,3.83 , 1.07 Bil ,998233664,$-4,178367248,59719000,-715216616,$524,282140000,1.566873339238264,1.5651018600531446,17.67,11.29,0.079, 7.57 ,5.844
SQFTP,,24.95,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,5592060,2985381,,Not Found!,108781008,,,24.89,0.51,,,
SQL,,,,Key Error,,,,-34.56 , 50.52 Mil ,,$0.00,,,,$6.12,,,,,,, -34.25 ,
SQLLW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$6.12,,,,,,, -34.25 ,
SQLV,,38.2008,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,37.9041,22.52,,Not Found!,
SRAX,"SRAX, Inc.",5.44,-41.36000000000001,-1.004,15.00,-7.602941176470589,4.617968,2.94 , 107.14 Mil ,96322888,$-22.49,1240625,34190000,-93331904,$22.06,4128000,2.6407766990291264,2.6262135922330097,5.41,2.06,0.039300002, 40.26 ,-14.228
SQQQ,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
SRCE,1st Source Corporation,46.03,117.65705179282871,3.628,10.00,2.556094977032994,1.2905055,, 1.26 Bil ,1186587008,$195.0,None,367264992,-782966304,"$6,773.2",353092000,1.602715877437326,1.5849582172701953,45.52,28.72,0.0164,Not Found!,None
SRCL,"Stericycle, Inc.",70.91,-4.40964143426295,-0.129,11.00,-0.0621864537337886,2.6621866,2.20 , 8.53 Bil ,8655676416,$368,818512512,50000000,-6456752000,"$3,024",2136600064,1.1915644429507646,1.176777012266846,70.03,59.51,0.0127, 22.84 ,17.042
SRDX,"Surmodics, Inc.",58.3,16.928605577689243,0.522,10.00,0.2903705930993009,5.5392876,15.10 , 719.83 Mil ,676276992,$10.9,18191124,65951000,-721058024,$36.4,3757000,1.657662780779073,1.6070514643161786,56.52,35.17,0.0508, 57.47 ,41.807
SRET,,9.8,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,9.65,7.43,,Not Found!,
SREV,"ServiceSource International, In",1.41,-13.036972111553789,-0.222,25.00,-9.246079511740277,2.0196354,-0.95 , 154.89 Mil ,161121616,$-3.8,17651000,32464000,-107717840,$70.1,46772000,1.2589285714285712,1.2589285714285712,1.41,1.12,0.0064999997, 38.35 ,-14.969
SRGA,"Surgalign Holdings, Inc.",1.45,undefined,None,15.00,undefined,None,-5.28 , 134.46 Mil ,91405808,$-131.2,67661128,63763000,-91944712,$117.0,1657000,1.6477272727272727,1.5795454545454544,1.39,0.88,0.0504, -0.79 ,-1.499
SRNG,Soaring Eagle Acquisition Corp.,9.94,undefined,None,,undefined,None,, 2.12 Bil ,2134926336,$,None,1917469,-2113363811,$0.00,0,1.0205338809034907,1.0071868583162218,9.81,9.74,None,Not Found!,None
SRNE,"Sorrento Therapeutics, Inc.",8.02,-72.34318725099604,-0.907,37.00,-9.020347537530679,9.519231,-0.94 , 2.41 Bil ,2441010432,$-252.13,-138271632,236108992,-2083968064,$593.39,154762000,1.551257253384913,1.5241779497098646,7.88,5.17,0.17909999, -7.95 ,-10.854
SRNGU,,10.4,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1917469,,$0.00,0,,,10.31,9.8,,Not Found!,
SRPT,"Sarepta Therapeutics, Inc.",80.51,-1302.4613545816735,-7.11,96.00,-16.177634512255292,8.384912,0.49 , 5.86 Bil ,5846032896,$-783.2,-463299136,1737832960,-4679987712,"$2,274.0",1169990016,1.232924961715161,1.2212863705972437,79.75,65.3,0.0979, -10.87 ,-10.466
SRRA,"Sierra Oncology, Inc.",19.33,-758.0048286852591,-6.331,59.80,-39.21390732981165,2.4200413,0.18 , 160.27 Mil ,113976952,$-62.11,-28788000,107658000,-138106992,$10.11,336000,1.9291417165668663,1.889920159680639,18.937,10.02,0.0037, -2.21 ,-1.691
SRNGW,,2.42,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$0.00,None,,,2.49,1.58,,Not Found!,
SRRK,Scholar Rock Holding Corporatio,38.18,undefined,-2.992,N/A,undefined,5.386815,5.25 , 1.07 Bil ,772839488,$-108.54,-12860375,314688992,-981735328,$115.40,55757000,2.870676691729323,2.8308270676691727,37.65,13.3,0.1317, -10.18 ,-8.161
SRSA,,9.77,,Unexpected error:<class 'TypeError'>,,,None,N/A , 244.53 Mil ,,$,None,None,,$0.08,31122,,,9.75,9.08,,Not Found!,
SRSAU,,10.01,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$0.08,31122,,,10,9.89,,Not Found!,
SRSAW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$21.36,,,,,,,Not Found!,
SRZN,,10.53,,Unexpected error:<class 'TypeError'>,,,None,, 336.59 Mil ,,$,None,25448000,,$0.00,8562000,,,9.61,6.24,,Not Found!,
SRTS,"Sensus Healthcare, Inc.",3.65,undefined,-0.265,N/A,undefined,2.8853915,5.72 , 45.07 Mil ,41596724,$-3.06,-2211114,15204000,-43746320,$6.15,1125000,1.5732758620689655,1.5387931034482758,3.57,2.32,0.0091, -34.64 ,-15.697
SRZNW,,1.66,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,25448000,,$0.00,8562000,,,1.44,1.44,,Not Found!,
SSAA,Science Strategic Acquisition C,9.67,undefined,None,,undefined,None,, 377.17 Mil ,378228864,$,None,969248,-377064480,$0.02,0,1.0072916666666667,1.0072916666666667,9.67,9.6,0.0004,Not Found!,None
SSAAU,,9.9,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,969248,,$0.02,0,,,9.83,9.59,,Not Found!,
SSAAW,,,,Key Error,,,,N/A , - ,,$,,,,$0.18,,,,,,,Not Found!,
SSB,SouthState Corporation - Common,67.2,135.91091633466138,3.782,12.00,2.022483874027699,1.0013849,, 4.07 Bil ,1672884352,$690,None,6107613184,1379724288,"$35,618",1788226944,1.4933333333333334,1.4757777777777776,66.41,45,0.0186,Not Found!,None
SSBI,Summit State Bank,16.35,undefined,1.88,N/A,undefined,1.3085766,, 97.10 Mil ,98246160,$2.83,None,56143000,-42670096,$822.67,54384000,1.609251968503937,1.6023622047244095,16.28,10.16,0.002,Not Found!,None
SSBK,,,,Key Error,,,,, 75.33 Mil ,,$0.00,,,,"$1,314.64",,,,,,,Not Found!,
SSKN,"Strata Skin Sciences, Inc.",1.55,-10.100717131474104,-0.172,25.00,-6.516591697725228,2.4579833,-4.48 , 58.80 Mil ,47400008,$-1.61,432375,9576000,-49744756,$19.10,8671000,1.324786324786325,1.324786324786325,1.55,1.17,0.0101, -49.74 ,-31.123
SSNC,"SS&C Technologies Holdings, Inc",73.26,52.81461992031874,2.629,2.96,0.7209202828326335,3.2206883,1.62 , 24.66 Bil ,25093820416,"$1,077",1316487552,253700000,-18126147680,"$11,611",6828100096,1.25466689501627,1.227778729234458,71.69,58.39,0.0086, 13.22 ,14.432
SSP,E.W. Scripps Company (The),16.87,107.24693227091635,3.307,10.00,6.357257396023494,1.1537917,0.77 , 5.04 Bil ,5396776448,$246,375990016,538185024,-801364416,"$4,711",3849022976,1.8849162011173186,1.8156424581005588,16.25,8.95,0.0674, 9.37 ,10.697
