TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
FVAM,5:01 Acquisition Corp.,9.95,undefined,-0.279,,undefined,None,N/A,105305256,-420733,331273,-109350543,0.031,0,1.0268317853457172,1.0237358101135192,9.92,9.69,0,-0.04880100679703992,8621400,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
FVC,,34.2504,,None,,,None,Not Found!,,,,,,,,,34.39,33.18,,,,,,,,,,,
FVCB,"FVCBankcorp, Inc.",18.79,undefined,1.42,N/A,undefined,1.2547758,,194096400,None,138986000,-117232752,9.951,44524000,1.0438888888888889,1.0369444444444444,18.665,18,0.0036000002,undefined,13686900,USD,United States,strong_buy,None,undefined,undefined,Financial Services,Banks—Regional
FWAC,Fifth Wall Acquisition Corp. II,9.79,undefined,None,,undefined,None,N/A,342908704,None,737986,-345731230,0.021,0,1.289855072463768,1.2938076416337287,9.82,7.59,0.0001,undefined,28407000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
FWBI,"First Wave BioPharma, Inc.",0.1688,undefined,-14.188,N/A,undefined,None,N/A,3136075,-45378880,8248684,5928468,0.494,1030363,1.2503703703703704,1.1118518518518519,0.1501,0.135,0.026199998,-3.0667000060821907,14797300,USD,United States,hold,-0.056,undefined,undefined,Healthcare,Biotechnology
FWONA,Liberty Media Corporation - Ser,58.25,-0.270076726342711,0.004,-68.50,-0.004636510323480017,2.0803022,2.05,15481594880,760124992,2074000000,-12170994048,8.938,3631000064,1.4336697021904996,1.4302239724341619,58.11,40.63,0.053000003,30.65947330846022,24792500,USD,United States,buy,35.427,-2070.102545635166,-35.538241126783966,Communication Services,Broadcasting
FWONK,Liberty Media Corporation - Ser,63.53,-0.270076726342711,0.004,-68.50,-0.0042511683667985365,2.2607331,2.05,16620984320,760124992,2074000000,-12466409856,8.938,3631000064,1.3774934952298352,1.3664353859496965,63.02,46.12,0.059499998,3.728570484529291,203864992,USD,United States,buy,38.034,-251.75002759993166,-3.962695224302403,Communication Services,Broadcasting
FWP,Forward Pharma A/S,4.07,-26.358363171355503,-0.794,21.00,-6.476256307458354,0.37674117,N/A,-30341206,-3007750,70770000,42473636,10.083,0,1.0175,1.0,4,4,None,-0.42852217373402346,7018890,USD,Denmark,none,None,-14.225621010403133,-3.495238577494627,Healthcare,Biotechnology
FWRD,Forward Air Corporation,96.69,53.57498516624041,2.198,13.16,0.554090238558697,4.646479,5.40,2883757568,96119128,61630000,-2519617744,2.28,324232992,1.2002234359483615,1.1785004965243295,94.94,80.56,0.035099998,3.5654876067393224,26958200,USD,United States,buy,12.381,86.90670866309064,0.8988179611447993,Industrials,Integrated Freight & Logistics
FWRG,"First Watch Restaurant Group, I",14.96,-5.199652173913043,-0.102,36.80,-0.3475703324808183,2.0663795,1.51,1189737856,16765125,51864000,-826776192,0.878,473972000,1.2929991356957649,1.277009507346586,14.775,11.57,0.0838,0.2839217489381592,59048400,USD,United States,buy,19.854,14.473473912622477,0.9674782027154062,Consumer Cyclical,Restaurants
FXCO,,10,,None,,,None,N/A,,-610321,None,,,None,,,9.97,9.75,,,,,,,,,,,
FXCOR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
FXCOW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
FXNC,First National Corporation,17.4,undefined,2.172,N/A,undefined,0.9480187,,-3459064,None,149790000,38928400,23.967,14273000,1.0616229408175715,1.0518608907870652,17.24,16.39,0.0016,undefined,6228180,USD,United States,hold,None,undefined,undefined,Financial Services,Banks—Regional
FYBR,"Frontier Communications Parent,",25.63,undefined,36.498,N/A,undefined,1.3862104,0.68,12658270208,-233750000,2127000064,-3951427072,8.702,8335000064,1.168718650250798,1.1285909712722297,24.75,21.93,0.051799998,-0.9563925894406075,244408000,USD,United States,buy,5.307,undefined,undefined,Communication Services,Telecom Services
FYC,,57.11,,None,,,None,Not Found!,,,,,,,,,57.25,51.97,,,,,,,,,,,
FYT,,46.6972,,None,,,None,Not Found!,,,,,,,,,46.83,42.69,,,,,,,,,,,
FYX,,80.68,,None,,,None,Not Found!,,,,,,,,,80.4276,74.3,,,,,,,,,,,
GABC,,35.28,,None,9.00,,None,,,None,60477000,,,156124000,,,35.48,32.76,,,,,,,,,,,
GACQ,Global Consumer Acquisition Cor,10.12,undefined,None,,undefined,None,N/A,233032000,None,257271,-235127785,0.011,0,1.0465356773526369,1.045501551189245,10.11,9.67,0.0002,undefined,23282400,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GACQW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GACQU,,10.1,,None,,,None,N/A,,None,257271,,,0,,,10.1,9.91,,,,,,,,,,,
GAIA,"Gaia, Inc.",4.18,2.670946291560102,0.101,15.00,0.6389823664019384,1.0022327,0.97,104970744,6326000,10269000,-72359504,0.502,14203000,1.0568632904351343,1.0,3.9551,3.9551,0.0088,0.42025962292228586,15052600,USD,United States,buy,6.777,11.113771102343826,2.658796914436322,Communication Services,Entertainment
GAINZ,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GAIN,Gladstone Investment Corporatio,14.56,43.28823529411765,3.345,3.00,2.973093083387201,1.0932791,,749091072,30686250,27950000,-453854544,0.842,261035008,1.1751412429378532,1.16545601291364,14.44,12.39,0.0082,0.9241454600210811,33205000,USD,United States,hold,None,11.959529482625756,0.8213962556748459,Financial Services,Asset Management
GAINN,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GALT,Galectin Therapeutics Inc.,1.85,undefined,-0.541,N/A,undefined,17.9661,N/A,84792736,-13229500,39648000,-86155552,0.668,30186000,1.554621848739496,1.5840336134453783,1.885,1.19,0.077,-0.2229391671567694,59341300,USD,United States,buy,None,undefined,undefined,Healthcare,Biotechnology
GAMB,Gambling.com Group Limited,7.04,undefined,0.599,N/A,undefined,2.9894736,4.31,236372176,7450500,51168000,-188857440,1.514,7623000,1.0731707317073171,1.0731707317073171,7.04,6.56,0.014400001,0.2203872639500213,33806400,USD,Jersey,strong_buy,16.721,undefined,undefined,Consumer Cyclical,Gambling
GAMCU,,9.77,,None,,,None,N/A,,None,366612,,,141367,,,9.77,9.6,,,,,,,,,,,
GAMCW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GAMC,,9.8,,None,,,None,N/A,,None,366612,,,141367,,,9.81,9.59,,,,,,,,,,,
GAME,"Engine Gaming and Media, Inc.",1.2,undefined,-3.429,N/A,undefined,0.69070905,-3.24,25145288,-41992344,5348900,-12215028,0.342,9174997,1.6551724137931034,1.4896551724137932,1.08,0.725,None,-2.701636332053039,15543300,USD,Canada,strong_buy,-0.901,undefined,undefined,Communication Services,Electronic Gaming & Multimedia
GAN,GAN Limited,3.51,undefined,-0.6,N/A,undefined,0.622168,2.47,118776272,5317375,39477000,-111149864,0.934,658000,1.2513368983957218,1.2263814616755793,3.44,2.805,0.0854,0.12602684369696912,42192400,USD,United States,buy,-8.45,undefined,undefined,Consumer Cyclical,Gambling
GASS,"StealthGas, Inc.",2.45,1.1172173913043477,0.073,5.10,0.45600709849157045,0.17344497,0.42,361902496,9095124,32068744,-67638992,0.847,297053632,1.2827225130890054,1.293193717277487,2.47,1.91,0.0026,0.23807853997937292,38202200,USD,Greece,strong_buy,7.092,3.6436367857712724,1.487198688069907,Industrials,Marine Shipping
GATE,Marblegate Acquisition Corp.,9.9,undefined,None,,undefined,4960,N/A,406395424,None,380160,-423410176,0.009,0,1.014344262295082,1.0163934426229508,9.92,9.76,0.0005,undefined,30910000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GANX,"Gain Therapeutics, Inc.",4.2,undefined,-1.46,N/A,undefined,1.2848101,3.86,5368929,-6967034,36880672,-11350908,3.104,1608484,1.8025751072961373,1.7167381974248928,4,2.33,0.0032,-0.586465483135096,11879700,USD,United States,strong_buy,-0.389,undefined,undefined,Healthcare,Biotechnology
GATEU,,9.98,,None,,,4969.9995,N/A,,None,380160,,,0,,,9.94,9.84,,,,,,,,,,,
GATEW,,0.0999,,None,,,49.949997,N/A,,None,1,,,186819,,,0.0999,0.059,,,,,,,,,,,
GBBKR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GBBK,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GBBKW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GBDC,"Golub Capital BDC, Inc.",13.74,42.17810741687979,2.026,10.00,3.0697312530480194,0.9019092,,5197061632,252672624,182683008,-2146714240,1.069,2830427904,1.0887480190174328,1.0855784469096672,13.7,12.62,0.0154,1.4860561191823098,170028992,USD,United States,buy,None,30.937331995253203,2.2516253271654443,Financial Services,Asset Management
GBIO,Generation Bio Co.,6.8,undefined,-2.098,N/A,undefined,0.9310728,N/A,66427136,-53660124,375144992,-6150656,6.583,80825000,1.7171717171717171,1.6414141414141414,6.5,3.96,0.1532,-0.9428977785899793,56909800,USD,United States,buy,-0.58,undefined,undefined,Healthcare,Biotechnology
GBNH,Greenbrook TMS Inc.,1.84,undefined,-1.844,N/A,undefined,1.4127219,-1.65,70987744,-20804062,10699679,-23301949,0.601,44685536,1.4488188976377954,1.4074803149606299,1.7875,1.27,0.0029,-1.168642785320668,17801900,USD,Canada,buy,-3.288,undefined,undefined,Healthcare,Medical Care Facilities
GBNY,"Generations Bancorp NY, Inc.",11.34,undefined,0.543,N/A,undefined,0.6561885,,24212524,None,21647000,-6218964,8.805,17760000,1.1442986881937436,1.1301715438950555,11.2,9.91,0.0002,undefined,2458400,USD,United States,none,None,undefined,undefined,Financial Services,Banks—Regional
GBOX,Greenbox POS,0.7773,undefined,-0.627,N/A,undefined,0.6107739,-0.49,127551768,5417743,89559696,54800440,2.069,60836108,1.0364,1.0206666666666666,0.7655,0.75,0.2022,0.1254711296179642,43179200,USD,United States,buy,-6.419,undefined,undefined,Technology,Software—Infrastructure
GBRG,Goldenbridge Acquisition Limite,10.17,undefined,-0.125,,undefined,None,N/A,75843152,None,434628,-76514132,0.057,9981,1.039877300613497,1.039877300613497,10.17,9.78,0.00059999997,undefined,7566250,USD,Hong Kong,none,None,undefined,undefined,Financial Services,Shell Companies
GBRGR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GBRGU,,10.3,,-0.125,,,None,N/A,,None,434628,,,9981,,,10.29,10,,,,,,,,,,,
GBRGW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GBS,GBS Inc.,0.7345,undefined,-0.629,N/A,undefined,0.76838636,N/A,-2130851,-5534743,11190622,772872,0.752,0,1.9278215223097113,1.837270341207349,0.7,0.381,0.0355,-0.3718960524105493,14882500,USD,United States,none,None,undefined,undefined,Healthcare,Medical Devices
GBT,"Global Blood Therapeutics, Inc.",33.66,-227.90030690537083,-4.451,37.00,-6.770656770807215,7.0008354,-0.46,1965140224,-143491120,684716992,-1475489600,10.563,659838976,1.5547344110854502,1.5274826789838338,33.07,21.65,0.1741,-2.226556785366815,64445300,USD,United States,buy,-6.974,-114.00426302568707,-3.3869359187666985,Healthcare,Biotechnology
GCMGW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GCBC,"Greene County Bancorp, Inc.",47.17,undefined,3.075,N/A,undefined,2.645846,,339021344,None,154727008,-254938272,18.174,49263000,1.6181818181818184,1.5754716981132075,45.925,29.15,0.0069,undefined,8513410,USD,United States,none,None,undefined,undefined,Financial Services,Banks—Regional
GCMG,GCM Grosvenor Inc.,7.4,undefined,0.21,N/A,undefined,None,2.54,624376448,104948000,98880000,-1295244800,2.248,390516000,1.182108626198083,1.1805111821086263,7.39,6.26,0.073699996,0.5615796232876712,186880000,USD,United States,buy,5.505,undefined,undefined,Financial Services,Asset Management
GCTK,,2.3,,None,,,None,N/A,,-2265000,6062000,,,250000,,,2.38,1.75,,,,,,,,,,,
GDEN,"Golden Entertainment, Inc.",41.24,106.70562659846549,4.035,15.00,2.5874303248900454,3.9786892,1.72,2369524736,169143376,220540000,-994611232,7.646,1206775040,1.1083042192958883,1.1002418704649286,40.94,37.21,0.082200006,5.821148857234304,29056700,USD,United States,buy,8.648,153.94035596880488,3.7327923367799434,Consumer Cyclical,Resorts & Casinos
GDEVW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GDEV,Nexters Inc.,6.38,-1788.8215754475707,-65.959,15.60,-280.3795572801835,None,-0.15,1113943168,76049752,142802000,-1111014832,0.726,1934000,1.0290322580645161,1.0290322580645161,6.38,6.2,0.0119,0.38697632798293014,196523008,USD,Cyprus,strong_buy,235.905,10.494877191639365,1.6449650770594615,Communication Services,Electronic Gaming & Multimedia
GDNR,,9.97,,None,,,None,N/A,,None,1403500,,,254975,,,9.97,9.77,,,,,,,,,,,
GDNRU,,10.06,,None,,,772.3077,N/A,,None,1403500,,,254975,,,10.04,10,,,,,,,,,,,
GDNRW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GDRX,"GoodRx Holdings, Inc.",6.62,-22.5446547314578,-0.7,20.12,-3.405536968498157,3.1135187,2.14,5192711168,147800496,941108992,-1695494400,2.348,702329984,1.1789848619768477,1.1451469278717719,6.43,5.615,0.1726,1.8315261344766909,80698000,USD,United States,hold,145.271,58.98732047631221,8.91047137104414,Healthcare,Health Information Services
GDS,GDS Holdings Limited,28.1,-11.247727877237853,-1.102,0.57,-0.4002750134248346,0.21267776,0.51,35116896256,-8264155136,9968108544,4250031616,53.335,37790355456,1.4170448814926881,1.3767019667170954,27.3,19.83,None,-44.217461588674034,186898000,USD,China,buy,11.108,-451.3121373608193,-16.060930155189297,Technology,Information Technology Services
GDSTR,,0.135,,None,,,None,Not Found!,,None,36491,,,124126,,,0.1476,0.1476,,,,,,,,,,,
GDST,,9.945,,None,,,None,N/A,,None,36491,,,124126,,,9.92,9.85,,,,,,,,,,,
GDSTW,,0.08,,None,,,None,N/A,,None,36491,,,124126,,,0.0699,0.0699,,,,,,,,,,,
GDSTU,,10.07,,None,,,None,N/A,,None,36491,,,124126,,,10.07,9.98,,,,,,,,,,,
GDYN,"Grid Dynamics Holdings, Inc.",17.44,undefined,-0.161,N/A,undefined,4.1493382,17.56,787640704,18897250,144364000,-1001459360,2.156,0,1.9185918591859188,1.9009900990099011,17.28,9.09,0.0424,0.2896045938892201,65251900,USD,United States,buy,154.47,undefined,undefined,Technology,Information Technology Services
GECC,Great Elm Capital Corp.,12.5,undefined,0.097,N/A,undefined,3.3558862,,199244288,130475128,9132000,-324498656,1.985,141998000,1.0407993338884263,1.0324729392173189,12.4,12.01,0.0161,4.849348948364101,26905700,USD,United States,hold,None,undefined,undefined,Financial Services,Asset Management
GECCM,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GECCO,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GECCN,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GEEX,,10.045,,None,,,None,N/A,,None,987106,,,0,,,10.07,9.8,,,,,,,,,,,
GEEXW,,0.07,,None,,,None,N/A,,None,36334,,,124316,,,0.08218,0.06775,,,,,,,,,,,
GEEXU,,10.04,,None,,,None,N/A,,None,987106,,,0,,,10.01,9.95,,,,,,,,,,,
GEGGL,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GEG,"Great Elm Group, Inc.",2.02,-6.06153452685422,-0.189,20.00,-3.0007596667595147,1.1420289,-32.18,56328700,11188750,73689000,20748400,2.699,77473000,1.442857142857143,1.3929285714285715,1.9501,1.4,0.0001,0.4163503687661405,26873400,USD,United States,hold,19.989,13.353027172192844,6.610409491184576,Healthcare,Medical Distribution
GENC,Gencor Industries Inc.,9.67,undefined,0.39,N/A,undefined,0.85166043,7.18,30665174,-2162500,116930000,-25542848,7.977,725000,1.0442764578833694,1.0205291576673867,9.4501,9.26,0.0031,-0.1752601549583428,12338800,USD,United States,strong_buy,8.835,undefined,undefined,Industrials,Farm & Heavy Construction Machinery
GENQ,,9.97,,None,,,None,N/A,,None,9650,,,174147,,,9.97,9.88,,,,,,,,,,,
GENE,Genetic Technologies Ltd,1.46,undefined,-0.6,N/A,undefined,1.2007499,4.64,10768325,-4929988,13507370,-10643122,0.878,113486,1.536842105263158,1.5052631578947369,1.43,0.95,None,-0.3206120909421986,15376800,USD,Australia,none,-1.263,undefined,undefined,Healthcare,Diagnostics & Research
GENQU,,10.03,,None,,,None,N/A,,None,9650,,,174147,,,10.02,9.97,,,,,,,,,,,
GENQW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GENY,,40.39,,None,,,None,Not Found!,,,,,,,,,40.26,38.09,,,,,,,,,,,
GEOS,Geospace Technologies Corporati,4.59,-53.864552429667526,-1.052,37.00,-11.735196607770703,0.41879097,4.07,61421464,-7594125,14788000,-44927820,1.139,1175000,1.1195121951219513,1.1049024390243904,4.5301,4.1,0.0058999998,-0.5849869431584461,12981700,USD,United States,none,-9.109,-29.952528393943968,-6.525605314584743,Energy,Oil & Gas Equipment & Services
GERN,Geron Corporation,1.8,-5.043682864450129,-0.332,5.00,-2.802046035805627,3.9112053,-6.14,327737536,-49290876,183722000,-411883632,0.568,54998000,1.8181818181818183,1.797979797979798,1.78,0.99,0.059,-0.1531015074586722,321948992,USD,United States,buy,-2.88,-2.325889908707194,-1.2921610603928855,Healthcare,Biotechnology
GET,Getnet Adquirencia e Servicos p,1.65,undefined,0.066,,undefined,0.4565578,0.26,2707020288,-1385498112,2101094016,561048320,2.251,3516173056,1.4473684210526316,1.4298245614035088,1.63,1.14,None,-1.484418222289085,933361024,USD,Brazil,none,2.935,undefined,undefined,Technology,Software—Infrastructure
GEVO,"Gevo, Inc.",2.45,-13.043580562659846,-0.346,25.00,-5.323910433738712,0.88850176,2.46,498516864,-94637504,316172992,-198577664,1.621,90846000,1.1238532110091743,1.0963302752293578,2.39,2.18,0.2201,-0.46882043885920893,201863008,USD,United States,buy,-10.005,-17.6736912245134,-7.213751520209551,Basic Materials,Specialty Chemicals
GFAIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GFAI,"Guardforce AI Co., Limited",0.36,undefined,-0.178,N/A,undefined,None,0.28,32785692,-3333614,12728783,6368243,0.404,24298994,1.44,1.1404,0.2851,0.25,0.0256,-0.15723259345904592,21201800,USD,Thailand,buy,-40.369,undefined,undefined,Industrials,Security & Protection Services
GFGD,,9.75,,None,,,None,,,None,None,,,76527,,,9.745,9.595,,,,,,,,,,,
GFGDR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
GFGDU,,9.89,,None,,,2472.5,,,None,None,,,76527,,,9.89,9.76,,,,,,,,,,,
GFGDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFGF,,20.62,,None,,,None,Not Found!,,,,,,,,,20.6601,18.5,,,,,,,,,,,
GFS,GlobalFoundries Inc.,48.16,undefined,-1.639,N/A,undefined,3.564288,1.31,27375052800,1050870272,2939186944,-21711874304,5.526,2446419968,1.3083401249660416,1.2139663135017658,44.6861,36.81,0.21079999,1.975891969453053,531846016,USD,United States,buy,17.725,undefined,undefined,Technology,Semiconductors
GGAA,,10.04,,None,,,None,N/A,,None,2325000,,,228077,,,10.05,9.86,,,,,,,,,,,
GGAAU,,10.18,,None,,,None,N/A,,None,2325000,,,228077,,,10.18,9.92,,,,,,,,,,,
GGAAW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GGAL,Grupo Financiero Galicia S.A.,6.16,-30.532173913043472,1.14,-32.30,-4.956521739130434,0.003575936,,-276337852416,None,493487095808,491591847936,3346.374,215808737280,1.071304347826087,1.0730434782608695,6.17,5.75,None,undefined,147468992,USD,Argentina,underperform,None,undefined,undefined,Financial Services,Banks—Regional
GGE,,1.89,,None,N/A,,None,1.20,,15298125,2446011,,,120965392,,,1.6801,0.87,,,,,,,,,,,
GGMCU,,9.81,,None,,,None,N/A,,-1540508,820998,,,0,,,9.8,9.23,,,,,,,,,,,
GGMC,Glenfarne Merger Corp.,9.85,undefined,None,,undefined,None,N/A,341423552,-1540508,820998,-341772666,0.024,0,1.047872340425532,1.0436170212765958,9.81,9.4,0.0001,-0.054804210706065254,28109300,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GGMCW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GGR,,5.96,,None,N/A,,None,Not Found!,,None,242484000,,,540945024,,,5.86,3.92,,,,,,,,,,,
GGROW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GHAC,Gaming & Hospitality Acquisitio,9.83,undefined,-0.17,,undefined,None,N/A,252505600,None,371678,-253536706,0.014,0,1.021829521829522,1.0233887733887734,9.845,9.62,None,undefined,20777500,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GHACU,,9.86,,-0.17,,,None,N/A,,None,371678,,,0,,,9.88,9.81,,,,,,,,,,,
GH,"Guardant Health, Inc.",48.43,-96.14045012787724,-4.049,12.60,-1.9851424763137981,7.094972,1.22,6726104064,-123480248,932748032,-4102273280,9.157,1373730048,1.7515370705244124,1.7186256781193492,47.52,27.65,0.051999997,-1.2146872589911073,101656000,USD,United States,buy,-17.303,-28.841832512719797,-0.5955364962362131,Healthcare,Diagnostics & Research
GHACW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GHIX,,9.62,,None,,,None,N/A,,None,147160,,,300000,,,9.61,9.6,,,,,,,,,,,
GHIXU,,9.86,,None,,,None,N/A,,None,147160,,,300000,,,9.85,9.67,,,,,,,,,,,
GHIXW,,0.425,,None,,,None,N/A,,None,None,,,None,,,0.425,0.425,,,,,,,,,,,
GHRS,GH Research PLC,11.8,undefined,-0.143,N/A,undefined,2.123991,N/A,480647552,-9708125,276776000,-325624832,5.32,0,1.353211009174312,1.2958715596330275,11.3,8.72,0.16530001,-0.18662006351305632,52020800,USD,Ireland,strong_buy,-31.871,undefined,undefined,Healthcare,Biotechnology
GHSI,"Guardion Health Sciences, Inc.",0.155,undefined,-0.64,N/A,undefined,0.100266665,-2.14,2374184,-6626434,9089550,5415730,0.148,26028,1.1313868613138685,1.075912408759124,0.1474,0.137,0.102,-0.27127498260121996,24427000,USD,United States,buy,-0.245,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
GIAC,Gesher I Acquisition Corp.,9.89,undefined,-0.009,,undefined,2472.5,N/A,143699872,None,446883,-143699869,0.031,0,1.0195876288659795,1.0195876288659795,9.89,9.7,0.0004,undefined,14575000,USD,Israel,none,None,undefined,undefined,Financial Services,Shell Companies
GIACU,,10,,-0.009,,,2500,N/A,,None,446883,,,0,,,10,9.81,,,,,,,,,,,
GIACW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GIFI,"Gulf Island Fabrication, Inc.",3.29,-92.50690537084398,-2.05,31.60,-28.1176004166699,0.45333707,1.86,7753131,-2721125,52886000,2497844,3.352,1955000,1.0612903225806452,1.0419354838709678,3.23,3.1,0.0041,-0.17497058237257185,15551900,USD,United States,none,-1.763,-7.895603466449254,-2.3998794730848796,Industrials,Metal Fabrication
GIGM,GigaMedia Limited,1.57,-5.225421994884911,-0.251,10.00,-3.328294264257905,0.32776347,2.91,-20816432,None,41455444,24545578,3.751,1408125,1.0536912751677854,1.0201342281879195,1.52,1.49,0.012999999,undefined,11052200,USD,Taiwan,none,5.249,undefined,undefined,Communication Services,Electronic Gaming & Multimedia
GIGE,,15.6713,,None,,,None,Not Found!,,,,,,,,,15.39,13.09,,,,,,,,,,,
GIII,"G-III Apparel Group, LTD.",22.53,51.56034782608697,3.369,5.10,2.288519654952817,0.73821115,3.14,1508498432,133662496,465984000,-631178368,9.725,705212032,1.1625386996904026,1.150670794633643,22.3,19.38,0.13159999,2.7520408495218094,48568500,USD,United States,buy,4.434,42.11819039268161,1.869427003669845,Consumer Cyclical,Apparel Manufacturing
GIIX,"Gores Holdings VIII, Inc.",9.89,undefined,None,,undefined,None,N/A,428832768,None,317220,-425326524,0.007,1350000,1.023809523809524,1.0196687370600415,9.85,9.66,0.0011999999,undefined,34500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GIIXU,,9.86,,None,,,None,N/A,,None,317220,,,1350000,,,9.89,8.975,,,,,,,,,,,
GIIXW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GILD,"Gilead Sciences, Inc.",60.8,47.02103324808184,5.844,-1.35,0.7733722573697672,3.5509703,2.26,102326697984,9810875392,6752000000,-69451589632,5.38,34607001600,1.0634948399510231,1.0556235788000699,60.35,57.17,0.013300001,7.821294298154134,1254380032,USD,United States,buy,7.76,62.93041396929133,1.0350397034422916,Healthcare,Drug Manufacturers—General
GIPRW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GILT,Gilat Satellite Networks Ltd.,6.49,undefined,1.022,N/A,undefined,1.622688,0.14,335646400,2094375,84018000,-288009936,1.486,4101000,1.1548042704626336,1.158629893238434,6.5115,5.62,0.0121,0.03704288352152135,56539200,USD,Israel,none,23.677,undefined,undefined,Technology,Communication Equipment
GIPR,Generation Income Properties In,6.26,undefined,-1.347,N/A,undefined,0.91055954,0.24,43311388,573776,10589576,-2803664,4.814,28969296,1.088695652173913,1.0747826086956522,6.18,5.75,0.0058999998,0.2656124432922877,2160200,USD,United States,buy,42.298,undefined,undefined,Real Estate,REIT—Diversified
GIW,"GigInternational1, Inc.",10.09,undefined,None,,undefined,None,N/A,270506240,None,875435,-272402133,0.032,0,1.0369989722507706,1.0359712230215827,10.08,9.73,0.0001,undefined,27084000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GIWWU,,10.09,,None,,,None,N/A,,None,875435,,,0,,,10.09,10.01,,,,,,,,,,,
GIWWW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GLAD,Gladstone Capital Corporation,10.87,38.52644501278772,2.536,5.00,3.5442911695296893,1.1688032,,649511936,18738250,1272000,-370930752,0.037,251138000,1.1527041357370096,1.1240721102863203,10.6,9.43,0.0126,0.5462345938130385,34304400,USD,United States,hold,None,8.298295363809332,0.7634126369649801,Financial Services,Asset Management
GLBE,Global-E Online Ltd.,23.32,undefined,-0.732,N/A,undefined,4.918919,14.85,3020697600,-42764376,509072000,-2804260480,3.271,21320000,1.492002559181062,1.4267434420985285,22.3,15.63,0.039300002,-0.29362870585226447,145640992,USD,Israel,buy,-46.649,undefined,undefined,Consumer Cyclical,Internet Retail
GLBL,Cartesian Growth Corporation,9.85,undefined,None,,undefined,None,N/A,425092480,None,551258,-425523750,0.013,0,1.02711157455683,1.02711157455683,9.85,9.59,0.0005,undefined,34500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GLBLU,,10.67,,None,,,None,N/A,,None,551258,,,0,,,10.1235,9.76,,,,,,,,,,,
GLBLW,,0.53,,None,,,None,N/A,,None,551258,,,0,,,0.505,0.505,,,,,,,,,,,
