TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE
METCI,"Ramaco Resources, Inc. - 8.250%",25.22,undefined,N/A,N/A,undefined,3.1583574,undefined,N/A,1606419584,-20814250,193846000,N/A,2.93,136376992,1.0722789115646258,1.0693027210884354,25.15,23.52,N/A,undefined,N/A,USD,United States,N/A,none,50.064,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A
METCZ,"Ramaco Resources, Inc. - 8.375%",25.3305,undefined,N/A,N/A,undefined,3.1884968,undefined,N/A,1622297600,-20814250,193846000,N/A,2.93,136376992,1.0927739430543573,1.093183779119931,25.34,23.18,N/A,undefined,N/A,USD,United States,N/A,none,50.559,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A
METD,Direxion Daily META Bear 1X Sha,16.27,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2096654275092937,1.1814052044609666,15.8899,13.45,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
METL,Sprott Active Metals & Miners E,24.3,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2219652016494016,1.2053706124911998,23.97,19.886,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MFI,mF International Limited,17.93,-103.17827611940298,-2.27,46.87,-5.754505081952202,10.39176,-115.29335002003168,192.23,21386468,-7857556,13220914,-912462862,7.981,4923637,4.394607843137255,4.375,17.85,4.08,0.18290001,-0.15551634154862137,50525597,HKD,Hong Kong,925683776,none,-0.795,-0.028413152251608294,-7.068681951270062,-0.3942376994573375,Technology,Software - Application,45.24,2.15157,N/A,N/A
METU,Direxion Daily META Bull 2X Sha,31.33,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.557931377424167,1.5375435106911985,30.92,20.11,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MFIC,MidCap Financial Investment Cor,11.81,1.95660447761194,1.05,-6.23,0.16567353747772565,0.8048564,7.549397771121377,,2949597696,145960752,66459000,-1034523784,0.712,1915074048,1.1601178781925345,1.157170923379175,11.78,10.18,0.009,1.5643631926743422,93303622,USD,United States,1100982784,none,N/A,undefined,2.915085740378979,0.24683198479076873,Financial Services,Asset Management,43.30,0.00798,0.008004420681616711,0.008043432333581743
MFICL,MidCap Financial Investment Cor,25.23,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,43150000,N/A,0.661,1434497024,1.0140675241157557,1.010048231511254,25.13,24.88,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A
MFIN,Medallion Financial Corp.,10.65,18.683664179104476,1.71,4.81,1.7543346647046456,0.60769403,28.327923074725778,,2547516160,8752000,150978000,-98344768,6.695,2357532928,1.3813229571984436,1.3557328145265888,10.4527,7.71,0.0496,0.37595414149870904,23279435,USD,United States,249322768,none,13.685,1.0336102719033233,4.107719840061641,0.3857013934330179,Financial Services,Credit Services,64.35,0.30525,30.608810425744426,40.79947004397164
MFIG,MOTLEY FOOL INNOVATIVE GROWTH E,19.88,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.006072874493927,1.0,19.76,19.76,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MFMO,MOTLEY FOOL MOMENTUM FACTOR ETF,19.56,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.006690684508492,1.0,19.43,19.43,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MFLX,First Trust Flexible Municipal ,16.9245,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.084903846153846,1.0852564102564102,16.93,15.6,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MFVL,MOTLEY FOOL VALUE FACTOR ETF,20.37,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0171776690302607,1.0079396784180565,20.185,20.026,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MGEE,MGE Energy Inc.,81.79,49.58644029850747,3.69,7.87,0.6062653172577023,2.2595813,-33.954477156725936,1.87,3763419904,-88022496,10141000,-2921976760,0.278,841443008,1.0558998192615545,1.031177381874516,79.875,77.46,0.0286,-2.408813412807874,36541849,USD,United States,2932117760,none,13.452,1.1429056924384027,-32.36977845106821,-0.39576694523863803,Utilities,Utilities - Regulated Electric,46.14,0.00245,-4.60372616238412,-4.613059807765169
MGIH,Millennium Group International ,1.31,undefined,-0.56,N/A,undefined,0.5691057,-6.56198656212014,0.99,9882532,-2245890,10811918,-3363082,0.961,6519450,1.1801801801801801,1.117117117117117,1.24,1.11,0.005,-0.19963466666666665,11250000,USD,Hong Kong,14175000,none,-1.963,-0.17992667277726856,undefined,undefined,Consumer Cyclical,Packaging & Containers,41.00,0.88889,4.475967925327526,6.900993976808623
MGIC,Magic Software Enterprises Ltd.,26.73,undefined,0.82,N/A,undefined,4.8452506,18.724210785064557,4.77,1354826752,70092376,103305000,-1234160088,2.104,95885000,2.352992957746479,2.3600352112676055,26.81,11.36,0.0058999998,1.4275635062451495,49099305,USD,Israel,1337465088,buy,17.65,1.2808417997097241,undefined,undefined,Technology,Information Technology Services,74.26,0.47097,13.545780246354445,13.500075218917258
HELE,Helen of Troy Limited,20.89,undefined,-28.72,N/A,undefined,0.5044746,5.014425090515062,N/A,1375737472,95937624,25574000,-443062480,1.111,932675008,1.2281011169900058,1.1863609641387418,20.18,17.01,0.2061,4.165981069198555,23028819,USD,United States,468636480,none,6.297,0.5102917341977309,undefined,undefined,Consumer Defensive,Household & Personal Products,51.86,0.013780001,-37.858128073588546,-33.108953144800005
MGNI,"Magnite, Inc.",15.84,8.517611940298508,0.4,17.44,0.5377280265339968,2.9404447,15.054935560085555,0.71,2519030784,151138624,482127008,-1893808992,3.356,625222016,1.9270072992700729,1.91970802919708,15.78,8.22,0.089499995,1.0521466489697804,143647869,USD,United States,2375936000,strong_buy,19.356,1.7757798165137615,22.40444215052516,1.4144218529371944,Communication Services,Advertising Agencies,59.93,0.01329,12.82860980436601,9.103786131132582
MGRC,McGrath RentCorp,107.91,76.52388059701494,5.9,7.30,0.7091454044760906,2.2126205,21.005337083897462,2.72,3191281664,126436624,7256000,-2639481408,0.295,551800000,1.1360143172965576,1.1291714917359723,107.26,94.99,0.0145000005,5.13726580863694,24611657,USD,United States,2646737408,strong_buy,12.647,1.2800607287449393,66.63110429411196,0.6174692270791582,Industrials,Rental & Leasing Services,55.28,0.01007,23.718145636032926,23.192519197423152
MGNX,"MacroGenics, Inc.",1.37,13.558320895522385,-1.21,-22.15,9.896584595271813,1.2747875,-0.6955524997812158,-5.67,-23988982,-124597624,146396992,60997976,2.314,37009000,1.3838383838383839,1.3577777777777778,1.3442,0.99,0.0701,-1.96965721556738,63258532,USD,United States,85399016,none,0.226,0.01472312703583062,22.070450068465828,16.10981756822323,Healthcare,Biotechnology,N/A,0.032479998,-1.8953686404554217,-1.8427043167083614
MGRT,Mega Fortune Company Limited,4.76,undefined,0.09,N/A,undefined,23.672565,112.71171116870592,23.85,53646068,580685,380083,-73182413,0.038,526152,3.1733333333333333,2.8666666666666667,4.3,1.5,0.0029,0.04223163636363637,13750000,USD,Hong Kong,73562496,none,37.419,2.7154571843251087,undefined,undefined,Technology,Information Technology Services,N/A,0.72726995,N/A,N/A
MGPI,"MGP Ingredients, Inc.",25.61,undefined,-0.63,N/A,undefined,0.63864756,3.673223222125913,1.95,811314176,148465632,13447000,-532752168,0.631,280206016,1.1818181818181817,1.1735117674203968,25.43,21.67,0.1258,6.972078322312786,21294315,USD,United States,546199168,none,6.09,0.38086303939962474,undefined,undefined,Consumer Defensive,Beverages - Wineries & Distilleries,57.19,0.32071,3.606950656169498,3.4161798242007757
MGRX,"Mangoceuticals, Inc.",1.14,undefined,-2.72,N/A,undefined,1.0591351,18.902572395473868,5.54,16317129,689684,481281,-13241669,0.035,112167,1.163265306122449,1.1530612244897958,1.13,0.98,0.0446,0.060309251891714356,11435791,USD,United States,13722950,none,-0.989,-0.06343810134701731,undefined,undefined,Healthcare,Health Information Services,45.65,0.28332,N/A,N/A
MGX,"Metagenomi, Inc.",1.61,-27.27097014925374,-2.39,5.40,-16.938490775934,0.3597728,-1.0906457956540494,-1.37,-78246056,-55426124,184114000,119909052,4.904,41663000,1.3089430894308944,1.3252032520325203,1.63,1.23,0.0588,-1.4761896175783624,37546751,USD,United States,64204948,none,0.902,0.05876221498371336,-16.843984516994897,-10.462102184468879,Healthcare,Biotechnology,43.63,0.29292,14.987128966797798,22.07559082347376
MGTX,MeiraGTx Holdings plc,8.9,-61.90488059701491,-2.11,27.24,-6.955604561462349,N/A,-11.773693352584038,-7.67,765441664,-60844876,14841000,-677380696,0.184,88061000,1.9560439560439562,1.8329670329670331,8.34,4.55,0.08140001,-0.7559225243493086,80490889,USD,United States,692221696,strong_buy,-5.055,-0.3293159609120521,-22.177864270349787,-2.4918948618370544,Healthcare,Biotechnology,53.92,0.1999,-10.044276621624883,-4.608199772913493
MIDD,The Middleby Corporation,147.28,-39.52907462686567,-3.96,3.66,-0.26839404282228185,2.5245183,16.413494132355673,2.94,9334776832,451986496,177250000,-7285224752,3.519,2095363968,1.3290019852012274,1.313255730012633,145.535,110.82,0.0635,8.973104618209792,50371250,USD,United States,7462474752,buy,11.694,0.6858651026392962,89.57033386057773,0.6081635922092459,Industrials,Specialty Industrial Machinery,78.98,0.02037,135.67232587819035,154.9977030582331
MGYR,"Magyar Bancorp, Inc.",17.198,undefined,1.56,N/A,undefined,0.88200235,undefined,,N/A,N/A,N/A,N/A,N/A,49054000,1.2720414201183432,1.2588757396449703,17.02,13.52,0.0011999999,undefined,6450948,USD,United States,110135536,none,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,53.53,0.13389,1.7364463966404662,1.7045958933297527
MIGI,Mawson Infrastructure Group Inc,4.34,undefined,-12.4,N/A,undefined,N/A,-2.5814505045586125,-6.81,29778372,-1922076,2276656,-2502170,1.991,27276206,1.0984282857938297,1.0,3.9511,3.9511,0.13340001,-1.6812253391401248,1143259,USD,United States,4778826,none,-7.179,-0.6073604060913705,undefined,undefined,Financial Services,Capital Markets,34.25,0.18074,-0.059880252104976474,-0.06039635801825068
MIMI,Mint Incorporation Limited,0.38,undefined,-0.07,N/A,undefined,1.448707,-3.5396287416974705,3.51,5056291,-1933748,4602868,-3803834,0.184,1252458,1.131625967837999,1.0,0.3358,0.3358,0.0161,-0.10735589174184594,18012500,USD,Hong Kong,8406702,none,-3.117,-0.1829225352112676,undefined,undefined,Industrials,Engineering & Construction,19.17,0.26714,N/A,N/A
MILN,Global X Millennial Consumer ET,47.03,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2754935994792798,1.2727815144282926,46.93,36.872,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MIND,"MIND Technology, Inc.",8.09,undefined,-1.17,N/A,undefined,1.7838687,12.899586888369427,4.90,53642372,5668250,19387000,-52375368,2.145,1267000,1.8179775280898876,1.7707865168539325,7.88,4.45,0.0767,0.627151866955843,9038082,USD,United States,71762368,strong_buy,8.336,0.44986508364813815,undefined,undefined,Technology,Scientific & Technical Instruments,37.02,0.018609999,-0.0009704056702931626,-0.0009805165622052319
MIRA,"MIRA Pharmaceuticals, Inc.",1.44,undefined,-1.6,N/A,undefined,7.5916233,-22.140584760623533,N/A,53184420,-2723576,7535905,-53184423,0.18,0,1.9726027397260273,1.9863013698630136,1.45,0.73,0.0074,-0.0650389326013197,41876087,USD,United States,60720328,none,N/A,undefined,undefined,undefined,Healthcare,Drug Manufacturers - General,49.58,0.16653,-2.391276935309413,-3.2073736939348128
MIST,Milestone Pharmaceuticals Inc.,2.345,-1.3488955223880599,-0.79,-6.42,-0.5752219711676161,10.891089,-7.719362612799598,N/A,198103984,-25872876,82585000,-104787560,0.813,57208000,3.7520000000000002,3.5200000000000005,2.2,0.625,0.0868,-0.30378155783376704,85169344,USD,Canada,187372560,buy,-3.468,-0.225928338762215,-0.5186956748684022,-0.2211921854449476,Healthcare,Biotechnology,42.63,0.03364,-1.0319645509900823,-0.7475249085729596
MIRM,"Mirum Pharmaceuticals, Inc.",64.1,undefined,-0.84,N/A,undefined,11.781761,68.01848595140808,4.10,3389155072,48706376,375548000,-3089853344,7.307,318764000,1.7380694143167026,1.7524403470715832,64.63,36.88,0.1453,0.9423908677678091,51683837,USD,United States,3465401344,strong_buy,-192.949,-12.569967426710098,undefined,undefined,Healthcare,Biotechnology,44.97,0.01865,-0.0458120223601666,-0.04428132551437753
MITK,"Mitek Systems, Inc.",9.65,undefined,0.19,N/A,undefined,1.9183288,7.311790141428234,1.83,428472736,60370124,193011008,-268986752,4.22,159486000,1.3924963924963927,1.3852813852813852,9.6,6.93,0.0529,1.319786237480147,45742350,USD,United States,461997760,buy,13.294,0.4751250893495354,undefined,undefined,Technology,Software - Application,66.10,0.03661,16.17152306267708,11.774834376288354
MKDW,MKDWELL Tech Inc.,0.1947,undefined,N/A,N/A,undefined,N/A,undefined,-2.84,N/A,N/A,N/A,N/A,N/A,N/A,1.3427586206896553,1.3082758620689656,0.1897,0.145,N/A,undefined,N/A,None,N/A,27718534,none,N/A,undefined,undefined,undefined,N/A,N/A,45.78,N/A,N/A,N/A
MKAM,MKAM ETF,31.07,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0959435626102292,1.0899223985890651,30.8993,28.35,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MKDWW,MKDWELL Tech Inc. Warrants,0.0116,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,1.0,0.0116,0.0116,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MKLY,McKinley Acquisition Corporatio,9.98,undefined,N/A,N/A,undefined,N/A,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,1.0131979695431472,1.0121827411167514,9.97,9.85,N/A,undefined,17790000,None,United States,307835808,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,N/A,N/A,N/A
MKLYU,McKinley Acquisition Corporatio,10.1325,undefined,N/A,N/A,undefined,N/A,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,1.0162988966900701,1.0162988966900701,10.1325,9.97,N/A,undefined,N/A,None,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,55.87,0.0,N/A,N/A
MKTX,"MarketAxess Holdings, Inc.",179.2,77.21614179104476,5.89,7.47,0.4308936483875266,4.8368144,27.076323278330115,8.91,6175973376,246013248,573801984,-6131874304,15.437,66872000,1.1474675033617212,1.1483959787411155,179.345,156.17,0.0421,6.6183284250937575,37171508,USD,United States,6705676288,buy,14.518,1.2282571912013536,86.76431003255375,0.484175837235233,Financial Services,Capital Markets,67.07,0.02337,55.294885741287395,54.88705762862182
MKLYR,McKinley Acquisition Corporatio,0.15,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,1.0,0.15,0.15,N/A,undefined,N/A,None,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A
MKSI,MKS Inc.,159.31,79.67201492537313,4.13,15.00,0.5001068038752943,4.0385113,19.002475569295992,1.98,14383229952,563124992,697000000,-9798229952,10.377,4584999936,2.9049963530269873,2.8116338439095547,154.19,54.84,0.0548,8.383644510897911,67169474,USD,United States,10495229952,buy,16.161,0.8721532649757151,161.72926164679924,1.0151858743757407,Technology,Scientific & Technical Instruments,51.92,0.006,15.29534853629136,12.734335369523217
MKZR,"MacKenzie Realty Capital, Inc.",4.18,undefined,-14.76,N/A,undefined,0.11776833,undefined,-0.55,178470144,N/A,4853998,-1816206,2.62,142382336,1.284178187403994,1.1213517665130568,3.65,3.255,0.0013,undefined,1769284,USD,United States,6670204,none,40.204,2.823314606741573,undefined,undefined,Real Estate,REIT - Diversified,44.08,0.07249,1.90312833574674,2.044288033604138
MLACR,Mountain Lake Acquisition Corp.,0.2999,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,845830,-7650337,0.027,0,1.0,1.0,0.2999,0.2999,N/A,undefined,28330000,USD,United States,8496167,none,N/A,undefined,undefined,undefined,,,38.96,N/A,N/A,N/A
MLAB,"Mesa Laboratories, Inc.",77.83,undefined,-0.31,N/A,undefined,2.427976,12.36671503538637,1.28,590936384,34754624,21949000,-412269368,3.975,178667008,1.4036068530207393,1.3799837691614065,76.5201,55.45,0.0739,6.293506382034004,5522299,USD,United States,434218368,buy,14.834,0.8005396654074474,undefined,undefined,Technology,Scientific & Technical Instruments,55.52,0.054380003,N/A,N/A
MLCI,Mount Logan Capital Inc.,8.36,-44.122970149253725,-2.34,14.47,-5.2778672427336994,0.82813716,undefined,-0.07,47836732,N/A,151906000,43218272,11.88,91055000,2.653968253968254,2.571428571428571,8.1,3.15,N/A,undefined,12786792,USD,United States,108687728,none,N/A,undefined,undefined,undefined,Financial Services,Asset Management,63.30,0.0482,N/A,N/A
MLACU,Mountain Lake Acquisition Corp.,11.0,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1,1.061,10.61,10.0,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,19.14,N/A,N/A,N/A
MLCO,Melco Resorts & Entertainment L,7.98,25.707985074626865,0.26,111.95,3.221552014364269,N/A,undefined,0.40,15739713536,N/A,1481603968,-1596812672,1.264,7628830208,1.753846153846154,1.7252747252747254,7.85,4.55,0.0366,undefined,390662021,USD,Hong Kong,3078416640,buy,14.381,1.0520117044623263,undefined,undefined,Consumer Cyclical,Resorts & Casinos,29.62,0.0,N/A,N/A
MLAC,Mountain Lake Acquisition Corp.,10.4,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.046277665995976,1.046277665995976,10.4,9.94,N/A,undefined,N/A,None,N/A,322321984,none,N/A,undefined,undefined,undefined,N/A,N/A,49.91,N/A,N/A,N/A
MLEC,Moolec Science SA,0.3682,undefined,-2.1,N/A,undefined,0.46566525,undefined,-3.37,N/A,N/A,N/A,N/A,N/A,N/A,1.3345415005436754,1.0,0.2759,0.2759,0.0074,undefined,10891761,USD,Cayman Islands,3545268,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,27.78,0.28796,N/A,N/A
MLECW,Moolec Science SA Warrant,0.0095,undefined,N/A,N/A,undefined,0.013590843,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,1.0,0.0095,0.0095,N/A,undefined,N/A,USD,Cayman Islands,N/A,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,N/A,N/A,N/A,N/A
MLGO,"MicroAlgo, Inc.",6.56,undefined,-48.3,N/A,undefined,0.22759959,0.33152391021948807,3.07,-2158822400,216505248,2286276608,2204747120,208.954,31183132,1.0942452043369473,1.0742285237698082,6.44,5.995,0.0341,19.787411398643613,10941565,CNY,China,81529488,none,-84.075,-3.54,undefined,undefined,Technology,Software - Infrastructure,43.44,0.00564,0.2893083085479755,0.22645881832462292
MLKN,"MillerKnoll, Inc.",16.64,undefined,-0.23,N/A,undefined,0.8798103,9.989252368115698,1.66,2871111680,114131248,167200000,-976311680,2.44,1831900032,1.2084241103848947,1.2004357298474946,16.53,13.77,0.0365,1.665790330126463,68514774,USD,United States,1143511680,hold,7.281,0.684948259642521,undefined,undefined,Consumer Cyclical,"Furnishings, Fixtures & Appliances",65.06,0.01511,N/A,N/A
MLTX,MoonLake Immunotherapeutics,14.32,36.21996268656717,-3.33,-21.75,2.5293270032518973,3.38258,-8.642934725478794,N/A,674759680,-117383136,380479008,-706320096,5.973,75726000,2.40672268907563,2.396638655462185,14.26,5.95,0.119799994,-1.6568446314636158,70847401,USD,Switzerland,1086799104,buy,-2.973,-0.19368078175895764,18.021276495210596,1.2584690289951534,Healthcare,Biotechnology,58.08,0.095369995,N/A,N/A
MLYS,"Mineralys Therapeutics, Inc.",36.02,-52.80623880597015,-2.92,13.53,-1.466025508216828,4.937663,-26.477291216232835,N/A,2258576128,-107662872,593628032,-2258576000,7.501,0,4.370828782914695,4.355053998301178,35.89,8.241,0.117,-1.3604110671984706,79139956,USD,United States,2852204032,none,-12.273,-0.7995439739413681,-24.602120441358615,-0.6830127829361081,Healthcare,Biotechnology,36.51,0.01496,48.931823456365656,-7.301671190360433
MMSI,"Merit Medical Systems, Inc.",86.41,26.684440298507464,1.95,8.17,0.30881194651669325,3.3669314,25.64443332867223,4.36,5578053120,199780992,392456992,-4756901088,6.619,821152000,1.1061187916026625,1.101126472094214,86.02,78.12,0.076799996,3.36954218845568,59290248,USD,United States,5149358080,none,19.117,1.1043905257076836,46.10992172366553,0.5336178882498036,Healthcare,Medical Instruments & Supplies,56.78,0.022160001,23.71263977663268,21.232046360323267
MMLP,Martin Midstream Partners L.P.,2.47,undefined,-0.52,N/A,undefined,N/A,1.900420564654604,1.79,602605568,50760376,49000,-92511552,0.001,508904992,1.0466101694915255,1.0,2.36,2.36,0.0073,1.2997123089166926,39055086,USD,United States,92560552,none,6.486,0.7455172413793104,undefined,undefined,Energy,Oil & Gas Midstream,34.02,0.33563,-0.17872499369972344,-0.1790276340098687
MMTX,N/A,9.9,undefined,N/A,N/A,undefined,N/A,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,1.0020242914979756,1.0,9.88,9.88,N/A,undefined,N/A,None,N/A,87221632,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MMTXU,Miluna Acquisition Corp,10.0,undefined,N/A,N/A,undefined,N/A,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,1.0030090270812437,1.0030090270812437,10.0,9.97,N/A,undefined,7694100,None,Taiwan,76941000,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,48.76,0.09866,N/A,N/A
MMYT,MakeMyTrip Limited,84.59,22.880985074626867,0.68,32.49,0.27049278962793316,330.00003,84.79272959491492,1.72,8968329216,89636872,829817024,-7333829440,8.469,1387299968,1.2138039890945618,1.2033290285550295,83.86,69.69,0.0727,0.997609115830055,89851697,USD,India,8163646464,strong_buy,56.261,4.281659056316591,33.56805777885176,0.3968324598516581,Consumer Cyclical,Travel Services,67.14,0.17802,-18.245140555243218,-21.368464340471917
MMTXW,N/A,0.18,undefined,N/A,N/A,undefined,N/A,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,1.6348773841961852,1.0,0.1101,0.1101,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
MNDO,MIND C.T.I. Ltd.,1.19,undefined,0.14,N/A,undefined,1.1049211,10.574139589877836,3.30,12974050,2292000,12495000,-11740930,0.607,961000,1.2142857142857142,1.2143877551020408,1.1901,0.98,0.0005,0.11253870727592202,20366326,USD,Israel,24235930,none,4.557,0.16286633309506793,undefined,undefined,Technology,Software - Application,52.35,0.21833,0.4289277766179187,0.42367379908231145
MNDR,Mobile-health Network Solutions,1.06,undefined,-19.1,N/A,undefined,0.4295943,-0.4455617225492478,-8.69,193013,-5628170,1100117,-1770134,1.057,168948,1.0495049504950495,1.0,1.01,1.01,0.48430002,-2.379019440752877,2365752,USD,Singapore,2870251,none,-0.057,-0.003656189865298268,undefined,undefined,Healthcare,Health Information Services,38.98,0.15055999,45.816297267078646,0.029336026825164348
MNDY,monday.com Ltd.,151.06,29.88716417910448,1.23,21.10,0.19784962385214142,6.123914,29.974990200441447,6.87,6140649984,259795376,1738985984,-6000950784,33.644,119274000,1.069830028328612,1.0601983002832862,149.7,141.2,0.078600004,5.039534591666866,51551462,USD,Israel,7739936768,strong_buy,411.986,14.724303073624016,122.45316888408446,0.8106260352448329,Technology,Software - Application,39.67,0.14021,-56.31881512625411,108.09413280478216
MNKD,MannKind Corporation,5.94,3.6135820895522395,0.1,35.52,0.6083471531232726,N/A,62.186678570113536,-5.32,1780181376,29331000,260035008,-1554750272,0.847,225431008,1.757396449704142,1.7396449704142012,5.88,3.38,0.073,0.0955188496408091,307070281,USD,United States,1814785280,strong_buy,21.014,1.3689902280130293,3.4516520427666113,0.5810862024859614,Healthcare,Biotechnology,65.86,0.017439999,-0.11244693248800205,-0.11729583218824656
MNMD,Mind Medicine (MindMed) Inc.,12.08,-7.915567164179105,-1.98,-3.63,-0.6552621824651577,7.2075253,-24.61896724961353,N/A,1039638784,-47703376,209070000,-982837328,2.122,40985000,2.5702127659574465,2.553191489361702,12.0,4.7,0.1261,-0.49067858442313955,97219193,USD,United States,1191907328,none,-6.854,-0.44651465798045603,-1.9616158035483273,-0.16238541420102048,Healthcare,Biotechnology,51.20,0.00605,-6.912111141803221,-2.235335509249373
MNOV,"MediciNova, Inc.",1.52,2.413432835820896,-0.25,-20.26,1.587784760408484,1.6517857,-12.364044199355897,-0.75,40280984,-6041898,32562612,-40173836,0.664,255150,1.345132743362832,1.3097345132743363,1.48,1.13,0.0111,-0.12293712117910288,49146246,USD,United States,72736448,strong_buy,-3.016,-0.19648208469055375,1.1868019399797576,0.7807907499866826,Healthcare,Biotechnology,51.74,0.029830001,-0.7774539489278287,-0.7678726475873686
MNPR,Monopar Therapeutics Inc.,75.12,-52.532059701492535,-3.96,7.66,-0.6993085689762052,3.3639274,-59.38362231598816,N/A,334030720,-8453437,143675792,-333928496,21.5,102236,3.5771428571428574,3.2954761904761902,69.205,21.0,0.2028,-1.2649952473474333,6682584,USD,United States,477604288,none,N/A,undefined,-16.781011579737296,-0.22338939802632182,Healthcare,Biotechnology,37.77,0.23757,-3.2491554737684303,-2.2195743030592205
